gene_id	MCL1.DG	MCL1.DH	MCL1.DI	MCL1.DJ	MCL1.DK	MCL1.DL	MCL1.LA	MCL1.LB	MCL1.LC	MCL1.LD	MCL1.LE	MCL1.LF
73347	75950	909	1085	810	765	774	1011	966	829	1244	887	1009
55981	11650	282	180	377	144	269	297	271	161	180	165	169
86027	900	24	13	22	4	15	12	11	13	6	8	15
61181	21600	433	572	417	596	745	276	422	582	593	615	376
17252	1600	43	41	39	28	48	34	31	23	24	37	28
71672	0	1	0	0	2	0	1	3	1	0	2	1
40037	1707800	35668	49797	41037	51827	33410	47191	36009	39151	40690	58047	29685
78994	24900	453	632	585	505	367	502	845	466	523	749	702
40824	198550	3758	5705	5779	2815	7066	3749	10601	6642	7278	4365	4681
48881	550	23	31	17	40	14	26	25	16	30	24	28
35275	209400	1952	4022	1797	3686	3053	3620	3104	5795	2170	3736	1587
26909	247550	4993	2946	6227	4448	4471	10176	9239	8670	7227	6685	4591
23199	144750	1653	1934	2495	3441	2493	2980	4799	3461	4226	4916	3307
21580	10500	169	122	103	206	170	157	92	161	165	180	55
71931	250	21	13	6	19	14	13	8	21	10	10	13
63202	4600	104	120	107	76	95	195	175	146	293	250	150
71549	100	0	5	0	2	2	2	1	1	2	3	1
38325	100	2	4	4	5	2	4	6	5	4	9	2
54537	5200	256	231	122	192	143	147	132	151	145	130	127
51037	1300	16	24	22	30	21	33	36	15	28	16	36
72678	7150	103	65	116	74	98	143	118	107	97	78	90
99179	9800	100	114	264	178	136	141	273	161	363	138	197
83325	322650	9950	4488	7173	5370	5528	4052	6032	9263	11031	8277	11041
17651	102000	1911	2423	2330	2669	1264	1305	1086	933	2344	856	2355
62842	13950	61	105	102	150	143	167	134	214	149	184	69
97254	77850	2588	2718	1978	2365	2232	1363	3672	1930	741	1942	2038
82704	2850	26	35	38	33	25	41	45	18	25	17	18
82611	5250	84	106	84	68	73	71	100	53	103	145	55
49715	49250	1221	772	745	826	682	1220	1150	1655	1170	1423	1202
59646	900	16	11	15	6	13	23	16	8	8	18	25
56751	6700	177	135	107	124	95	53	80	88	109	108	115
56250	750	10	9	13	7	9	14	7	9	24	10	12
77377	18100	197	272	175	201	226	396	367	541	368	269	312
21795	182400	5671	2955	5124	5965	3288	3888	5127	7216	3195	5199	4062
99858	1200	35	30	38	43	34	14	18	41	65	58	48
45244	7750	275	375	149	261	274	182	214	300	238	182	216
39807	1050	30	26	24	23	31	32	23	22	42	17	30
97825	950	18	22	16	19	9	24	13	12	21	29	23
21417	750	11	21	10	11	12	14	11	16	14	22	10
72919	160350	2673	2231	3221	2821	2853	2200	3932	3168	2546	2828	3072
39359	1330100	30298	10321	24949	16332	25147	17048	28804	24183	8234	18037	19088
74889	17250	291	241	310	599	486	672	341	268	378	533	331
89642	3050	35	39	44	51	58	44	44	57	29	20	32
18255	47600	510	781	899	656	477	742	859	702	475	540	990
79625	4000	59	65	39	73	79	126	75	154	56	52	94
66750	38900	714	744	705	469	482	427	709	716	802	968	1339
22603	10600	265	260	337	259	382	291	228	319	242	405	445
64860	14200	226	106	138	273	327	341	250	322	184	132	287
38359	35050	275	781	377	505	210	426	412	403	447	603	533
15260	3000	70	56	64	44	41	46	40	27	37	87	58
36475	3450	106	85	91	47	62	67	86	78	56	54	74
65063	150	14	2	3	7	5	11	3	4	3	9	2
51832	2650	60	68	45	98	59	86	73	62	36	63	70
18724	100	7	19	8	16	7	10	6	11	10	6	7
20399	6200	114	105	123	122	118	91	124	125	181	136	141
53953	1150	6	13	17	16	29	51	41	53	23	28	12
63727	8750	203	117	318	215	175	187	242	164	304	139	122
70303	13100	365	577	471	395	449	348	426	249	441	524	243
71614	550	6	9	8	7	8	6	14	10	8	10	8
90849	1700	37	22	71	32	16	15	21	22	63	35	14
95141	1450	29	24	27	22	51	25	30	19	26	9	20
85834	26600	1025	877	306	1038	183	831	703	720	671	821	1071
26459	162500	3897	7028	7235	7346	5654	4936	5001	3854	4128	6037	6183
95777	41100	1442	717	1455	1048	850	906	1275	768	788	780	845
51085	4050	50	67	105	28	93	66	58	133	66	82	89
89379	114700	2473	5644	2822	2868	1910	4207	2386	2833	2464	3032	2066
98603	200	8	9	12	6	8	12	11	5	4	13	10
91677	183950	5791	3538	3438	3283	3608	2817	1732	2935	1955	4104	3280
21842	1300	37	47	24	38	47	19	38	45	47	41	37
38741	100	2	1	0	3	1	2	0	2	0	1	1
21710	1080450	24476	35093	21703	25643	30636	21428	43782	33257	44792	29852	23429
50462	137100	3099	4675	3796	6072	2764	3786	3406	4895	4053	3271	2786
74124	1250	9	23	29	10	35	24	14	16	8	13	19
33432	9300	71	227	281	152	146	124	260	186	206	220	218
14185	5250	77	87	84	82	90	81	56	154	112	81	125
62261	17050	67	304	149	281	194	221	254	178	130	185	182
73136	50	18	3	6	6	17	13	4	14	7	11	4
83986	1400	70	35	81	22	45	29	31	31	59	19	17
46462	17700	528	409	437	656	473	374	128	401	230	278	356
53457	15000	219	362	268	259	202	102	189	327	94	243	285
86838	124400	2172	1164	2823	1673	1406	5048	1673	2833	5034	2928	4830
16384	6300	177	160	184	153	172	107	194	180	219	271	203
81041	659550	16207	15208	24216	12255	22497	19057	16445	17579	16609	13064	18136
38858	850	17	36	34	22	29	78	79	56	57	135	75
94198	18050	260	212	202	189	146	215	213	124	219	218	293
39015	400	5	3	7	8	3	4	3	4	2	3	3
48335	500	5	17	22	5	16	14	9	14	9	18	14
83948	47800	2818	2687	2354	3075	2709	2155	2434	2137	2338	2737	2222
24878	1100	20	20	43	36	27	11	33	24	27	20	10
65469	16500	632	608	248	301	353	724	533	489	543	181	525
82437	6300	180	200	203	103	163	89	168	86	195	148	114
18431	1550	31	9	23	31	22	20	10	17	29	13	17
60711	6000	92	111	94	28	59	55	46	105	99	45	88
64416	3250	45	59	69	40	62	32	36	60	37	89	85
54219	3200	63	54	71	60	41	71	80	95	43	69	34
44956	30800	730	583	548	886	533	802	1014	520	1406	979	769
38259	27800	457	459	285	621	201	1178	921	1282	1253	1361	2139
45616	1400	53	38	68	36	44	48	52	76	20	43	65
84956	1450	24	26	29	26	20	26	45	27	23	24	38
99510	13950	210	304	246	279	309	467	169	390	360	148	194
46373	4500	160	150	112	148	108	146	169	171	142	122	184
37662	69650	1208	1242	1254	1081	326	1152	628	978	1094	1741	1631
25125	1650850	29799	26173	43003	28085	19569	31538	37762	39342	32590	30902	36943
34437	28850	750	1052	874	433	1081	602	866	739	698	371	750
80587	9400	153	172	165	146	142	130	210	156	121	98	110
78986	7850	104	147	222	149	86	44	181	81	99	110	89
58736	700	23	44	17	37	44	15	60	24	13	18	21
22684	1700	37	28	18	25	13	18	15	25	12	11	33
18737	1250	18	10	36	13	13	21	8	24	22	34	20
18997	3950	72	46	61	59	76	185	154	147	176	180	111
81480	3100	32	68	59	83	74	36	39	41	75	72	76
93658	24950	389	734	959	597	719	555	1077	1556	848	1702	1529
98810	5800	79	67	75	23	53	110	60	37	83	40	55
87879	4200	103	129	129	63	62	99	146	96	106	76	88
67495	300	13	19	13	20	17	23	6	15	11	8	18
39440	259400	4476	4520	6838	4193	7173	4019	2856	3305	4572	2594	5542
29003	29050	353	549	650	564	294	491	508	402	401	655	345
40568	381400	4988	4761	4298	6095	6578	2478	9424	4564	9863	5368	4855
36962	39100	1691	383	764	503	533	1842	610	2572	1802	1239	1232
71059	138000	2707	2715	3423	1401	2234	2373	5467	3206	2981	2544	2096
28868	4200	135	75	68	96	90	43	95	98	107	156	69
61923	32450	650	534	680	820	352	345	557	982	928	1031	820
49741	2561700	39250	16774	52870	36891	30812	23956	42553	37283	29678	32258	36626
41082	700	12	17	22	14	20	47	55	14	30	22	25
27622	86100	2490	2232	1232	911	1459	1615	1966	1806	1438	1685	1477
60384	178600	5844	4343	2952	4573	5526	4284	3469	2313	5896	5062	5080
36413	13550	299	324	503	468	506	352	324	461	350	279	359
91230	16950	436	1008	741	833	711	647	318	571	918	313	817
37628	122900	3566	2365	2939	1536	1441	1381	2631	1725	1322	1885	1882
100651	1750	28	27	64	36	27	53	43	31	31	44	32
82837	11450	392	491	576	380	327	574	557	995	423	535	449
83708	1400	22	22	22	23	10	21	65	21	38	35	21
76430	2400	17	24	26	36	34	33	49	49	44	39	43
91271	1450	33	27	56	62	62	32	68	41	59	47	32
40874	7600	149	173	148	108	114	180	140	106	125	58	107
26655	10700	174	180	189	172	306	216	111	302	234	190	260
99459	31000	389	314	390	331	403	228	303	905	359	379	458
32051	850	9	4	12	6	6	14	11	16	4	10	9
63856	537200	11965	9738	6629	9928	11589	10394	9061	11527	8207	5700	10282
38062	96700	1812	1548	1258	1384	1338	3041	3960	2111	2193	3186	2819
70882	33850	1254	838	669	839	501	921	754	1059	428	457	986
41382	5550	100	68	57	53	73	66	52	35	84	66	26
26412	5050	170	128	146	116	163	239	378	239	301	295	166
98057	37100	436	584	400	699	591	734	188	247	292	309	855
87591	29000	394	484	187	302	599	423	778	567	837	504	608
60904	300	4	4	13	3	3	8	7	3	6	4	6
60331	35650	644	842	601	518	598	462	608	1158	596	381	974
86910	2399800	69565	35241	51082	41057	51417	86552	68608	63750	41142	72198	62983
31527	150	0	0	4	3	8	3	4	3	5	2	6
79330	63000	446	852	1548	594	859	775	1500	1700	1199	885	1701
54621	16050	310	203	338	357	466	277	390	213	512	411	161
68092	6000	185	93	93	118	158	85	113	98	93	155	110
90585	162300	2954	3229	3184	1882	2515	1519	2928	2520	1378	2049	2111
67131	1400	5	13	10	25	16	16	18	16	15	22	16
65622	6550	137	137	453	157	200	249	300	229	236	183	235
53779	115550	2787	4824	3404	4143	3513	3380	2497	2280	5504	2646	3320
92976	2300	145	43	89	115	130	122	214	160	211	282	248
85996	3300	96	49	75	61	125	90	75	81	90	71	87
71067	10450	305	212	246	165	156	116	98	225	308	87	107
69026	3300	64	48	109	51	80	181	90	129	83	118	143
73351	176050	2903	2500	4008	2184	4645	5236	3733	3481	2667	3725	2448
65449	1350	34	32	40	17	31	30	25	19	21	16	38
49249	49850	447	1273	1381	724	900	922	582	562	1188	754	749
70914	450	8	5	12	20	18	15	8	14	12	10	10
98659	42200	495	676	636	684	651	610	359	533	456	780	554
78232	3900	75	120	152	185	133	567	308	93	296	219	233
90446	0	1	1	1	1	1	1	0	0	2	1	2
27647	8450	198	149	163	146	137	210	180	179	106	135	134
12393	700	23	20	23	25	10	2	9	9	19	24	28
40793	2800	58	68	37	80	44	78	73	64	27	89	110
32505	217550	5585	5819	3531	3053	3526	2307	4355	2241	4428	5046	3898
25356	1000	10	10	18	21	12	20	19	18	16	9	14
31511	800	18	29	18	14	21	11	26	23	10	22	21
40940	151450	3448	2527	3312	3834	2701	5299	5263	9740	6089	3751	5426
27908	8800	181	86	195	182	108	132	232	163	150	90	130
76637	247950	2695	6454	4242	2663	2595	5036	7879	8418	5774	6490	4846
28370	12600	321	577	388	438	387	331	179	221	496	349	125
71855	1150	22	41	22	15	29	32	35	33	62	23	27
12002	6050	196	238	131	198	135	138	126	140	117	140	140
74078	53200	1518	1603	1595	2217	2144	1660	2274	1661	2190	2129	2474
98225	51600	853	1444	634	929	826	713	1046	1054	1549	691	894
87621	7850	107	182	142	194	106	139	159	121	143	165	115
61978	14100	215	66	98	157	229	196	128	246	242	155	152
51915	6250	64	59	155	84	114	153	159	135	94	150	117
44254	3850	42	72	45	44	25	39	47	42	43	36	53
30285	350600	7063	6457	10561	8068	8220	5808	7367	3660	10518	6766	7752
75974	7850	198	254	190	139	179	124	140	313	138	174	102
24151	600	7	17	19	24	15	15	18	19	12	13	3
31838	2200	46	134	32	64	51	73	55	45	74	69	53
95743	31150	640	785	657	959	605	395	1812	1137	1108	830	1494
66640	19200	447	705	785	572	404	437	681	817	673	709	584
45629	3650	93	171	130	201	143	108	79	127	76	104	156
69249	2700	37	72	61	62	68	64	27	56	37	76	45
69967	7700	296	105	193	151	203	123	109	117	140	110	251
70238	300	5	2	6	4	3	0	1	3	7	13	3
52598	100	9	6	20	20	10	16	36	13	18	18	57
23470	39450	761	1682	1003	765	590	1297	1347	1381	751	1569	2679
99137	2950	74	54	120	67	35	56	73	39	47	38	71
35879	22200	279	403	163	434	482	344	352	401	247	236	352
52768	97200	3041	1542	1674	3842	2395	4406	2942	4888	3069	3299	2654
98716	24550	799	668	694	505	513	643	775	893	734	575	705
23082	9000	245	256	175	123	127	153	172	244	160	143	165
98551	388100	11568	10828	19490	17093	21268	18027	18008	15646	15138	10716	7767
26219	22100	843	843	512	845	482	986	383	757	782	551	1140
71282	3550	72	87	64	46	109	76	46	53	78	81	69
60134	37300	564	450	573	563	437	687	871	700	615	858	692
50039	18000	420	402	443	216	266	322	415	398	416	338	437
55681	1550	26	44	34	25	24	30	29	34	32	18	16
71082	9850	216	140	186	157	116	231	183	216	248	105	228
85532	4750	117	100	116	91	70	150	93	126	47	67	127
51640	100	2	4	1	4	4	1	2	6	3	1	3
94244	5350	108	99	80	186	97	167	54	121	111	189	176
12766	5200	139	50	16	51	125	85	69	193	121	66	35
69180	2100	98	79	85	73	79	68	78	62	92	41	90
75224	100	3	5	6	7	10	17	4	7	5	6	10
53618	1600	98	76	86	102	111	83	92	59	58	103	81
88674	10550	156	97	70	248	196	73	155	102	175	140	157
53476	12200	151	179	267	115	227	132	222	287	109	202	109
77767	1300	19	25	20	5	17	8	27	8	9	11	11
96993	27450	531	423	409	649	698	829	510	569	692	479	338
94045	650	20	11	13	15	9	9	13	18	23	8	22
64950	3700	89	192	82	112	126	52	77	104	108	47	82
55256	121250	2739	1295	1973	3064	2575	2613	2407	3398	3649	2537	2473
52561	1750	38	33	30	58	59	41	50	24	34	22	47
69361	2800	67	62	75	56	78	59	23	50	37	77	59
62875	71400	1734	2286	1572	1610	1413	887	1176	909	796	1552	886
94079	1600	98	66	46	77	64	66	83	45	47	50	37
86456	2850	73	57	48	81	45	142	70	54	65	63	53
89263	11150	279	273	207	364	103	285	173	236	206	243	201
44765	144850	1309	1265	1359	1671	1550	1260	803	885	2183	2205	1490
68232	0	3	1	2	1	1	1	2	2	3	4	0
51532	1700	31	30	54	48	21	37	26	39	12	19	33
95351	650	18	20	19	21	10	25	15	11	34	27	6
89026	900	19	19	12	10	21	5	17	17	14	17	12
61558	1500	28	32	30	21	20	37	20	18	23	32	27
46538	1800	29	28	18	39	37	19	34	20	43	37	41
55209	10200	179	144	218	191	362	322	231	393	337	156	228
35636	1300	28	30	18	36	32	33	46	40	23	28	25
31027	9300	269	182	104	184	207	175	50	234	143	200	248
82104	19800	376	284	333	460	266	320	384	421	281	369	170
62739	1600	38	41	34	28	32	26	36	23	65	30	21
78547	6800	166	109	101	371	286	269	196	199	330	229	160
74509	255350	7797	3719	4155	4879	2948	8454	10296	7888	12797	8369	13440
84402	18000	280	307	386	366	246	273	221	402	487	321	209
69233	1550	50	48	56	47	55	52	43	46	65	25	40
75239	3900	194	211	135	97	220	60	114	238	139	150	94
76702	950	26	25	63	19	25	40	33	24	16	25	26
49295	12550	354	253	307	260	219	233	232	345	226	222	166
88696	40650	1614	1216	1627	855	957	747	951	728	1076	1068	646
86863	950	16	15	23	36	27	47	13	26	32	34	14
15066	4500	167	52	73	126	43	50	60	85	74	100	122
44625	65400	2267	1240	2230	617	1214	3132	4816	2857	4227	1914	1548
28606	3200	88	48	98	75	50	70	29	93	45	39	33
74593	8950	247	213	186	242	275	304	203	254	316	189	157
95078	900	33	15	13	34	28	12	6	19	12	24	12
87461	950	35	29	25	33	30	28	26	12	36	32	18
83388	1150	33	66	52	21	53	69	49	70	38	51	56
51707	824650	15938	10056	7767	11116	13276	17777	11419	9164	13883	12947	10572
70266	3450	71	88	75	58	60	83	84	43	34	64	61
56593	2500	89	48	46	67	35	75	64	54	35	40	65
83121	2700	58	57	36	54	35	55	38	77	78	32	57
21517	5050	54	146	77	89	154	86	90	104	185	130	141
22620	33900	585	693	631	670	735	885	805	454	699	489	1359
66379	8650	298	188	236	341	326	191	191	296	206	188	256
100151	464750	13721	6063	14330	6260	9302	12484	11847	13287	8268	10845	3990
31696	11800	168	185	263	176	444	195	197	242	279	270	258
100281	103100	2950	1679	4116	2700	4133	2799	4208	1933	3163	2005	3222
59455	9300	300	228	245	445	355	326	303	276	274	421	251
12680	22650	436	461	256	658	309	501	768	543	444	396	527
66718	450	9	5	9	12	5	6	13	14	10	7	10
89985	4850	90	133	108	121	80	150	173	207	192	171	214
37033	11250	143	106	185	123	116	175	93	166	147	95	81
82071	4050	81	76	88	105	68	76	141	115	107	82	87
14144	50	0	9	1	2	4	0	2	5	1	2	1
21852	57300	827	484	512	693	992	662	791	1013	669	1941	1308
94708	4600	65	115	38	41	136	68	70	161	46	51	22
67809	4300	61	114	31	46	57	82	73	58	42	98	72
52313	4700	104	72	60	88	58	461	120	162	130	130	190
65336	6500	87	110	110	61	99	111	157	68	71	100	63
11556	14100	264	262	489	424	411	340	473	246	286	208	340
43471	600	14	5	19	14	9	16	16	13	7	17	17
49188	1450	36	23	6	40	19	32	9	22	6	20	14
35457	9100	236	282	177	201	283	731	702	661	411	250	443
89085	10750	159	150	191	194	314	74	133	181	171	226	149
60702	4200	74	97	72	49	85	95	135	87	104	79	50
84720	2550	13	104	84	34	46	41	46	31	48	48	60
92637	1800	22	8	20	26	29	27	33	18	18	35	25
17925	9000	165	127	140	109	161	361	232	164	207	216	245
17059	65650	1193	1864	2489	2166	1757	2119	1545	1599	1576	2088	1161
15497	700	16	13	37	8	25	31	9	20	25	20	18
63964	95150	3296	3811	2618	2070	1871	5151	2136	2736	3285	4251	2878
34431	37750	682	542	1133	1106	758	1035	718	761	745	1163	882
72414	2650	110	73	93	54	67	40	64	74	50	60	66
22573	35300	608	1099	746	1156	901	708	906	933	717	962	1117
88370	100	12	7	11	7	5	8	7	12	15	11	8
95641	200	4	3	3	9	1	8	1	8	5	3	6
30479	700	5	15	2	12	6	27	14	11	33	25	18
38990	2600	67	114	64	35	76	68	91	76	70	52	58
16221	7500	93	79	52	136	97	79	127	44	94	104	106
40446	3250	51	57	46	67	47	62	51	66	46	62	63
18466	10700	150	138	171	193	233	424	371	285	330	313	402
74182	150	1	0	2	3	4	2	1	2	2	1	4
95699	19800	472	358	279	366	253	299	315	341	867	372	398
64339	0	4	10	10	9	7	14	5	5	4	11	15
55551	1400	29	43	29	45	47	29	19	57	61	31	53
54173	1250	83	54	62	40	167	68	53	82	102	81	77
95135	550	23	16	15	13	12	28	8	15	27	27	16
14772	600	11	14	9	10	10	9	19	23	15	9	19
67249	1650	33	9	15	21	12	19	18	32	17	26	8
95016	3700	175	119	109	76	199	113	147	229	153	181	98
95311	29850	485	384	555	784	588	583	290	442	234	470	502
70971	30000	429	225	402	297	591	693	317	876	366	538	276
59461	1050	19	23	6	20	21	37	9	14	32	28	22
80535	800	26	23	17	42	34	25	31	18	8	53	27
17037	550	25	9	25	35	28	24	17	21	45	37	28
30148	20250	457	408	414	215	273	422	479	695	509	356	253
62221	250	1	1	2	4	3	2	3	1	6	2	1
12658	113850	2988	2440	2928	1715	2331	1440	3668	2008	1906	1322	2038
85564	5800	59	137	59	77	37	61	72	49	33	83	76
57638	1550	21	38	28	21	39	48	37	74	70	33	44
15985	11500	231	269	680	323	342	269	279	285	340	242	338
84547	53400	1017	701	1505	1224	766	1328	1166	1294	1454	1290	1600
75006	18700	227	314	224	182	255	412	155	335	239	457	420
43428	56350	1039	1828	1554	1010	1708	1306	1111	1621	1360	1824	1282
23852	11500	125	231	182	235	253	172	217	145	179	177	281
43013	98700	610	2119	2000	1517	845	1909	873	2452	2106	1474	2323
65443	92000	1185	2405	1630	2687	2753	2439	2647	1090	939	1878	1960
73739	6700	61	87	215	79	162	82	130	189	111	152	129
66170	119950	3485	2147	1444	3371	1619	6265	8570	7394	4290	4817	5761
82768	14300	181	309	210	190	198	292	255	185	346	134	82
67457	13050	100	156	271	192	232	450	364	461	247	288	333
95916	1150	36	26	23	32	22	10	25	33	33	15	23
49268	3250	67	113	84	118	50	82	115	57	90	67	120
67174	21900	650	584	904	525	1024	625	595	1075	929	661	587
86712	300	9	22	9	7	10	12	11	16	8	20	13
36549	42700	522	518	472	796	381	488	671	432	705	587	521
88063	17050	199	241	433	350	277	286	295	317	198	317	265
63324	24800	167	238	281	356	194	149	217	233	130	255	312
79269	150	2	4	6	1	5	1	0	3	2	2	0
56365	7650	64	99	106	159	58	93	139	153	97	153	154
81325	43250	439	228	456	442	445	1308	1033	1163	807	1100	946
12256	1750	47	23	40	16	35	63	24	66	29	17	21
42153	7650	187	257	182	207	145	71	267	123	203	195	109
84785	100	0	0	4	2	1	1	0	0	2	1	0
85237	33000	578	621	723	766	296	658	1145	659	643	977	1111
55588	3200	27	44	35	46	31	50	40	49	35	53	21
18180	40900	1329	590	620	468	826	530	1084	585	592	988	1120
27700	350	4	5	8	5	0	3	1	3	6	7	2
44448	29800	984	715	715	502	655	643	335	545	689	1047	656
64278	4850	156	45	50	114	70	105	63	75	66	89	88
89904	50450	1022	362	927	1036	764	795	749	1484	638	484	937
69649	800	26	26	23	26	17	15	24	27	23	41	31
40437	2500	55	44	56	35	23	71	43	15	46	24	58
100997	833650	11047	9681	10736	15813	15568	9911	15398	5619	21473	16368	16994
13710	1600	10	41	33	30	11	40	35	24	14	22	29
21905	1450	16	36	36	37	15	48	14	75	35	26	49
50773	5250	74	86	74	129	92	48	39	97	89	119	102
37951	950	17	16	18	15	20	16	16	33	22	16	14
60934	135250	2507	2114	863	850	1765	1483	2779	1951	2716	2183	1369
28104	118050	5494	3800	3927	5672	4030	3593	5200	2979	6473	6834	5830
91022	2100	37	44	35	64	42	34	29	46	30	29	56
43692	350	6	0	5	5	3	3	6	2	6	1	7
78968	42600	1944	1168	1561	927	3185	1706	1858	1749	1138	1281	1977
55480	91400	1225	1135	929	3745	1762	1276	1910	1126	1060	1985	1326
70975	28350	490	735	1028	976	1129	757	1051	397	967	789	908
68109	101500	3059	1967	2685	1900	1900	2336	942	2565	2095	1997	910
23987	850	20	30	23	41	29	22	22	44	19	37	37
46116	3900	134	126	106	74	122	81	143	86	84	110	94
93260	100	5	7	2	10	10	9	12	11	11	27	8
90375	350	9	5	5	13	10	10	6	7	7	13	19
59579	54500	911	869	782	1297	734	1226	2529	1190	1384	2010	1346
82351	1650	64	19	28	39	26	43	36	54	37	30	61
79139	639000	8687	19230	14580	24902	21852	20222	8667	12718	18628	29375	19119
99445	6700	145	228	225	127	95	175	126	135	220	213	317
51906	2150	54	25	41	39	22	24	53	19	40	32	47
91450	27950	1070	963	1032	527	752	912	380	773	874	590	899
100224	295750	4893	5652	4117	5718	3684	9710	11515	8313	8832	14756	14337
57270	24150	295	302	441	412	461	290	421	525	542	492	431
13422	500	7	21	13	13	11	11	14	8	21	15	23
20930	9450	373	241	239	373	279	329	308	340	504	326	371
19476	54050	3961	1707	2814	1754	2635	1624	3301	2600	1501	2964	1776
55367	2900	70	69	48	67	56	60	81	31	42	41	65
23436	1500	45	33	33	21	40	22	29	33	20	43	25
51058	77200	1278	1357	944	2121	877	1270	832	955	1217	1423	1228
97689	9650	257	163	80	150	166	213	115	192	213	154	203
76066	500	27	17	14	30	31	7	15	22	13	20	16
51829	2800	35	80	41	33	49	122	53	49	31	42	51
60495	1550	37	25	31	29	31	38	25	22	36	26	34
26121	11800	175	285	434	297	229	143	300	324	290	233	245
19897	16000	177	134	163	292	262	219	155	189	140	145	300
85801	86850	2134	2354	1154	1860	1960	1728	1567	2494	1236	1407	1376
92305	47200	794	775	517	451	412	714	297	424	649	907	420
27061	550	6	6	9	7	13	7	9	8	5	3	8
79874	20850	371	424	288	503	315	414	276	321	286	108	398
45038	76600	1144	1508	729	1075	732	719	992	1356	693	587	953
40322	17600	404	706	537	346	193	457	321	262	395	252	495
67914	53450	1106	1608	1064	1305	1774	911	1826	1192	916	958	1391
20813	2250	62	39	62	73	55	60	64	44	39	60	36
58946	1050	30	22	31	13	12	35	40	51	14	27	36
66688	54350	1243	871	813	1066	1022	749	948	2074	1254	1076	910
55174	1600	26	10	31	29	20	29	6	13	10	13	29
49069	200	2	4	2	1	0	8	2	2	3	4	0
57490	43000	1998	482	1210	1582	911	1230	1653	1443	861	1558	2274
17248	1300	21	38	38	57	30	49	26	25	55	21	45
64593	4800	77	107	35	93	79	227	199	220	204	166	139
63547	550	12	3	9	5	11	13	5	5	10	4	11
28878	400	14	3	24	4	13	14	7	9	23	7	10
98601	750	20	21	18	19	24	36	13	18	6	13	20
39123	2950	36	58	99	74	92	40	42	84	109	86	83
30460	21750	299	449	294	312	233	230	200	587	293	246	250
84605	50	3	0	0	1	1	1	0	2	2	0	1
75785	56400	907	551	608	473	669	968	750	859	746	1104	746
88224	700	21	14	19	9	21	13	5	11	19	4	9
20131	1050	15	4	12	9	11	13	14	24	11	29	11
71412	15500	567	687	475	447	815	507	759	442	615	791	640
56857	2000	112	150	143	73	160	92	70	116	146	136	175
98561	450	6	8	4	4	3	5	7	7	3	6	14
44778	601900	11079	5948	8944	8115	5362	2714	7283	7266	4834	4291	7086
57509	500	21	48	48	34	29	58	22	27	26	17	27
44734	9400	205	264	251	245	325	319	247	294	259	257	108
81085	16650	170	220	162	234	227	256	320	172	215	176	324
56218	89650	3169	1408	3799	1753	2119	2789	2373	2118	1972	3432	1554
74844	4450	86	55	66	88	30	47	70	46	75	42	51
13513	83650	989	1630	1122	1722	1388	1267	926	1046	994	1680	1768
15434	2300	41	42	60	38	27	51	47	36	31	46	20
97077	51500	1909	2152	1439	1318	1405	1432	1276	2271	1778	1956	1560
70302	1750	40	47	34	18	25	20	35	50	35	42	31
94930	3450	146	54	48	91	65	71	98	104	76	89	91
35430	318300	12128	10749	4855	5693	5049	4838	9717	9244	6372	5683	6373
52165	22500	326	286	430	387	322	913	587	333	704	1046	530
75680	8750	218	198	196	52	194	239	244	140	283	233	186
59913	952000	8799	17334	9266	7837	7398	8833	13612	28214	16243	22604	7543
50044	16450	510	313	368	723	439	742	267	298	599	294	330
83985	2050	16	46	34	43	25	27	33	31	25	29	25
15121	35400	876	635	472	556	846	843	1130	818	716	698	541
49443	500	17	16	6	14	9	15	11	8	28	9	17
69033	63600	1368	721	1500	932	1137	1521	1144	1005	1676	1297	853
57019	68700	1140	1638	771	2042	1939	1104	836	1972	1354	3130	1759
78250	2450	67	31	34	62	44	79	46	81	72	63	50
94224	2500	70	27	35	58	51	52	21	39	44	43	50
98453	10150	155	228	166	353	273	224	259	286	199	121	196
80653	5350	222	204	214	169	116	80	204	137	129	204	139
44681	1250	21	28	14	8	22	18	21	26	13	18	25
52376	25200	326	687	609	630	379	855	985	1192	991	748	918
94967	500	2	2	2	3	3	1	3	2	2	2	6
41902	2800	115	63	60	98	61	43	58	56	85	105	114
18708	2400	85	97	61	48	89	82	114	120	48	83	54
70362	5650	82	107	95	89	58	121	78	60	143	119	40
76547	12600	304	227	241	216	243	241	544	234	247	270	170
61845	1100	11	18	18	25	26	21	33	22	40	19	31
56936	37000	334	719	136	458	466	540	1282	918	678	996	1440
65000	2300	85	60	38	82	98	124	150	92	105	160	101
90734	4000	33	51	22	49	70	37	37	35	27	51	42
21700	1200	17	16	4	6	7	9	10	20	8	13	15
86822	750	18	18	12	15	20	4	8	24	19	19	12
26291	13450	394	352	456	205	364	359	563	404	285	190	291
52131	1000	27	21	23	23	8	52	50	59	39	68	36
81936	4950	247	81	135	84	232	197	142	172	99	164	111
32321	89200	2116	1153	860	1451	1208	1386	1505	1257	995	1551	879
49456	70250	1153	1093	2294	1829	2372	1958	3350	3003	1185	1941	1411
48774	135050	5346	3576	3621	4172	3202	2624	2867	4547	4006	3092	3445
78023	2100	83	91	54	77	107	120	161	133	194	206	121
17071	1050	19	6	12	21	22	21	11	17	16	21	12
81533	50250	1229	1277	883	1702	1373	2873	3795	3615	3910	2119	2396
