gene_id	MCL1.DG	MCL1.LA	MCL1.LB	MCL1.LC	MCL1.LD	MCL1.LE	MCL1.LF
50158	202	107	249	117	243	176	221
76462	21	51	67	40	44	41	48
47362	1748	3203	1800	3444	5102	4460	2411
68477	2	1	5	4	7	3	12
67963	31	68	59	50	52	14	31
40368	46	79	53	97	72	82	35
61293	385	470	558	699	696	519	594
93623	680	756	383	516	425	549	315
39472	2829	2852	3202	4784	2758	2651	2498
84622	5	8	7	3	15	7	8
86330	866	725	479	484	436	894	1134
93765	73	89	112	65	127	102	105
55024	52	47	49	31	58	54	31
81524	409	418	428	431	234	420	410
59117	25	28	15	14	8	30	20
96075	1	5	1	3	4	4	3
57390	68	125	85	90	157	125	140
21543	3	10	9	11	11	12	5
13618	33	46	30	35	32	48	32
12163	262	479	728	924	1351	683	467
40894	351	296	249	169	271	164	467
23299	5443	3316	2636	4322	4598	4436	6211
44332	91	267	201	107	251	158	241
51380	5	6	14	4	3	4	6
70663	21	16	25	34	20	18	34
41459	17	3	18	29	16	11	19
21756	12	15	20	3	9	9	17
46237	291	355	696	225	371	552	515
91275	27	65	121	38	106	75	56
12459	3	4	2	0	3	1	3
55673	574	724	578	607	848	530	705
21963	183	130	131	96	161	99	192
53406	401	261	284	238	206	292	360
15008	302	284	154	206	127	199	244
95884	440	536	641	542	541	870	214
47219	196	196	97	196	203	141	154
20280	2521	1920	828	1436	1889	1328	1186
54619	463	567	303	373	228	385	303
76086	453	459	387	453	547	164	342
93310	262	206	322	329	395	241	270
21935	8	14	14	34	23	15	7
33326	152	152	55	154	81	75	84
101111	79	69	58	82	39	57	84
63000	298	215	242	321	161	218	342
38228	3	18	10	14	11	13	6
41859	5245	4537	6848	3615	4875	5366	4929
19094	117	323	128	212	216	143	99
53236	7	16	12	12	7	13	13
38467	5	5	3	7	5	3	0
67234	134	84	105	135	131	93	50
82255	172	144	256	142	100	103	95
73285	38	39	25	31	14	40	24
59353	115	393	195	278	301	387	440
98130	26	43	39	54	37	44	51
98665	405	585	495	350	442	553	294
55722	45	35	36	17	25	33	62
73890	123	79	86	191	123	138	167
53850	1516	1299	779	994	542	1735	996
100427	31037	39088	33515	24098	20565	38074	29610
38821	15	23	30	28	15	23	14
100144	66	41	57	90	56	83	58
67534	20	28	5	26	27	28	21
60834	585	523	1125	790	814	713	781
19907	17	15	22	10	16	12	9
68707	43	105	49	33	48	58	53
24119	214	113	185	161	273	276	194
39540	13	14	31	25	8	31	15
82146	25	6	25	27	18	18	21
42607	61	54	41	43	68	51	49
96668	2	0	0	2	0	2	1
67630	14	12	8	18	4	5	17
44877	107	88	54	98	103	19	85
32397	285	147	187	146	210	240	286
101092	191	73	118	127	125	171	60
90854	3	4	4	8	4	5	1
69273	105	192	133	80	118	143	128
86005	1023	219	459	341	987	1249	436
48500	336	387	505	716	407	602	330
58508	88	141	149	100	58	88	107
52397	23	15	32	38	25	23	20
21330	657	413	682	830	614	289	353
100096	36	71	33	56	22	76	43
96846	20	20	23	18	20	17	25
77603	37	39	44	32	24	28	28
98159	3424	5502	3281	3261	5354	3982	3193
91071	223	243	203	224	128	193	245
36159	1834	3806	1370	3436	1241	1690	1721
48235	35	71	47	70	100	48	27
80903	706	836	1188	1211	965	1446	1231
35232	37	43	36	35	26	47	27
18779	131	67	80	164	95	108	90
95816	19877	20602	17366	24719	16563	30367	22392
92364	763	599	662	1184	482	749	996
90821	61	23	55	43	26	57	41
39931	115	273	133	195	151	99	133
78622	292	417	575	315	290	187	472
66416	1783	2034	3647	4067	3687	4949	4236
84469	83	57	57	31	53	56	43
26942	5	5	4	3	4	4	4
90918	75	81	86	62	99	56	84
61452	181	157	192	139	66	170	105
84705	196	163	261	244	279	205	192
26443	3454	2815	1725	2622	2251	2793	2200
49672	383	469	381	308	174	351	300
81337	456	706	1043	836	1566	504	717
27221	34	22	26	14	18	19	17
48757	524	938	676	797	1462	953	1079
98594	16841	10105	15337	9464	8144	18243	7971
43606	719	882	528	989	664	739	1109
78597	219	225	316	224	404	235	313
26188	191	219	262	176	147	211	131
71903	3271	5412	5878	6198	6905	4011	7596
77240	41	27	18	20	25	20	30
98635	237	218	180	275	143	220	191
59314	444	272	366	361	274	308	608
94640	733	667	475	1030	835	568	684
62292	55	54	34	99	83	80	80
17674	439	260	169	337	232	206	147
71307	85	79	37	76	71	103	62
59302	268	256	258	188	285	158	167
27591	86	122	123	97	64	72	139
76250	33	9	32	17	25	10	22
101248	118	89	152	141	103	183	142
71299	590	502	1338	634	953	766	1267
21468	25	30	29	11	20	10	32
31631	141	133	114	79	96	77	49
42964	665	487	839	471	310	862	391
43625	11	10	22	22	12	23	21
22293	334	262	510	207	398	295	353
35271	15	17	21	21	14	6	19
20888	2107	1675	933	2322	1747	2430	1021
67261	14335	14361	9282	14584	11808	12905	16361
89795	7664	8953	7805	7311	7832	7766	10305
67480	100	74	163	118	127	70	110
52420	551	478	772	876	402	981	892
99053	281	184	190	233	178	245	177
52912	314	153	263	135	122	250	133
38023	4047	6867	4373	8892	8080	8861	4293
97648	6	7	19	19	6	13	15
99406	1932	679	1296	1865	978	869	1710
30288	195	155	206	83	165	125	160
31902	3090	2517	2685	3250	2005	4022	1679
52568	234	212	199	240	464	188	286
97332	50	28	30	51	57	48	43
14696	180	211	222	253	304	419	379
24663	610	717	974	559	330	534	625
76463	146	218	222	119	186	75	127
19996	745	781	610	802	608	714	390
94565	72	59	60	35	31	44	33
23165	2	8	7	5	3	5	4
73058	737	1177	1044	1646	661	1083	640
70613	597	688	574	921	432	1087	1011
48271	191	368	309	185	135	170	143
45955	169	118	74	154	212	215	255
51606	746	1051	877	1190	1079	825	1339
23002	83	30	65	54	30	44	38
64244	40	36	46	20	32	37	36
66073	110	201	122	81	131	162	97
18988	1997	1017	1591	1550	1745	585	2536
48218	9	9	12	15	5	10	14
57266	1784	2167	1201	980	1532	2104	1690
31114	35	21	48	51	24	29	41
66221	14	14	13	7	11	20	27
42142	2617	4216	3772	3858	4184	3252	2509
14698	162	133	218	107	68	200	119
59083	7	10	12	7	15	7	14
20171	77	135	115	94	105	91	78
14594	1151	1017	1190	1004	831	1271	823
52302	1087	1805	986	1849	2836	2346	1927
45484	47	111	60	88	65	54	130
62451	440	523	251	434	268	327	208
67240	507	788	377	803	657	881	602
46730	58	64	37	39	55	47	57
27704	211	206	405	252	231	300	324
51815	115	270	191	157	118	200	168
65767	60	133	67	120	121	119	148
44066	55	64	41	68	71	54	47
83649	85	199	216	191	199	259	251
94164	130	144	98	174	114	240	97
99125	31	35	29	73	40	32	53
50226	138	60	47	67	61	82	47
51936	1950	1668	1985	1451	1908	1599	894
99293	291	388	523	478	502	385	427
15010	1335	610	1241	895	843	1286	767
69662	1847	1939	2103	2722	1535	2355	2626
26142	573	464	443	325	316	332	499
28523	10892	22626	15121	26446	7736	10590	18888
19142	30	29	27	42	20	33	31
73774	293	1443	1143	1278	1219	1300	1258
86365	89	68	69	99	75	113	94
56278	5668	5115	4014	9081	6224	6437	7229
37169	3235	6698	6424	3685	5873	5275	3462
75553	3	3	6	3	4	4	5
39026	30	17	27	20	23	17	28
69199	465	498	777	652	491	378	1003
89118	754	758	745	804	456	462	658
55774	535	468	1060	970	451	596	606
56359	150	264	272	278	352	322	434
58229	377	269	491	404	327	449	273
50321	758	1275	1121	467	880	875	269
85835	140	163	111	175	96	124	167
98056	1220	979	2569	2147	1065	1415	823
84382	1	1	1	1	2	0	2
70453	606	498	692	520	804	617	803
85052	10	17	19	13	11	22	30
100493	1393	1091	771	2103	1358	1127	1023
99187	77	104	104	123	108	58	79
95689	17	41	17	28	29	12	19
41822	365	402	270	327	377	246	285
21217	10	29	12	23	31	27	28
20187	26	50	14	21	13	18	38
60640	3	8	5	7	6	14	3
94107	148	95	172	144	171	135	179
80475	335	352	373	447	438	483	334
85011	820	1004	1847	1098	1307	1457	1265
83959	92	95	237	115	167	144	141
89956	1708	1280	1202	711	840	1222	1317
37688	124	149	56	112	134	108	159
66210	155	133	56	128	157	129	132
40216	523	568	410	593	779	388	453
84071	1447	1410	1127	1086	1529	1491	1219
54662	107	96	86	80	45	68	54
38803	92	132	63	40	181	104	95
61748	105	276	295	284	239	173	276
74204	92	241	148	195	196	161	160
47994	21	35	28	9	11	39	27
89681	1453	1578	1076	1204	964	1144	844
90387	62	47	71	46	88	100	48
47200	309	374	370	393	378	455	330
26334	25	26	21	50	50	29	46
19661	292	539	480	793	334	956	570
15412	200	365	275	193	251	157	479
76032	103	54	80	114	70	61	40
25245	8071	12861	8386	7181	9155	5191	7546
55637	543	504	190	344	311	299	474
23297	4390	7819	8373	8713	4708	2992	4320
55980	879	909	1131	1844	1102	754	986
96386	59	34	47	32	12	57	76
49871	47	52	86	63	55	73	72
30539	414	534	204	312	503	339	238
69494	183	207	173	179	67	123	150
39745	162	127	142	256	167	192	303
28129	64	24	120	129	103	118	60
31345	3	5	9	2	0	7	4
66046	90	94	120	91	100	92	108
62716	1	1	2	0	0	0	4
63034	165	200	342	297	530	209	350
24787	33	37	29	34	22	72	58
86166	20	43	48	26	74	28	18
71617	96	129	182	84	112	91	135
52443	369	515	539	732	753	415	519
52861	4	8	12	3	3	10	5
19883	4	5	0	2	4	7	6
32402	32	17	11	6	13	10	23
51378	1	2	4	3	2	1	1
92915	21	26	41	31	42	25	15
98797	5121	3326	2946	3792	5167	5805	3459
55283	18	15	15	6	27	19	14
56256	641	714	348	784	711	522	530
47952	15	7	12	10	12	8	7
50330	294	136	397	287	348	244	188
36098	95	127	85	107	69	109	117
36236	71	121	162	174	97	108	158
56609	761	367	566	531	352	690	517
30557	6425	4761	5125	4892	4709	3319	4812
67351	198	260	242	177	234	105	361
77263	230	184	163	219	147	183	149
53072	34	39	23	16	17	19	30
32603	754	508	377	766	528	484	397
30032	121	197	210	182	145	221	152
32271	1191	316	1166	1076	587	1036	1074
78788	96	659	187	230	251	339	202
37605	5843	5285	6099	5952	4767	4977	4773
50110	5	2	1	3	3	7	3
94885	97	167	249	193	180	190	155
51004	1523	1274	332	997	691	1385	811
55121	44	81	169	146	88	113	95
70154	42	41	19	61	36	38	22
46031	72	66	86	97	87	147	98
81581	13	8	10	22	4	15	9
27357	142	167	215	187	269	113	342
18148	36519	30775	15549	9685	18558	9341	16375
96754	1385	2903	839	1826	1366	844	1668
34489	17	6	6	20	22	21	7
91539	48	19	22	16	24	29	31
88514	70	48	68	74	88	108	41
28381	1093	769	1130	1669	1469	877	1339
14481	35	15	21	32	21	16	17
66180	32	37	26	34	36	38	22
38759	480	850	967	1199	939	634	830
23591	569	738	801	795	1274	917	1181
26300	133	55	61	56	75	79	34
33808	24	40	38	49	31	26	29
92708	6	13	7	8	6	11	4
74787	71	45	26	30	34	41	43
100982	0	0	1	2	2	0	2
60595	941	777	817	1003	665	534	850
55970	57	38	26	46	40	26	35
18677	699	382	253	530	301	463	572
49215	9713	7686	5530	8929	6003	4503	8952
35582	1549	1795	1409	1904	1769	1567	929
76580	14	16	14	20	19	20	10
62458	743	1042	944	629	624	1241	1064
49298	1611	1907	1637	1516	1362	1981	948
61372	24	71	28	15	49	41	29
91602	31	28	26	26	33	33	29
77281	64	87	116	37	144	199	99
97688	8	9	4	1	11	4	7
83510	2903	3975	3800	2283	2784	4179	3392
24899	3	0	4	2	2	2	1
32902	22	17	14	16	6	10	18
58551	74	137	127	78	87	47	141
27087	101	93	87	105	101	108	90
13347	302	260	248	223	235	296	399
70733	131	230	233	317	377	276	174
12282	64	179	45	147	67	102	122
90793	2422	1359	1232	1604	3041	970	1150
49818	4	2	3	2	3	1	4
71998	184	180	97	137	201	144	160
36110	50	51	41	23	42	35	40
13381	135	295	298	249	104	291	213
51554	288	101	317	314	303	205	301
95070	27	19	22	23	11	13	21
52637	90	52	43	54	42	57	29
71670	896	554	537	741	458	1084	1344
42921	328	280	229	294	354	258	249
12444	51	54	32	18	22	63	46
52906	6442	12451	14842	14379	8041	7013	9300
77345	14409	11718	12926	10108	17424	9290	19666
93917	9	15	36	22	17	13	19
33182	445	277	488	282	252	166	293
94203	31474	28335	16010	19483	20408	25275	18206
12829	1156	531	878	710	445	685	816
32329	224	263	166	195	259	153	239
33584	90	182	100	160	88	122	132
15349	51	64	64	50	39	67	59
66424	32	109	123	68	79	89	36
16126	64	49	69	59	71	53	30
21759	1197	679	1202	646	796	795	476
28157	51	79	52	40	81	37	47
30894	59	53	61	79	96	41	87
75935	27	12	5	9	10	7	11
79260	193	122	151	132	181	185	103
23385	27	24	22	13	39	29	17
42392	135	194	226	236	340	93	373
12140	1747	2550	1822	804	1810	897	1526
54245	462	953	725	615	596	551	324
45284	395	170	449	478	674	363	261
95363	460	250	290	339	358	237	318
61573	190	207	232	133	228	101	222
86180	117	68	213	136	43	96	114
91304	69	96	50	106	93	66	94
57563	657	894	1016	618	635	591	931
63838	11	26	13	18	18	15	11
65645	1839	1832	3390	2936	1391	3902	2391
50186	142	261	174	153	160	152	138
60618	19	47	42	28	48	25	54
37038	37	35	109	132	130	114	178
61440	84	28	35	61	39	40	58
22363	113	315	470	340	698	788	445
91015	55	24	45	64	33	35	18
31418	1389	1169	964	1278	1549	1126	1002
61694	43	39	35	35	32	66	51
28186	4	1	1	2	2	2	0
83657	43	55	31	28	34	31	13
49016	1	6	1	2	3	5	0
95881	144	303	560	445	227	179	172
31714	1330	954	1338	1628	1275	836	1945
39330	696	693	560	441	741	617	497
59764	14	12	9	11	12	13	15
44015	34	69	33	58	83	67	61
65474	4592	4644	6302	8896	6693	8425	6350
42904	320	385	212	432	288	262	297
76464	144	256	89	173	157	73	221
12737	1444	1799	885	1945	977	1253	1185
49417	17984	23654	23498	12953	43960	18399	13109
12892	1266	1401	2223	2763	2243	1969	3476
39168	125	227	223	302	142	281	256
77386	382	350	385	323	294	375	260
38133	390	347	423	454	743	243	496
74745	89	68	35	32	51	27	63
50417	31	25	28	18	21	15	19
59101	143	95	113	112	144	110	178
96564	34	43	58	58	56	40	48
72459	145	239	164	99	90	190	71
67978	133	287	306	220	147	181	162
76544	15485	14119	15059	22206	14249	10447	14096
30736	32	19	31	35	29	30	37
79876	173	118	111	161	116	147	199
76345	60	54	77	148	129	135	122
23126	260	413	637	360	675	313	273
42880	1139	1375	848	973	1483	1427	1353
86266	53	91	37	84	92	32	41
69864	20	27	37	39	29	30	26
98950	6	3	4	7	8	10	1
13936	46	20	19	20	18	41	28
97250	517	310	414	571	480	735	691
72845	189	260	105	292	102	214	166
39679	23	18	25	25	23	17	10
33514	57	108	109	35	48	68	60
36644	107	112	176	120	171	111	115
65465	269	580	496	526	438	350	676
21411	36	64	41	30	83	55	53
99928	69	119	67	128	71	74	93
91483	7	5	12	2	9	9	3
58158	13	11	16	23	14	18	22
50088	3713	4535	3363	2626	4479	8810	6263
44801	4	2	1	1	2	4	1
98386	39	47	54	60	104	69	65
55592	342	433	1070	427	426	701	442
47025	85	92	100	46	42	35	82
28224	20	17	31	30	28	62	23
37499	101	109	93	126	110	194	149
48007	246	164	208	225	120	145	108
15669	156	141	111	179	100	81	185
14573	4	5	5	6	3	5	5
56764	99	126	172	107	117	271	62
24598	26	21	33	20	27	31	13
81547	35	26	31	46	50	64	84
15750	216	121	268	311	404	270	204
71715	599	307	605	694	384	790	555
40801	710	1145	832	1249	797	1084	783
81691	67	31	68	57	82	38	41
75906	938	609	1163	611	1142	1383	1037
74426	1812	2333	1225	1095	1033	960	2075
93619	1053	1868	1025	869	1277	1875	945
31521	3862	1998	3881	2436	3077	2604	712
14212	130	129	132	65	94	93	143
71751	158	160	112	116	113	55	149
93889	540	1223	970	577	1112	805	556
93086	8	12	14	5	17	7	13
61977	282	335	586	506	437	540	382
29403	57	34	46	59	41	61	49
34904	44	37	120	94	74	60	107
23359	4	6	2	8	6	8	9
80771	45	26	40	32	40	37	34
67648	94	230	169	158	177	149	133
30057	875	2122	1938	1308	2247	969	2991
32228	1304	924	987	1003	1459	1337	519
15959	111	100	146	139	156	113	137
22395	99	81	45	110	93	39	109
76826	36	30	46	28	38	34	33
57722	235	212	350	202	379	241	132
59642	50	71	63	67	72	110	152
48999	897	242	380	611	783	358	431
80191	5730	4392	3772	5839	5605	3495	6396
99147	150	623	281	228	275	190	261
30982	5	5	12	6	9	9	9
12497	28	21	40	20	46	28	20
14549	6	6	4	10	2	9	6
90279	18	19	23	18	25	20	33
11825	2903	3356	1102	2818	2361	1708	3520
25588	221	91	120	189	167	160	306
60632	6	10	5	4	9	7	2
68475	610	479	509	524	973	572	562
85543	1645	2098	2101	1910	1738	1880	2197
38292	80	47	125	82	60	82	119
29256	26	40	43	49	35	45	15
57980	78	25	63	74	40	115	137
91153	229	265	82	290	281	278	300
49708	469	412	569	262	296	619	769
61041	1178	1710	2215	1467	2982	1093	2064
50344	1983	1622	688	1465	1476	2704	1251
12161	1899	1489	1177	2403	1255	1588	1948
72175	1051	3947	3097	2094	4784	2114	2265
19546	487	508	725	388	757	583	560
85176	5	5	10	15	1	11	4
38839	99	141	128	74	179	91	114
22389	335	263	321	338	422	132	398
83812	80	73	78	131	119	99	62
21827	552	1322	504	520	828	1204	756
34037	76	51	64	72	70	87	104
15182	43	24	23	23	36	20	40
97481	3743	2925	3251	4936	3558	1928	3767
86926	483	884	956	783	429	542	413
38864	199	358	222	219	384	167	263
33811	1044	1121	944	727	1447	510	1043
47694	1205	1307	915	810	1516	1227	597
71382	336	331	302	367	360	457	293
64511	2	1	3	1	2	1	1
84159	27	41	66	58	31	38	43
26967	71	53	56	78	54	94	53
61019	4	32	39	29	30	26	13
81724	166	247	147	253	265	263	267
79295	931	1653	2266	2005	2036	2415	1988
13969	61	41	102	65	57	75	75
45738	26	17	13	15	9	22	11
26380	12439	9872	6858	6042	7771	10185	7707
17350	100	81	77	133	57	35	100
67573	11	10	10	9	18	21	3
92146	315	352	151	225	280	354	297
22955	544	592	304	334	413	383	379
97286	37	33	31	16	19	47	36
15027	436	945	412	753	619	916	1008
64152	47	59	59	78	87	58	39
82498	16	19	19	23	44	26	23
80369	209	261	126	243	171	247	214
75540	1042	906	553	739	880	339	672
29650	78	44	47	72	41	57	31
13970	378	214	320	242	442	478	264
31812	216	67	97	84	80	99	127
37798	41392	26783	48749	28754	34394	26656	62269
35391	77	51	22	35	37	73	44
31127	1550	3106	3398	4051	1821	2812	2099
17513	206	66	133	120	147	93	144
12086	122	73	66	183	186	192	71
32227	604	297	510	428	285	844	517
29846	1186	1067	617	1317	1168	815	649
81277	3412	2426	4551	1722	1548	2402	2301
55127	211	296	496	332	183	275	294
30461	34	37	26	66	59	46	33
74601	32	37	44	74	37	41	79
26060	502	286	229	590	889	461	561
73671	558	243	483	351	419	524	621
92774	2732	2953	1854	1853	4289	1680	3064
89421	348	661	434	512	254	246	270
73435	1048	2742	2663	3093	3117	1443	3169
40875	4288	2487	3945	6062	3212	2364	2004
23639	153	172	318	301	213	188	225
35266	9	13	2	4	10	7	4
48507	20	10	8	18	21	21	17
34364	9	6	12	28	15	11	15
47878	4108	4939	2480	2774	4812	2370	3532
14962	27	28	33	18	36	27	43
36645	1164	856	1815	1882	2205	2419	1244
33865	558	820	542	423	735	377	522
83237	7074	3827	5754	4291	4187	4181	2627
79314	1195	1755	987	1188	1054	1999	1045
83069	85	100	116	182	58	152	216
19432	84	260	254	349	215	240	153
55433	168	97	185	154	148	374	125
94562	266	230	314	301	300	220	244
13545	38	38	60	38	53	58	92
33192	152	129	99	228	100	110	130
77851	5194	4458	4139	4617	3183	3673	3485
59393	1	10	13	6	9	2	5
68435	168	286	423	417	324	132	238
31322	48	46	16	12	21	25	21
87448	107	355	201	274	157	219	155
68582	477	695	847	691	1052	797	961
15404	134	197	64	150	71	130	107
24948	666	754	785	792	600	771	262
85215	4	7	4	10	6	3	7
63491	1827	2259	1292	2625	2517	2504	2854
74258	82	43	38	37	82	33	46
33663	730	336	316	696	475	474	536
49299	238	458	155	184	162	292	330
73255	0	2	0	1	0	0	0
47723	40	13	34	54	33	20	40
86795	146	224	210	321	85	273	231
14641	2234	3864	4386	3583	3404	4538	4052
100484	365	322	361	177	235	233	235
49344	328	435	706	470	595	379	395
49570	10	19	16	3	6	9	5
24548	3651	4979	2562	2980	3448	4895	3910
44423	7535	6008	5442	6791	5785	2217	5751
30902	69	312	108	130	125	198	155
39841	63	76	154	74	132	72	90
61661	4	3	5	10	4	8	2
99695	782	867	542	1178	1060	1274	1218
63136	60618	33421	24819	26631	32886	28893	38310
58566	722	1451	886	1651	1273	961	1414
55576	2262	1638	1321	1585	1860	1405	2895
66972	429	1136	1032	890	1055	899	664
90683	17	18	16	30	14	25	19
22698	2583	2925	1250	1958	1887	2550	2554
53415	13	14	28	14	17	13	6
34228	125	160	225	139	194	203	168
89310	219	508	618	399	534	365	941
82532	788	866	734	695	905	1038	527
14441	620	374	216	326	445	380	690
66305	520	377	607	683	637	831	876
67976	34	37	18	46	59	24	27
46702	14	11	9	13	10	11	3
48215	166	76	136	192	155	96	164
86272	32	32	69	26	45	54	33
92956	12	11	6	6	13	13	8
94520	18	19	7	16	25	21	13
35164	40	70	49	59	59	57	108
65128	6	6	1	5	4	5	5
36827	11	5	16	17	11	12	4
72424	6	5	6	7	5	12	7
100317	241	357	449	472	247	431	269
88466	285	387	460	216	670	514	426
16785	7482	5679	10608	12265	12291	12148	6383
58873	6	4	1	14	11	11	5
68097	22	81	94	46	122	55	84
16080	560	1103	551	1190	582	1306	1369
97653	100	95	172	72	108	122	92
72309	128	50	84	108	62	66	100
24062	3229	4414	4157	4107	2686	2933	3791
68932	92	86	75	58	99	86	64
71470	14	8	16	9	8	10	15
70576	7	9	6	17	12	19	5
95817	395	289	448	310	460	279	215
53521	204	177	268	187	281	157	217
93751	3	15	20	11	9	13	14
29416	21	10	7	16	19	24	23
70745	391	532	743	246	432	517	462
34044	195	395	321	390	545	632	354
33777	25	50	24	33	44	37	37
93027	466	768	519	472	237	353	404
89669	207	957	1144	1125	780	814	797
42609	8	3	2	9	3	3	6
34723	121	74	60	75	70	146	86
51542	244	481	258	395	412	324	331
12083	33	59	60	52	56	44	41
36362	5	0	1	2	1	3	0
49750	131	85	143	89	103	74	68
87831	996	323	815	314	588	456	1144
78650	4093	5995	1876	4599	2100	4496	4322
67252	1	1	2	1	0	0	4
52193	33633	33331	40713	31420	25372	24293	31205
100661	24	21	32	18	16	16	12
42565	814	600	1126	726	629	703	1261
96097	1712	1191	791	2486	1973	1889	2133
73347	1519	1011	966	829	1244	887	1009
55981	233	297	271	161	180	165	169
86027	18	12	11	13	6	8	15
61181	432	276	422	582	593	615	376
17252	32	34	31	23	24	37	28
71672	0	1	3	1	0	2	1
40037	34156	47191	36009	39151	40690	58047	29685
78994	498	502	845	466	523	749	702
40824	3971	3749	10601	6642	7278	4365	4681
48881	11	26	25	16	30	24	28
35275	4188	3620	3104	5795	2170	3736	1587
26909	4951	10176	9239	8670	7227	6685	4591
23199	2895	2980	4799	3461	4226	4916	3307
21580	210	157	92	161	165	180	55
71931	5	13	8	21	10	10	13
63202	92	195	175	146	293	250	150
71549	2	2	1	1	2	3	1
38325	2	4	6	5	4	9	2
54537	104	147	132	151	145	130	127
51037	26	33	36	15	28	16	36
72678	143	143	118	107	97	78	90
99179	196	141	273	161	363	138	197
83325	6453	4052	6032	9263	11031	8277	11041
17651	2040	1305	1086	933	2344	856	2355
62842	279	167	134	214	149	184	69
97254	1557	1363	3672	1930	741	1942	2038
82704	57	41	45	18	25	17	18
82611	105	71	100	53	103	145	55
49715	985	1220	1150	1655	1170	1423	1202
59646	18	23	16	8	8	18	25
56751	134	53	80	88	109	108	115
56250	15	14	7	9	24	10	12
77377	362	396	367	541	368	269	312
21795	3648	3888	5127	7216	3195	5199	4062
99858	24	14	18	41	65	58	48
45244	155	182	214	300	238	182	216
39807	21	32	23	22	42	17	30
97825	19	24	13	12	21	29	23
21417	15	14	11	16	14	22	10
72919	3207	2200	3932	3168	2546	2828	3072
39359	26602	17048	28804	24183	8234	18037	19088
74889	345	672	341	268	378	533	331
89642	61	44	44	57	29	20	32
18255	952	742	859	702	475	540	990
79625	80	126	75	154	56	52	94
66750	778	427	709	716	802	968	1339
22603	212	291	228	319	242	405	445
64860	284	341	250	322	184	132	287
38359	701	426	412	403	447	603	533
15260	60	46	40	27	37	87	58
36475	69	67	86	78	56	54	74
65063	3	11	3	4	3	9	2
51832	53	86	73	62	36	63	70
18724	2	10	6	11	10	6	7
20399	124	91	124	125	181	136	141
53953	23	51	41	53	23	28	12
63727	175	187	242	164	304	139	122
70303	262	348	426	249	441	524	243
71614	11	6	14	10	8	10	8
90849	34	15	21	22	63	35	14
95141	29	25	30	19	26	9	20
85834	532	831	703	720	671	821	1071
26459	3250	4936	5001	3854	4128	6037	6183
95777	822	906	1275	768	788	780	845
51085	81	66	58	133	66	82	89
89379	2294	4207	2386	2833	2464	3032	2066
98603	4	12	11	5	4	13	10
91677	3679	2817	1732	2935	1955	4104	3280
21842	26	19	38	45	47	41	37
38741	2	2	0	2	0	1	1
21710	21609	21428	43782	33257	44792	29852	23429
50462	2742	3786	3406	4895	4053	3271	2786
74124	25	24	14	16	8	13	19
33432	186	124	260	186	206	220	218
14185	105	81	56	154	112	81	125
62261	341	221	254	178	130	185	182
73136	1	13	4	14	7	11	4
83986	28	29	31	31	59	19	17
46462	354	374	128	401	230	278	356
53457	300	102	189	327	94	243	285
86838	2488	5048	1673	2833	5034	2928	4830
16384	126	107	194	180	219	271	203
81041	13191	19057	16445	17579	16609	13064	18136
38858	17	78	79	56	57	135	75
94198	361	215	213	124	219	218	293
39015	8	4	3	4	2	3	3
48335	10	14	9	14	9	18	14
83948	956	2155	2434	2137	2338	2737	2222
24878	22	11	33	24	27	20	10
65469	330	724	533	489	543	181	525
82437	126	89	168	86	195	148	114
18431	31	20	10	17	29	13	17
60711	120	55	46	105	99	45	88
64416	65	32	36	60	37	89	85
54219	64	71	80	95	43	69	34
44956	616	802	1014	520	1406	979	769
38259	556	1178	921	1282	1253	1361	2139
45616	28	48	52	76	20	43	65
84956	29	26	45	27	23	24	38
99510	279	467	169	390	360	148	194
46373	90	146	169	171	142	122	184
37662	1393	1152	628	978	1094	1741	1631
25125	33017	31538	37762	39342	32590	30902	36943
34437	577	602	866	739	698	371	750
80587	188	130	210	156	121	98	110
78986	157	44	181	81	99	110	89
58736	14	15	60	24	13	18	21
22684	34	18	15	25	12	11	33
18737	25	21	8	24	22	34	20
18997	79	185	154	147	176	180	111
81480	62	36	39	41	75	72	76
93658	499	555	1077	1556	848	1702	1529
98810	116	110	60	37	83	40	55
87879	84	99	146	96	106	76	88
67495	6	23	6	15	11	8	18
39440	5188	4019	2856	3305	4572	2594	5542
29003	581	491	508	402	401	655	345
40568	7628	2478	9424	4564	9863	5368	4855
36962	782	1842	610	2572	1802	1239	1232
71059	2760	2373	5467	3206	2981	2544	2096
28868	84	43	95	98	107	156	69
61923	649	345	557	982	928	1031	820
49741	51234	23956	42553	37283	29678	32258	36626
41082	14	47	55	14	30	22	25
27622	1722	1615	1966	1806	1438	1685	1477
60384	3572	4284	3469	2313	5896	5062	5080
36413	271	352	324	461	350	279	359
91230	339	647	318	571	918	313	817
37628	2458	1381	2631	1725	1322	1885	1882
100651	35	53	43	31	31	44	32
82837	229	574	557	995	423	535	449
83708	28	21	65	21	38	35	21
76430	48	33	49	49	44	39	43
91271	29	32	68	41	59	47	32
40874	152	180	140	106	125	58	107
26655	214	216	111	302	234	190	260
99459	620	228	303	905	359	379	458
32051	17	14	11	16	4	10	9
63856	10744	10394	9061	11527	8207	5700	10282
38062	1934	3041	3960	2111	2193	3186	2819
70882	677	921	754	1059	428	457	986
41382	111	66	52	35	84	66	26
26412	101	239	378	239	301	295	166
98057	742	734	188	247	292	309	855
87591	580	423	778	567	837	504	608
