gene_id	GSM1275862_untreated	GSM1275862_dex	GSM1275863_untreated	GSM1275863_dex	GSM1275870_untreated	GSM1275870_dex	GSM1275871_untreated	GSM1275871_dex
ENSG00000241541	455750	5266	6570	8599	8046	7620	5259	5512
ENSG00000149297	300	6	11	24	7	30	6	19
ENSG00000214665	8500	327	224	250	158	153	343	190
ENSG00000194594	3700	70	51	52	73	67	49	56
ENSG00000217542	454800	4832	6680	6402	7227	5259	7880	8013
ENSG00000200370	10350	356	382	127	326	319	300	288
ENSG00000236293	900	11	24	12	19	13	18	9
ENSG00000113722	12250	193	186	383	227	220	323	328
ENSG00000130289	12650	111	264	90	180	102	251	117
ENSG00000150298	800	4	17	20	23	19	17	16
ENSG00000162594	9050	221	279	305	348	374	395	424
ENSG00000147109	28500	232	312	279	423	207	536	202
ENSG00000221764	850	7	7	24	16	15	14	18
ENSG00000160635	2150	71	36	72	51	94	59	55
ENSG00000184908	63450	872	1769	1105	1627	1364	750	1711
ENSG00000132350	35550	1484	1086	1063	1274	979	1466	1402
ENSG00000115564	3350	147	89	145	85	79	183	60
ENSG00000172432	4950	78	45	40	40	90	100	68
ENSG00000101098	17800	184	386	202	153	280	149	199
ENSG00000103818	6000	109	115	155	66	90	124	151
ENSG00000187536	600	22	21	9	21	8	18	15
ENSG00000125677	33000	653	400	296	608	444	558	417
ENSG00000228892	2400	19	29	32	24	17	28	23
ENSG00000205824	34550	3153	2130	2425	2908	3898	1626	1219
ENSG00000174982	29900	365	586	459	175	629	412	634
ENSG00000145430	38250	449	975	344	915	716	356	666
ENSG00000220322	4250	73	52	37	87	73	140	61
ENSG00000120547	5600	201	84	216	242	175	248	208
ENSG00000102335	3350	58	53	50	62	53	76	62
ENSG00000238942	1800	58	58	106	66	48	45	125
ENSG00000212356	900	12	10	9	12	21	16	31
ENSG00000247854	95150	2166	1775	1899	2474	2324	1817	1432
ENSG00000120510	1200	16	20	7	55	17	8	17
ENSG00000109697	283800	4048	1891	2387	3071	5516	2051	3933
ENSG00000133852	39350	625	948	525	642	455	377	807
ENSG00000173016	1250	16	24	12	22	18	19	30
ENSG00000241328	82900	1496	1508	3212	2515	1590	2226	4116
ENSG00000130269	15450	163	312	420	320	353	536	217
ENSG00000134929	1200	36	23	20	35	27	24	9
ENSG00000170724	15850	348	227	315	345	266	139	318
ENSG00000189698	1800	71	80	68	51	51	32	47
ENSG00000173825	1800	29	23	50	31	17	51	48
ENSG00000179925	8550	89	86	135	134	145	98	134
ENSG00000108084	11400	213	323	279	198	249	244	208
ENSG00000161607	3050	46	93	57	101	128	80	78
ENSG00000103529	8400	131	106	132	88	123	50	145
ENSG00000171557	17300	417	611	893	789	613	1015	839
ENSG00000115160	5150	54	79	55	128	101	104	68
ENSG00000235825	5950	69	43	77	106	93	103	79
ENSG00000114533	650	11	7	7	9	10	11	8
ENSG00000192852	3850	58	144	95	104	138	160	100
ENSG00000211490	2550	44	63	37	57	68	75	57
ENSG00000155332	4250	132	52	83	78	105	91	101
ENSG00000210734	26250	902	732	1416	721	372	675	793
ENSG00000180535	57900	891	948	806	801	705	731	1018
ENSG00000140919	4250	117	111	192	172	134	256	140
ENSG00000234609	2150	50	45	60	94	60	46	80
ENSG00000154654	5850	118	212	171	157	170	103	174
ENSG00000132723	14550	180	147	87	278	124	339	235
ENSG00000247257	19900	138	304	235	164	230	180	140
ENSG00000149086	700	13	19	18	18	1	29	3
ENSG00000236542	20250	183	321	369	358	357	334	290
ENSG00000209251	1400	15	19	25	17	24	18	17
ENSG00000228513	11600	448	266	293	148	328	277	101
ENSG00000236824	17200	223	471	440	539	361	466	347
ENSG00000115509	9450	187	274	228	167	191	159	282
ENSG00000109779	102300	2121	1550	1159	953	2682	2338	861
ENSG00000141400	5250	117	163	169	140	150	184	193
ENSG00000130148	14450	113	227	141	121	266	144	344
ENSG00000140509	450	7	19	25	25	25	52	29
ENSG00000111530	5250	46	224	91	172	100	111	135
ENSG00000208460	4000	33	69	111	57	116	132	129
ENSG00000236833	6600	168	135	121	152	116	189	136
ENSG00000169628	2400	118	80	119	167	64	98	88
ENSG00000218297	50	0	0	1	2	5	3	1
ENSG00000156959	19800	1090	643	793	347	537	715	739
ENSG00000146564	50150	468	1205	593	1366	684	994	1123
ENSG00000115735	0	1	4	2	2	1	2	4
ENSG00000205109	13100	263	137	324	182	266	232	245
ENSG00000155341	49850	1282	2010	530	609	1096	1193	919
ENSG00000138144	23450	496	642	610	712	735	534	530
ENSG00000217638	63500	320	955	369	958	494	1027	488
ENSG00000168584	21000	127	186	97	187	158	179	108
ENSG00000211459	2700	55	20	43	31	63	35	49
ENSG00000100460	253550	6542	5290	7255	4331	9118	7191	5168
ENSG00000136114	11900	361	463	411	279	365	248	367
ENSG00000150932	270400	7401	6691	3260	7546	7119	8548	3958
ENSG00000187914	8850	183	64	100	133	152	127	94
ENSG00000234691	79850	730	524	610	1070	1572	1327	1020
ENSG00000109315	36250	815	908	570	831	672	488	891
ENSG00000166127	22000	510	763	620	769	851	874	849
ENSG00000117913	500	17	16	4	10	18	16	14
ENSG00000104826	1040200	15775	16691	18434	23973	18245	23793	18055
ENSG00000169044	16800	485	412	260	316	254	278	320
ENSG00000214007	5550	78	68	69	87	84	57	93
ENSG00000224753	13650	229	78	243	199	385	345	184
ENSG00000101793	100	4	4	2	8	3	10	6
ENSG00000206192	119650	2317	1527	3009	2790	3392	2146	3228
ENSG00000139824	5400	89	61	113	89	87	33	29
ENSG00000223641	17800	219	153	271	277	436	195	203
ENSG00000152371	6150	123	122	173	187	233	119	195
ENSG00000116426	450	5	1	4	3	0	5	4
ENSG00000225080	2550	48	104	75	82	72	34	112
ENSG00000129932	75650	2754	1513	2340	2494	2051	1983	2745
ENSG00000181492	750	34	28	34	16	32	33	37
ENSG00000240045	8700	267	529	309	204	322	268	152
ENSG00000136581	46500	1861	1363	1893	1089	1111	1134	1059
ENSG00000126976	602450	4336	8090	2524	5773	5430	6739	1805
ENSG00000116307	1450	45	20	23	28	23	39	36
ENSG00000130856	51850	1576	1710	1146	1665	1399	1045	1471
ENSG00000187702	29900	714	873	367	251	377	370	850
ENSG00000225410	18150	364	448	511	583	555	589	432
ENSG00000109215	29150	1067	1235	1100	726	1044	1637	1068
ENSG00000198612	45050	452	385	539	1049	853	408	636
ENSG00000189021	700	42	26	14	45	18	17	27
ENSG00000105160	13850	365	376	380	671	313	567	372
ENSG00000139694	1450	65	35	71	30	62	44	80
ENSG00000118174	10900	375	239	282	173	523	334	560
ENSG00000109020	3800	41	48	106	58	106	73	84
ENSG00000120931	120700	4325	3036	4514	4658	2144	5014	2271
ENSG00000216899	122650	868	2821	939	2560	1237	1703	1582
ENSG00000210622	32300	373	757	380	422	524	410	425
ENSG00000217412	1650	46	55	79	56	70	45	43
ENSG00000133674	26950	651	479	574	515	473	484	525
ENSG00000246231	800	29	22	15	32	7	21	26
ENSG00000240429	1150	23	42	24	23	47	24	31
ENSG00000172326	250	14	7	3	6	7	4	3
ENSG00000224983	38200	1499	904	1474	1106	1143	1196	1752
ENSG00000217110	1700	30	63	54	41	97	78	40
ENSG00000101736	68250	1007	1392	1864	979	757	807	1124
ENSG00000232193	86750	2991	1374	1362	2401	1112	1761	1840
ENSG00000210492	47550	2633	1008	1742	1672	1031	810	853
ENSG00000222871	3700	75	74	51	83	102	102	90
ENSG00000218586	68000	1375	4133	4145	3870	4137	2796	3192
ENSG00000174157	79850	1803	1746	2045	2497	2293	1374	1072
ENSG00000132889	150	18	19	19	22	5	11	26
ENSG00000100886	25200	213	411	424	454	361	448	461
ENSG00000163930	1650	29	16	28	28	48	45	25
ENSG00000124658	7200	68	255	137	268	120	233	170
ENSG00000213598	81500	2361	2733	1903	1510	2299	1273	2437
ENSG00000146417	15050	232	311	262	225	195	192	487
ENSG00000140850	206500	3508	2610	5330	3327	3632	3966	4229
ENSG00000118318	23000	844	841	669	1092	274	397	700
ENSG00000246014	41300	411	961	1156	774	483	566	868
ENSG00000200826	375050	2660	8060	3747	4630	3252	5973	3024
ENSG00000200756	100200	3632	2776	2036	3670	1534	1461	2728
ENSG00000128039	89500	842	915	452	869	1133	1626	830
ENSG00000149906	168000	3863	3016	2175	3207	2984	3509	2111
ENSG00000230183	68000	1405	1554	2116	834	2099	3240	1235
ENSG00000126128	350	8	8	6	16	12	16	6
ENSG00000131047	1050	14	23	17	30	21	32	19
ENSG00000246850	15300	171	225	256	313	228	127	187
ENSG00000201691	118650	1465	1198	2119	932	1114	1641	1900
ENSG00000215922	3050	54	78	53	147	41	65	52
ENSG00000111546	500	9	12	7	15	13	24	7
ENSG00000127085	8900	167	125	171	121	172	87	176
ENSG00000157628	1900	66	46	31	27	44	47	46
ENSG00000198955	211150	2138	7619	2472	2596	3844	3113	2195
ENSG00000198414	150	1	2	1	0	3	2	2
ENSG00000151704	43950	926	795	509	1152	680	1150	593
ENSG00000130001	28350	505	483	665	178	801	723	604
ENSG00000118908	0	1	2	0	0	4	0	1
ENSG00000169459	1250	44	15	25	18	17	52	12
ENSG00000207076	3850	74	81	114	154	110	121	120
ENSG00000110141	15900	263	414	311	359	269	350	337
ENSG00000124243	5300	276	148	105	159	162	199	74
ENSG00000173834	29850	473	592	896	537	823	586	566
ENSG00000147569	9800	141	299	208	261	107	209	290
ENSG00000100468	3250	34	27	21	34	47	36	36
ENSG00000186072	128850	4381	7996	2500	3319	5974	6814	3610
ENSG00000224537	12350	202	528	427	233	284	195	289
ENSG00000220879	1700	13	46	22	31	16	24	13
ENSG00000249396	43050	342	709	807	776	397	928	442
ENSG00000156757	7350	147	196	215	202	126	154	154
ENSG00000137101	4300	85	51	89	48	75	86	100
ENSG00000171079	1650	31	39	36	51	50	82	52
ENSG00000181269	1650	12	16	6	12	6	19	10
ENSG00000238402	850	31	28	22	29	38	18	32
ENSG00000230484	250	20	12	15	8	14	17	14
ENSG00000108541	300	0	5	1	1	3	4	1
ENSG00000156327	20950	303	890	321	380	167	356	418
ENSG00000201016	18100	270	349	287	345	313	421	174
ENSG00000159386	2500	174	72	168	168	158	64	222
ENSG00000164179	650	30	19	11	20	15	20	23
ENSG00000200778	1700	34	39	31	46	23	27	58
ENSG00000128808	123700	3366	5723	5065	2673	4396	2093	2410
ENSG00000166276	850	14	25	35	34	36	40	31
ENSG00000214335	41400	1366	575	1274	789	763	927	881
ENSG00000245349	10700	325	288	370	308	177	318	192
ENSG00000170958	34800	296	298	283	358	448	477	424
ENSG00000122464	3500	53	56	70	94	47	41	64
ENSG00000132771	6300	114	183	95	149	222	114	79
ENSG00000245291	5800	159	255	122	196	208	139	115
ENSG00000160508	950	18	26	24	23	8	27	10
ENSG00000172698	67200	2130	1892	3106	2371	2867	3471	3462
ENSG00000235765	1250	27	37	24	42	27	24	49
ENSG00000243864	19150	266	563	303	725	370	787	274
ENSG00000150453	548100	4563	5533	3556	11138	3244	10468	4148
ENSG00000109052	182750	3171	4439	3221	2735	3209	3144	4564
ENSG00000100718	2350	52	56	40	38	36	70	28
ENSG00000136546	30550	256	751	605	303	422	286	312
ENSG00000178373	61150	938	1456	1494	849	1286	1452	1133
ENSG00000158530	150	1	0	0	1	5	8	1
ENSG00000134196	434350	6475	11069	7889	14317	9436	8325	3449
ENSG00000169785	15050	463	639	461	384	488	452	404
ENSG00000182722	4700	129	123	62	51	82	96	102
ENSG00000191111	7350	60	177	212	148	154	128	127
ENSG00000217188	300	2	5	2	3	1	6	2
ENSG00000226303	43050	751	430	1082	746	361	833	642
ENSG00000198301	658100	6332	6941	3998	8872	5053	9236	3088
ENSG00000189460	5250	129	93	83	178	58	88	219
ENSG00000115585	177350	5059	3395	2628	4836	5702	3161	4921
ENSG00000122996	46550	701	462	994	621	702	1285	494
ENSG00000194992	300	15	12	19	14	10	18	3
ENSG00000115994	19200	616	649	805	517	734	432	441
ENSG00000104220	200	4	4	2	3	2	4	0
ENSG00000208881	250	0	5	6	8	2	1	3
ENSG00000219003	25000	476	615	511	255	728	779	534
ENSG00000116570	32300	523	971	515	480	754	488	547
ENSG00000214681	7350	93	106	97	241	206	157	162
ENSG00000122113	6350	108	164	49	123	84	93	99
ENSG00000116515	300	7	7	12	2	7	8	8
ENSG00000106287	62350	1302	1574	1001	1166	1554	1612	1014
ENSG00000104043	7450	173	192	205	230	158	128	122
ENSG00000217166	5250	180	94	121	107	180	165	107
ENSG00000186119	2781950	38135	57248	59322	21819	42219	62183	52558
ENSG00000195413	24700	320	284	238	193	438	143	272
ENSG00000149844	3800	128	94	147	101	178	97	74
ENSG00000120398	445150	15009	5187	10305	14277	5687	9829	5228
ENSG00000180281	12950	268	273	229	350	233	176	320
ENSG00000185922	4350	109	67	35	81	42	35	59
ENSG00000215343	202100	4405	2797	2077	5526	2704	3303	2289
ENSG00000162284	3750	191	196	117	134	123	166	197
ENSG00000121727	1200	29	36	28	49	33	22	34
ENSG00000178320	6050	83	62	95	76	158	100	113
ENSG00000117428	9150	280	169	149	179	158	392	245
ENSG00000127704	62800	979	890	552	1652	958	806	1293
ENSG00000184308	104250	1293	1459	1755	2526	3272	2968	2740
ENSG00000146362	1700	17	35	15	23	11	39	18
ENSG00000237792	79850	2418	2053	2680	1711	1923	1693	2683
ENSG00000195861	2150	31	37	51	53	65	44	78
ENSG00000157639	5850	47	62	75	64	52	70	47
ENSG00000148321	150	4	3	3	3	2	2	1
ENSG00000149991	235400	4832	7429	5423	5155	2845	10098	4600
ENSG00000194069	28650	677	465	615	574	441	392	427
ENSG00000190355	6300	140	115	196	71	136	82	117
ENSG00000173383	4350	78	259	98	172	104	148	160
ENSG00000169787	42000	879	1435	1269	1041	1159	879	663
ENSG00000191534	13450	190	579	148	679	132	396	131
ENSG00000225685	0	0	0	0	0	1	0	0
ENSG00000247725	18300	280	605	311	421	536	329	242
ENSG00000223551	8650	222	282	67	193	121	127	278
ENSG00000233411	9050	184	265	316	324	176	372	127
ENSG00000176049	18500	228	134	88	364	204	116	238
ENSG00000184629	47700	1078	956	1358	1553	1528	829	839
ENSG00000206046	2150	60	43	46	51	75	26	42
ENSG00000106974	942300	23233	19971	22652	30877	28064	25290	13696
ENSG00000165389	14200	365	162	264	204	340	269	299
ENSG00000194808	2050	64	19	46	43	37	24	31
ENSG00000166883	20250	203	362	326	505	191	271	253
ENSG00000210102	200	13	4	2	3	7	1	2
ENSG00000107816	5150	184	221	107	99	50	212	183
ENSG00000221229	1750	39	46	51	59	43	54	32
ENSG00000179026	1050	30	10	17	25	42	36	31
ENSG00000185367	50650	925	759	520	848	1072	1315	694
ENSG00000220462	16750	332	203	381	331	245	313	195
ENSG00000123630	1400	40	14	18	27	38	12	36
ENSG00000122775	3000	81	39	46	7	46	47	55
ENSG00000155710	21300	307	429	287	421	411	189	304
ENSG00000113892	982250	12855	23269	9067	14421	13228	18222	8007
ENSG00000100137	11400	104	165	177	204	161	285	133
ENSG00000111501	9700	161	237	108	197	95	240	131
ENSG00000202152	37150	658	331	596	463	505	635	300
ENSG00000172117	250	32	19	7	15	11	15	20
ENSG00000164844	6000	199	173	94	110	221	133	209
ENSG00000197326	45250	639	976	891	764	1043	760	1046
ENSG00000124516	19900	219	575	533	613	303	391	665
ENSG00000158498	15000	433	364	515	271	246	687	368
ENSG00000172430	1100	18	11	24	24	27	11	6
ENSG00000173321	10950	271	323	211	185	175	132	206
ENSG00000164796	234500	3331	3215	3841	6709	2472	6453	3600
ENSG00000241135	2699450	52566	39006	41194	21327	38548	36868	37053
ENSG00000154299	63200	1936	1165	1249	1251	1628	947	1652
ENSG00000146895	1850	48	45	84	70	64	66	84
ENSG00000247652	3350	43	62	71	73	46	65	49
ENSG00000128128	6600	129	96	123	38	108	87	118
ENSG00000137600	372950	7738	6951	22469	9303	6007	8943	10315
ENSG00000240838	300	7	21	10	22	11	20	12
ENSG00000123395	5850	110	189	98	83	92	130	158
ENSG00000228010	700	6	7	8	3	7	10	8
ENSG00000136752	3700	138	35	88	126	68	81	112
ENSG00000194681	8850	117	164	105	160	90	204	123
ENSG00000148650	52000	1488	866	1119	635	2072	1052	799
ENSG00000186098	36150	1104	918	1051	464	364	829	890
ENSG00000145131	19350	273	175	259	324	404	309	392
ENSG00000216054	5000	69	140	71	114	110	100	143
ENSG00000195045	6450	89	63	81	105	39	52	68
ENSG00000136814	129850	3949	9736	2847	8266	7819	5597	7009
ENSG00000164465	6950	118	122	178	125	154	98	66
ENSG00000199893	1800	14	10	30	16	9	16	21
ENSG00000124376	1300	20	30	68	29	24	26	54
ENSG00000163090	8750	209	528	217	416	218	515	176
ENSG00000145481	1700	40	44	24	44	35	25	47
ENSG00000115770	300	15	10	10	6	11	6	4
ENSG00000241463	36100	1274	1485	1284	914	751	1620	1336
ENSG00000163733	2400	28	56	50	30	38	38	32
ENSG00000206872	9900	302	107	157	85	151	104	153
ENSG00000163525	7900	300	132	158	152	202	184	133
ENSG00000229220	6900	87	138	64	80	112	127	100
ENSG00000180999	7450	184	170	96	44	191	149	93
ENSG00000188642	0	0	0	0	1	2	3	2
ENSG00000212171	6000	134	204	165	359	342	119	207
ENSG00000105065	2900	100	88	123	105	47	55	81
ENSG00000116497	4000	81	75	66	59	69	109	114
ENSG00000208281	7850	136	194	176	272	202	109	239
ENSG00000234776	645950	28557	9160	12744	19354	14556	13184	16655
ENSG00000111956	398050	9555	6032	4484	4595	6062	5335	3533
ENSG00000199524	59000	1319	867	855	545	924	974	604
ENSG00000125837	195900	3717	3207	2934	3009	4135	4597	3894
ENSG00000160521	4350	81	84	68	58	64	62	98
ENSG00000140263	7850	202	66	125	126	79	186	329
ENSG00000184838	15650	524	234	356	529	367	806	516
ENSG00000158314	48000	1079	1502	746	612	1055	1163	1199
ENSG00000210982	34600	314	912	744	1432	750	839	1280
ENSG00000214423	285050	11294	9706	7722	6512	6675	4408	8294
ENSG00000199606	5150	112	143	76	131	139	160	139
ENSG00000164863	81600	3925	2193	1619	3099	2901	1806	3372
ENSG00000197932	4100	68	64	77	34	62	86	92
ENSG00000100093	36550	966	1419	532	751	624	586	494
ENSG00000105836	650	22	25	41	19	32	36	14
ENSG00000132270	143000	1054	2740	2950	2432	1537	2505	3006
ENSG00000159455	6750	113	105	68	87	40	101	29
ENSG00000221318	287150	2672	4391	1559	7946	2028	4604	1460
ENSG00000168351	200	1	6	6	2	2	3	2
ENSG00000117062	220550	9142	7759	4952	7590	3808	2732	7632
ENSG00000140585	19100	152	336	99	279	99	375	156
ENSG00000235892	20800	662	503	230	728	456	379	319
ENSG00000115297	27350	254	275	237	292	242	401	198
ENSG00000192628	1500	9	6	6	24	4	7	7
ENSG00000105286	2050	64	75	44	95	35	35	45
ENSG00000207260	1800	50	38	73	14	26	67	51
ENSG00000105332	8700	145	221	108	145	185	143	100
ENSG00000106715	450	1	18	2	10	8	6	8
ENSG00000236539	2800	67	42	20	67	37	23	47
ENSG00000210972	11200	198	166	236	272	216	223	215
ENSG00000235592	74400	2192	950	1193	1448	1473	2141	905
ENSG00000233148	52450	897	863	892	922	513	631	563
ENSG00000177229	1250	9	34	13	42	10	22	7
ENSG00000143648	44500	1183	1253	492	479	970	880	915
ENSG00000125884	115800	3205	4106	5537	4254	4831	4263	3441
ENSG00000186910	52500	527	1204	866	449	838	677	590
ENSG00000104771	5300	69	63	144	72	108	89	60
ENSG00000117347	950	32	37	20	24	31	9	34
ENSG00000110095	4100	92	56	55	73	52	71	89
ENSG00000101464	199200	5693	2943	3673	8521	7164	5462	4647
ENSG00000169484	2100	15	29	8	20	23	12	30
ENSG00000136251	250	1	3	4	1	0	0	1
ENSG00000154539	69150	1398	1128	1328	924	845	1109	1006
ENSG00000121235	1950	40	43	41	52	40	26	28
ENSG00000162775	6750	121	130	140	150	85	225	128
ENSG00000168509	2800	124	108	77	100	57	68	91
ENSG00000191101	58400	1959	1036	997	1504	1789	1095	1050
ENSG00000236571	3500	122	96	36	81	73	48	106
ENSG00000116161	2300	29	32	19	40	20	57	29
ENSG00000150157	1000	34	53	28	30	17	27	52
ENSG00000107103	547100	3370	11801	7328	12467	7829	10141	3290
ENSG00000143329	118150	2257	3031	6089	3245	4843	2345	4895
ENSG00000151001	4000	61	86	84	56	93	46	92
ENSG00000165438	2950	65	66	56	47	61	32	87
ENSG00000243583	2850	178	324	47	109	229	119	219
ENSG00000220859	37450	552	429	444	569	619	551	704
ENSG00000155258	950	31	34	44	23	31	27	58
ENSG00000203253	170200	6199	4240	3016	4831	3206	4258	3933
ENSG00000145645	12050	166	299	358	353	325	258	517
ENSG00000180664	50	2	0	1	1	1	6	1
ENSG00000119283	750	26	31	14	14	23	22	10
ENSG00000249890	3050	106	101	73	87	107	123	76
ENSG00000198445	2349800	27789	59567	21242	44853	30670	37133	20048
ENSG00000168279	159550	3990	5281	4795	8431	3999	4297	5365
ENSG00000235197	12100	311	175	267	236	182	448	234
ENSG00000204144	800	21	11	13	24	9	16	19
ENSG00000184366	7700	119	134	126	172	121	138	118
ENSG00000169091	8200	143	185	182	257	195	145	133
ENSG00000104494	2700	70	55	88	37	32	90	105
ENSG00000217996	19100	163	373	373	297	265	331	317
ENSG00000205001	20600	465	377	586	844	534	1141	1262
ENSG00000248282	2100	84	35	104	25	86	43	76
ENSG00000178678	350	9	12	26	20	19	9	9
ENSG00000225914	7200	171	279	137	322	202	247	307
ENSG00000111981	400	6	5	8	7	9	13	8
ENSG00000175279	2600	83	73	30	50	95	38	33
ENSG00000223663	66200	1373	2445	1823	1652	1226	1391	1527
ENSG00000216056	7500	179	202	205	90	152	107	277
ENSG00000195087	500	15	14	4	9	10	12	4
ENSG00000132755	12150	139	250	137	217	82	397	210
ENSG00000188370	4500	103	40	49	52	44	50	80
ENSG00000160327	4900	152	228	199	149	121	221	138
ENSG00000169878	44150	1297	543	845	843	744	1538	1273
ENSG00000111755	2600	62	41	62	68	29	30	28
ENSG00000144103	500	4	9	13	4	11	12	14
ENSG00000192827	102400	1907	3189	3712	3288	2798	1890	2825
ENSG00000209106	800	16	18	18	15	19	13	26
ENSG00000179024	23450	566	288	354	270	326	343	271
ENSG00000212842	26950	402	543	408	395	387	810	389
ENSG00000203371	6500	80	136	54	96	72	157	94
ENSG00000240813	16100	442	422	386	211	363	464	143
ENSG00000147547	14750	291	284	255	197	158	164	222
ENSG00000236724	13600	138	258	321	206	125	243	187
ENSG00000111781	36350	508	685	539	745	451	766	364
ENSG00000165273	2150	29	114	43	46	13	87	18
ENSG00000124538	51150	1015	417	1150	1148	628	865	816
ENSG00000221009	2250	14	18	30	14	15	29	17
ENSG00000181565	47450	922	1143	976	1266	729	654	710
ENSG00000154011	120800	1474	2341	3839	2687	1432	2750	1894
ENSG00000105256	1150	12	38	17	39	35	21	28
ENSG00000115307	325350	8341	6314	6531	7536	7588	5545	7011
ENSG00000249871	3100	22	44	47	41	66	30	20
ENSG00000177120	12200	143	250	96	196	128	208	156
ENSG00000142926	850	50	19	29	25	28	28	33
ENSG00000112708	3300	62	45	35	64	53	77	53
ENSG00000143569	11350	61	92	175	163	202	214	376
ENSG00000145640	2400	34	39	31	39	33	50	41
ENSG00000160103	109600	411	1678	835	1867	602	1411	1318
ENSG00000105283	2050	27	43	39	26	16	22	27
ENSG00000130108	13250	305	189	145	192	266	163	287
ENSG00000146748	650	12	10	8	2	19	12	16
ENSG00000157138	950	8	23	14	34	11	37	12
ENSG00000219573	3450	107	108	189	292	84	134	272
ENSG00000159815	6000	218	211	173	153	206	331	311
ENSG00000154041	2150	50	33	61	54	33	65	31
ENSG00000199627	22400	163	385	295	490	103	421	389
ENSG00000242795	8050	305	185	481	172	247	273	336
ENSG00000137437	2050	33	21	32	42	37	37	26
ENSG00000192854	13400	88	204	111	85	138	200	110
ENSG00000158622	950	27	37	11	26	23	11	17
ENSG00000239680	400	4	9	7	6	7	7	7
ENSG00000229250	1800	64	23	20	52	46	30	31
ENSG00000210825	2750	130	70	106	60	79	82	71
ENSG00000246214	93850	1221	1596	703	813	1440	1298	870
ENSG00000134279	15850	629	189	554	431	240	381	172
ENSG00000145381	10450	156	151	168	156	211	113	111
ENSG00000240915	100	3	3	1	1	0	1	0
ENSG00000122057	900	20	14	14	23	4	28	29
ENSG00000228013	16450	251	561	226	465	288	841	303
ENSG00000245896	36300	338	488	435	469	629	527	403
ENSG00000228586	8700	121	114	94	170	85	115	188
ENSG00000230744	1500	22	14	9	2	16	8	8
ENSG00000227162	300	4	5	3	1	3	3	2
ENSG00000122741	250	7	2	4	10	1	8	9
ENSG00000187178	11650	95	270	115	266	164	181	126
ENSG00000141380	35000	298	703	241	571	391	470	461
ENSG00000153914	117250	4050	5787	2856	7759	6200	7042	6797
ENSG00000103076	1700	23	23	50	46	53	17	30
ENSG00000196795	16350	300	210	215	208	205	284	272
ENSG00000184396	2100	31	26	47	18	22	27	39
ENSG00000183430	4050	100	77	145	73	78	80	71
ENSG00000223979	10900	245	126	134	260	136	159	100
ENSG00000222070	1750	47	62	68	113	73	98	60
ENSG00000168296	128750	2775	1589	2509	1941	2050	3320	2949
ENSG00000172047	1400	10	12	16	32	21	14	13
ENSG00000123631	35600	1013	760	1072	556	829	719	708
ENSG00000246053	5650	167	110	75	138	126	83	161
ENSG00000207296	2350	61	51	65	78	54	46	79
ENSG00000162725	80200	733	967	806	1151	654	1343	1175
ENSG00000195778	1700	42	84	53	52	62	34	38
ENSG00000150890	33500	241	478	307	298	236	555	228
ENSG00000207512	7550	147	77	131	136	218	111	126
ENSG00000172921	39250	580	652	305	393	575	1155	751
ENSG00000112218	900	13	19	22	13	17	8	13
ENSG00000115424	19600	184	332	222	346	175	310	143
ENSG00000168467	21050	513	331	445	177	578	757	508
ENSG00000116566	1900	27	32	54	42	28	68	54
ENSG00000110145	1200	14	25	31	36	35	27	20
ENSG00000149206	800	17	21	35	31	14	12	24
ENSG00000168802	4350	116	91	160	154	82	213	194
ENSG00000219255	2450	30	28	28	14	34	30	44
ENSG00000167627	25100	442	353	583	392	422	338	392
ENSG00000150193	10600	78	100	93	120	179	81	98
ENSG00000196297	4250	104	37	64	171	123	121	90
ENSG00000161104	3500	83	188	168	183	106	148	207
ENSG00000114749	8350	208	270	221	173	149	192	196
ENSG00000216580	11050	115	102	290	191	182	91	266
ENSG00000196021	32200	342	478	579	594	490	349	638
ENSG00000176359	80850	2040	1599	1493	1583	1457	1504	961
ENSG00000120840	13950	551	177	587	300	300	400	397
ENSG00000189268	20000	417	314	440	782	387	383	567
ENSG00000145705	140000	3259	2068	3105	2398	4080	3755	3716
ENSG00000225641	254950	3099	3631	3043	2508	3647	2289	2937
ENSG00000165770	13900	107	391	142	491	108	298	196
ENSG00000215642	550	14	17	14	18	25	39	23
ENSG00000221402	64800	1489	2657	1382	1839	1661	1355	1961
ENSG00000168940	2300	46	64	40	58	19	46	23
ENSG00000160753	1350	24	31	23	54	50	33	36
ENSG00000164162	1650	24	32	44	26	35	43	25
ENSG00000192399	7800	73	136	64	258	68	99	78
ENSG00000159088	0	1	0	5	1	1	1	0
ENSG00000137910	2650	19	73	42	61	32	55	67
ENSG00000136243	110850	1749	1457	2232	1177	1288	1790	1473
ENSG00000170352	825750	28285	13902	22401	26787	36189	27563	21715
ENSG00000219454	18500	551	369	453	501	330	280	405
ENSG00000156537	35900	910	741	587	1221	620	687	962
ENSG00000132407	54200	782	2521	1669	2091	906	2621	762
ENSG00000220483	3200	70	72	41	96	55	30	78
ENSG00000114916	1650	13	22	15	23	39	19	30
ENSG00000233192	21000	639	278	193	252	305	339	174
ENSG00000193179	71750	2742	1574	1529	1270	992	2307	1458
ENSG00000156652	9600	228	131	234	218	331	223	354
ENSG00000205423	23950	287	368	326	295	385	460	349
ENSG00000128919	14600	220	99	172	101	118	113	120
ENSG00000212951	8350	113	69	146	110	232	89	111
ENSG00000113744	2750	72	61	70	75	65	49	92
