gene_id	GSM2360001	GSM2360004	GSM2360005	GSM2360006
ENSMUSG00000172268	654	1485	647	1384
ENSMUSG00000185003	109	139	105	107
ENSMUSG00000128836	1039	666	866	628
ENSMUSG00000219365	52049	35543	14756	26961
ENSMUSG00000182099	1123	794	661	883
ENSMUSG00000219739	17698	8362	9109	20092
ENSMUSG00000124134	162	168	195	184
ENSMUSG00000110352	124	159	117	128
ENSMUSG00000111134	1011	1370	1606	2075
ENSMUSG00000103908	8003	7839	4345	5732
ENSMUSG00000128353	76	36	51	45
ENSMUSG00000148041	220	167	148	169
ENSMUSG00000179811	15	9	7	2
ENSMUSG00000141033	109	65	65	62
ENSMUSG00000179214	1005	1407	1105	928
ENSMUSG00000212207	188	178	124	154
ENSMUSG00000157108	42	55	47	69
ENSMUSG00000149409	13	5	9	10
ENSMUSG00000105488	506	337	347	168
ENSMUSG00000113837	687	470	707	1009
ENSMUSG00000193865	570	378	625	326
ENSMUSG00000162457	234	212	280	348
ENSMUSG00000213692	16	7	12	19
ENSMUSG00000213501	4259	3401	5713	5869
ENSMUSG00000201790	75	92	90	114
ENSMUSG00000209334	56	130	160	39
ENSMUSG00000101491	945	395	530	1108
ENSMUSG00000140492	2	1	0	0
ENSMUSG00000112408	131	175	91	187
ENSMUSG00000169061	96	218	167	85
ENSMUSG00000105858	498	305	321	424
ENSMUSG00000164569	1867	2006	1876	1798
ENSMUSG00000207792	320	421	299	153
ENSMUSG00000154626	14	1	0	2
ENSMUSG00000177782	64	65	91	101
ENSMUSG00000109447	235	256	161	193
ENSMUSG00000147027	268	354	270	202
ENSMUSG00000196223	19	22	11	9
ENSMUSG00000167705	3	10	8	11
ENSMUSG00000199778	486	332	372	607
ENSMUSG00000138031	233	284	323	358
ENSMUSG00000210962	92	100	218	152
ENSMUSG00000102353	6	10	10	6
ENSMUSG00000211663	4911	6108	4337	4899
ENSMUSG00000100788	0	3	1	2
ENSMUSG00000211156	91	75	86	75
ENSMUSG00000158030	8138	12369	13130	7327
ENSMUSG00000149339	119	61	202	90
ENSMUSG00000155850	243	249	194	127
ENSMUSG00000101283	13	32	13	24
ENSMUSG00000114551	2025	1593	2612	1734
ENSMUSG00000160448	11	18	14	21
ENSMUSG00000118091	217	225	318	282
ENSMUSG00000187814	298	164	249	176
ENSMUSG00000119597	22	7	18	28
ENSMUSG00000148156	597	859	765	823
ENSMUSG00000132409	0	9	4	13
ENSMUSG00000203644	41	35	34	18
ENSMUSG00000106228	188	105	96	115
ENSMUSG00000155255	71	52	61	76
ENSMUSG00000150798	536	413	681	314
ENSMUSG00000193227	893	785	1080	929
ENSMUSG00000177967	240	137	60	93
ENSMUSG00000150821	54	39	32	45
ENSMUSG00000163323	53	43	53	58
ENSMUSG00000107242	88	59	59	95
ENSMUSG00000165361	553	1428	695	572
ENSMUSG00000199964	54	94	101	54
ENSMUSG00000149085	329	346	373	232
ENSMUSG00000208176	147	162	178	178
ENSMUSG00000180134	26	28	48	16
ENSMUSG00000171602	1013	1032	847	641
ENSMUSG00000161375	22	18	32	11
ENSMUSG00000143470	298	195	162	178
ENSMUSG00000165991	1101	5413	3658	2284
ENSMUSG00000129535	13	16	18	13
ENSMUSG00000206782	141	121	39	130
ENSMUSG00000187452	5	1	3	10
ENSMUSG00000138314	51	47	88	39
ENSMUSG00000111255	7	7	7	4
ENSMUSG00000109891	47	53	35	73
ENSMUSG00000144890	36	61	50	87
ENSMUSG00000148780	276	243	349	153
ENSMUSG00000191400	3828	2958	6319	3702
ENSMUSG00000219008	336	327	238	216
ENSMUSG00000129568	506	479	272	831
ENSMUSG00000100997	120	64	209	98
ENSMUSG00000148299	47	122	153	125
ENSMUSG00000100569	21	36	37	29
ENSMUSG00000128934	5	2	1	1
ENSMUSG00000186458	162	127	182	183
ENSMUSG00000172732	4542	4130	3704	3105
ENSMUSG00000146574	956	542	473	519
ENSMUSG00000158632	40	39	75	32
ENSMUSG00000124182	4233	2952	4662	3334
ENSMUSG00000133417	58	87	53	59
ENSMUSG00000119949	140	42	63	65
ENSMUSG00000140576	16	10	18	9
ENSMUSG00000138263	20	26	23	31
ENSMUSG00000137134	84	96	110	80
ENSMUSG00000186479	9986	11116	8636	12376
ENSMUSG00000166168	159	76	85	58
ENSMUSG00000115810	22	15	28	19
ENSMUSG00000131213	36	30	15	48
ENSMUSG00000172209	174	57	118	109
ENSMUSG00000160021	7	5	6	6
ENSMUSG00000137293	190	259	232	205
ENSMUSG00000138378	468	588	253	680
ENSMUSG00000167605	450	353	163	237
ENSMUSG00000202371	370	503	673	1142
ENSMUSG00000200508	32	6	12	8
ENSMUSG00000200271	11	1	6	4
ENSMUSG00000213748	2397	1579	2144	859
ENSMUSG00000140614	2447	800	1407	1114
ENSMUSG00000188464	12	8	4	3
ENSMUSG00000188348	212	300	315	324
ENSMUSG00000159874	128	153	59	102
ENSMUSG00000182996	549	383	430	344
ENSMUSG00000169144	392	112	373	172
ENSMUSG00000136365	55	71	64	45
ENSMUSG00000215840	145	263	332	262
ENSMUSG00000117598	626	333	185	275
ENSMUSG00000144778	170	172	139	122
ENSMUSG00000121772	3	4	2	2
ENSMUSG00000138515	1	0	1	1
ENSMUSG00000142780	24	37	21	33
ENSMUSG00000128758	18	15	3	8
ENSMUSG00000218017	236	395	183	185
ENSMUSG00000193059	1751	452	322	501
ENSMUSG00000129481	231	251	190	237
ENSMUSG00000205279	177	26	59	57
ENSMUSG00000158060	217	246	241	227
ENSMUSG00000186808	1257	2643	1263	2011
ENSMUSG00000136977	46	37	55	30
ENSMUSG00000134581	1162	1431	670	934
ENSMUSG00000197456	506	570	573	1022
ENSMUSG00000198961	170	156	175	267
ENSMUSG00000168000	2677	5779	4753	3000
ENSMUSG00000216766	23	33	74	49
ENSMUSG00000210661	935	1109	844	560
ENSMUSG00000158023	70	10	21	22
ENSMUSG00000116398	37	14	42	22
ENSMUSG00000206578	24	28	20	15
ENSMUSG00000144411	334	237	371	456
ENSMUSG00000120889	36	32	27	16
ENSMUSG00000149613	68	170	284	160
ENSMUSG00000130422	12	26	11	23
ENSMUSG00000101768	1225	1427	1768	1216
ENSMUSG00000161618	6345	6759	5297	4514
ENSMUSG00000209232	453	187	172	165
ENSMUSG00000192950	7117	5088	4173	4403
ENSMUSG00000106081	593	715	516	390
ENSMUSG00000168982	29348	4788	8006	14877
ENSMUSG00000185571	198	138	233	164
ENSMUSG00000175365	6	5	6	2
ENSMUSG00000156364	1343	2879	4630	3184
ENSMUSG00000171045	94	77	107	120
ENSMUSG00000134777	12	20	23	17
ENSMUSG00000171228	25	43	41	44
ENSMUSG00000178421	3	8	5	12
ENSMUSG00000101505	140	102	115	140
ENSMUSG00000124938	17	7	22	12
ENSMUSG00000116771	2683	2111	2708	3334
ENSMUSG00000132948	747	528	394	557
ENSMUSG00000217451	9	2	5	4
ENSMUSG00000117949	11	5	4	6
ENSMUSG00000175869	38	60	68	40
ENSMUSG00000161883	4	2	2	2
ENSMUSG00000178295	107	223	96	82
ENSMUSG00000174992	104	163	250	130
ENSMUSG00000160839	26	17	20	34
ENSMUSG00000164337	82	67	62	55
ENSMUSG00000114943	492	440	386	177
ENSMUSG00000135931	1104	2797	1642	2120
ENSMUSG00000176509	1795	2933	3915	3394
ENSMUSG00000177000	79	185	167	144
ENSMUSG00000219120	894	1380	1014	516
ENSMUSG00000121986	86	28	33	45
ENSMUSG00000131336	484	332	229	358
ENSMUSG00000195437	25	17	19	20
ENSMUSG00000157826	438	1044	828	555
ENSMUSG00000163083	14	12	7	19
ENSMUSG00000143461	24	18	17	22
ENSMUSG00000211052	188	176	172	296
ENSMUSG00000190490	477	569	252	581
ENSMUSG00000170253	3	10	2	8
ENSMUSG00000176787	35	49	35	82
ENSMUSG00000196172	156	145	180	165
ENSMUSG00000106738	264	262	222	293
ENSMUSG00000210330	14	31	14	21
ENSMUSG00000218041	214	148	156	204
ENSMUSG00000127514	81	75	91	71
ENSMUSG00000120295	2450	2133	3765	1534
ENSMUSG00000137897	499	533	477	682
ENSMUSG00000125097	8	18	16	13
ENSMUSG00000122633	4	0	2	1
ENSMUSG00000153646	198	247	178	238
ENSMUSG00000203479	1697	1734	1539	2240
ENSMUSG00000148171	218	136	278	133
ENSMUSG00000152751	966	718	492	908
ENSMUSG00000148940	78	83	27	83
ENSMUSG00000126019	11	16	11	6
ENSMUSG00000213691	1070	610	899	724
ENSMUSG00000162440	129	183	163	229
ENSMUSG00000149452	464	840	931	710
ENSMUSG00000136644	12	19	19	14
ENSMUSG00000130806	218	174	244	274
ENSMUSG00000135370	47	40	26	35
ENSMUSG00000215378	884	477	534	901
ENSMUSG00000163417	27	15	40	30
ENSMUSG00000171960	75	24	47	70
ENSMUSG00000121153	47	32	26	72
ENSMUSG00000163168	2007	1593	2099	1826
ENSMUSG00000168602	213	195	214	155
ENSMUSG00000166983	11	33	54	29
ENSMUSG00000112435	17	17	12	20
ENSMUSG00000149926	29	6	11	10
ENSMUSG00000143138	2357	1881	2641	3059
ENSMUSG00000129136	9	2	8	3
ENSMUSG00000144788	28	29	30	43
ENSMUSG00000186174	1253	710	214	581
ENSMUSG00000123687	1464	1639	1530	1230
ENSMUSG00000211444	130	115	84	121
ENSMUSG00000201155	427	507	1040	958
ENSMUSG00000186638	441	477	976	616
ENSMUSG00000186260	1166	1252	478	1087
ENSMUSG00000155810	228	201	151	96
ENSMUSG00000196199	1831	5316	4157	4046
ENSMUSG00000142904	239	310	309	202
ENSMUSG00000210841	3166	2925	2563	4597
ENSMUSG00000101872	10	27	20	6
ENSMUSG00000174808	838	1343	501	985
ENSMUSG00000147430	8	12	5	6
ENSMUSG00000196936	12	8	5	5
ENSMUSG00000215590	375	343	613	244
ENSMUSG00000113868	17	43	49	24
ENSMUSG00000116163	447	500	322	495
ENSMUSG00000101007	15	20	8	35
ENSMUSG00000197675	3115	3985	2426	4624
ENSMUSG00000201202	184	104	176	189
ENSMUSG00000163744	11	5	18	18
ENSMUSG00000113247	222	175	410	109
ENSMUSG00000181456	523	723	1189	1122
ENSMUSG00000123077	23	50	43	49
ENSMUSG00000143073	644	484	640	536
ENSMUSG00000163878	14247	15865	1836	12403
ENSMUSG00000192255	924	630	724	2278
ENSMUSG00000105267	189	185	197	217
ENSMUSG00000125057	70	45	73	49
ENSMUSG00000135423	398	514	634	385
ENSMUSG00000119810	6	10	5	8
ENSMUSG00000112120	2	0	0	0
ENSMUSG00000134331	29	19	85	35
ENSMUSG00000174963	55	22	17	19
ENSMUSG00000134993	6994	6312	6707	7135
ENSMUSG00000116364	164	84	221	211
ENSMUSG00000177731	10	9	31	19
ENSMUSG00000107537	19	18	13	20
ENSMUSG00000198572	287	463	551	531
ENSMUSG00000125663	25	40	38	28
ENSMUSG00000131533	51	26	36	30
ENSMUSG00000105634	217	119	71	277
ENSMUSG00000172171	106	158	133	350
ENSMUSG00000123283	216	180	153	139
ENSMUSG00000144385	224	256	186	225
ENSMUSG00000167667	2967	3485	3354	2123
ENSMUSG00000155043	6004	4674	5101	4084
ENSMUSG00000153769	5	5	6	10
ENSMUSG00000107841	27778	43245	38589	31554
ENSMUSG00000172631	266	169	286	158
ENSMUSG00000128692	2315	3180	3075	1888
ENSMUSG00000107706	45	22	27	50
ENSMUSG00000110249	552	189	376	545
ENSMUSG00000208969	250	247	339	367
ENSMUSG00000109077	257	245	182	191
ENSMUSG00000209849	1126	667	1015	660
ENSMUSG00000208998	775	450	594	613
ENSMUSG00000137275	27	53	19	23
ENSMUSG00000196607	203	133	103	162
ENSMUSG00000181755	632	962	742	431
ENSMUSG00000186818	1640	677	834	711
ENSMUSG00000110666	82	105	69	129
ENSMUSG00000143241	58	63	110	102
ENSMUSG00000215891	93	208	109	184
ENSMUSG00000132398	7	25	19	27
ENSMUSG00000110782	5	22	10	3
ENSMUSG00000115316	2936	4630	4263	3493
ENSMUSG00000174726	100	50	74	74
ENSMUSG00000146205	226	336	248	166
ENSMUSG00000134335	35	51	94	29
ENSMUSG00000210060	2128	3062	895	1584
ENSMUSG00000218466	5966	6839	6724	6351
ENSMUSG00000126006	129	84	71	169
ENSMUSG00000137067	557	688	437	574
ENSMUSG00000155567	86	22	36	39
ENSMUSG00000194733	6487	5235	8945	7531
ENSMUSG00000155102	1465	1156	838	1044
ENSMUSG00000118673	27	34	26	28
ENSMUSG00000215098	4711	1504	1941	3810
ENSMUSG00000206252	712	315	339	516
ENSMUSG00000175199	446	579	500	185
ENSMUSG00000196253	308	487	195	229
ENSMUSG00000201040	37	38	73	30
ENSMUSG00000200551	58	72	34	77
ENSMUSG00000131718	500	598	703	990
ENSMUSG00000156485	313	105	138	158
ENSMUSG00000189461	15	23	23	16
ENSMUSG00000122800	13501	13080	10636	11996
ENSMUSG00000172045	206	140	108	270
ENSMUSG00000185564	41	35	66	52
ENSMUSG00000168573	27	46	68	67
ENSMUSG00000174477	736	617	734	1084
ENSMUSG00000135592	2119	984	980	1450
ENSMUSG00000150133	303	269	241	179
ENSMUSG00000193448	1325	1675	819	1156
ENSMUSG00000150749	10	7	11	12
ENSMUSG00000108292	69	55	89	70
ENSMUSG00000214638	51	86	82	63
ENSMUSG00000151612	437	194	171	146
ENSMUSG00000112985	1237	280	393	451
ENSMUSG00000204705	3	3	3	2
ENSMUSG00000211489	68323	38411	44517	69459
ENSMUSG00000166320	33	23	39	14
ENSMUSG00000164419	540	186	200	302
ENSMUSG00000101705	740	1366	874	540
ENSMUSG00000130469	795	771	958	974
ENSMUSG00000115436	390	126	180	251
ENSMUSG00000201054	0	0	2	0
ENSMUSG00000192412	33	24	16	13
ENSMUSG00000126581	956	925	390	560
ENSMUSG00000145460	38	24	11	22
ENSMUSG00000102339	24	18	14	10
ENSMUSG00000157065	0	5	3	0
ENSMUSG00000108199	3543	1589	1742	1763
ENSMUSG00000117858	448	420	626	339
ENSMUSG00000186111	44	23	31	35
ENSMUSG00000128570	121	135	180	94
ENSMUSG00000201231	178	151	183	156
ENSMUSG00000209896	27	29	13	20
ENSMUSG00000216797	87	127	143	39
ENSMUSG00000192378	862	452	431	218
ENSMUSG00000157218	517	430	565	577
ENSMUSG00000106472	1419	1136	1514	3187
ENSMUSG00000133818	183	128	247	250
ENSMUSG00000141198	60	103	58	42
ENSMUSG00000136330	375	243	359	355
ENSMUSG00000204662	51	34	87	51
ENSMUSG00000122790	13	13	8	7
ENSMUSG00000187581	2085	2535	1068	1764
ENSMUSG00000122591	65	46	83	65
ENSMUSG00000188608	114	79	122	219
ENSMUSG00000147773	725	449	715	517
ENSMUSG00000203188	32	19	17	12
ENSMUSG00000163351	454	517	729	657
ENSMUSG00000187294	589	263	249	318
ENSMUSG00000115370	84	217	138	163
ENSMUSG00000186230	437	217	395	353
ENSMUSG00000181499	25	41	31	41
ENSMUSG00000127696	3	0	3	1
ENSMUSG00000207596	79	112	54	78
ENSMUSG00000129063	29	23	35	16
ENSMUSG00000215175	719	861	512	1231
ENSMUSG00000187937	262	284	135	252
ENSMUSG00000175516	59	24	60	27
ENSMUSG00000114955	138	155	193	274
ENSMUSG00000131285	2262	3174	1581	3349
ENSMUSG00000143860	1147	2281	1231	1998
ENSMUSG00000160641	511	320	361	470
ENSMUSG00000207842	258	427	317	429
ENSMUSG00000159341	66	91	91	126
ENSMUSG00000136159	124	110	128	104
ENSMUSG00000174222	627	315	599	538
ENSMUSG00000206465	301	121	174	225
ENSMUSG00000212233	222	428	329	415
ENSMUSG00000146609	10	11	17	19
ENSMUSG00000100496	8	4	9	4
ENSMUSG00000195266	2	6	9	2
ENSMUSG00000128728	62	55	93	36
ENSMUSG00000113431	1423	2788	2570	2763
ENSMUSG00000117698	2223	2438	1824	1316
ENSMUSG00000186172	54	25	13	24
ENSMUSG00000149325	8	10	4	11
ENSMUSG00000196759	610	762	434	992
ENSMUSG00000107788	428	285	260	393
ENSMUSG00000198743	6	11	13	7
ENSMUSG00000196360	1089	1908	1550	1111
ENSMUSG00000109104	190	187	122	133
ENSMUSG00000116580	3078	1519	2166	2693
ENSMUSG00000101969	87	162	159	361
ENSMUSG00000209177	588	746	1016	843
ENSMUSG00000129264	181	231	241	215
ENSMUSG00000192377	67	34	43	34
ENSMUSG00000119220	117	130	71	71
ENSMUSG00000217218	18	34	67	29
ENSMUSG00000105836	578	751	1006	803
ENSMUSG00000136024	13	21	11	38
ENSMUSG00000168904	9	9	6	10
ENSMUSG00000204783	359	406	695	705
ENSMUSG00000107736	995	1481	1777	2057
ENSMUSG00000185790	3463	2613	3444	2637
ENSMUSG00000117126	1111	743	1263	1341
ENSMUSG00000211801	8	5	11	11
ENSMUSG00000161196	62	47	28	65
ENSMUSG00000107672	33	67	48	77
ENSMUSG00000211787	186	132	129	166
ENSMUSG00000202341	7	0	4	5
ENSMUSG00000173623	191	165	143	160
ENSMUSG00000183197	218	195	330	211
ENSMUSG00000208903	28	21	7	21
ENSMUSG00000159229	315	190	237	198
ENSMUSG00000128372	1392	1271	1891	791
ENSMUSG00000160769	124	147	123	138
ENSMUSG00000156642	2166	1495	749	1177
ENSMUSG00000147384	1345	700	1573	990
ENSMUSG00000146603	663	245	331	372
ENSMUSG00000215947	296	246	370	415
ENSMUSG00000204909	29	55	128	62
ENSMUSG00000179348	991	1486	1379	1751
ENSMUSG00000180135	54	77	52	61
ENSMUSG00000123287	48	38	52	19
ENSMUSG00000159803	444	850	682	755
ENSMUSG00000105547	36	51	25	29
ENSMUSG00000161199	510	283	617	384
ENSMUSG00000146299	894	2122	3013	2300
ENSMUSG00000160429	194	325	181	257
ENSMUSG00000106360	170	134	291	220
ENSMUSG00000193052	1296	480	813	605
ENSMUSG00000168165	475	393	349	369
ENSMUSG00000169901	7	5	14	13
ENSMUSG00000152954	16	12	12	5
ENSMUSG00000150962	2209	2992	1958	1211
ENSMUSG00000218504	227	588	316	300
ENSMUSG00000111493	1	2	1	3
ENSMUSG00000129128	10	8	10	15
ENSMUSG00000156586	166	157	152	92
ENSMUSG00000159498	20	10	21	17
ENSMUSG00000211982	492	340	406	331
ENSMUSG00000154736	149	175	269	177
ENSMUSG00000144182	467	591	414	417
ENSMUSG00000197828	17	24	13	11
ENSMUSG00000126677	266	486	468	792
ENSMUSG00000189221	7984	6633	6381	6287
ENSMUSG00000153628	20	49	28	18
ENSMUSG00000114865	2369	2143	2040	2995
ENSMUSG00000173748	1920	736	1027	869
ENSMUSG00000189416	603	341	505	526
ENSMUSG00000163146	123	146	129	58
ENSMUSG00000137664	19	33	6	14
ENSMUSG00000212825	27	38	22	50
ENSMUSG00000143512	1201	1090	478	691
ENSMUSG00000214340	1335	812	950	1710
ENSMUSG00000105837	1970	1255	3009	1284
ENSMUSG00000183747	573	1396	936	1009
ENSMUSG00000118705	1480	928	1007	1290
ENSMUSG00000170241	35	35	44	68
ENSMUSG00000128804	14	15	14	14
ENSMUSG00000106371	231	244	156	163
ENSMUSG00000205325	249	492	379	545
ENSMUSG00000141190	214	187	226	183
ENSMUSG00000199651	4	6	5	6
ENSMUSG00000139571	32	69	44	67
ENSMUSG00000107156	9	7	3	8
ENSMUSG00000141169	280	182	207	105
ENSMUSG00000188999	20	15	10	7
ENSMUSG00000196500	136	78	110	107
ENSMUSG00000109239	226	240	301	239
ENSMUSG00000182430	334	212	184	191
ENSMUSG00000125731	4218	2293	3036	2149
ENSMUSG00000109243	16	25	8	20
ENSMUSG00000108582	3	1	3	1
ENSMUSG00000171076	1450	1272	698	1039
ENSMUSG00000165071	4719	2230	2431	3178
ENSMUSG00000170820	3260	3520	2451	2460
ENSMUSG00000175415	304	235	167	309
ENSMUSG00000115266	592	600	618	567
ENSMUSG00000200439	120	227	215	197
ENSMUSG00000194425	12	5	26	23
ENSMUSG00000154001	35	56	47	44
ENSMUSG00000138603	394	538	315	627
ENSMUSG00000198950	48	33	63	42
ENSMUSG00000144773	7423	7491	6313	5502
ENSMUSG00000139989	13	10	4	14
ENSMUSG00000175245	101	94	64	37
ENSMUSG00000102275	2915	1513	1605	1134
ENSMUSG00000120340	37	36	33	41
ENSMUSG00000185977	18	20	16	15
ENSMUSG00000192351	11	10	12	5
ENSMUSG00000126285	47	17	28	18
ENSMUSG00000123394	3146	4065	4161	4202
ENSMUSG00000205222	566	409	321	308
ENSMUSG00000214796	752	403	340	455
ENSMUSG00000164909	114	55	55	28
ENSMUSG00000190756	782	465	730	1572
ENSMUSG00000117097	321	139	155	139
ENSMUSG00000159196	17	14	20	26
ENSMUSG00000165374	60	77	117	79
ENSMUSG00000138696	213	253	251	245
ENSMUSG00000167696	1394	2219	1066	1711
ENSMUSG00000105956	119	175	108	97
ENSMUSG00000144492	385	544	461	398
ENSMUSG00000129150	12149	7748	7880	7199
ENSMUSG00000134256	46	69	17	30
ENSMUSG00000127277	14	16	14	13
ENSMUSG00000126172	957	526	1331	1073
ENSMUSG00000198080	363	277	192	536
ENSMUSG00000194614	233	94	145	114
ENSMUSG00000115553	205	445	217	407
ENSMUSG00000199108	97	88	97	112
ENSMUSG00000115898	281	533	623	297
ENSMUSG00000138334	107	64	71	125
ENSMUSG00000150580	366	1195	568	580
ENSMUSG00000157801	22	16	22	24
ENSMUSG00000189820	27	19	27	21
ENSMUSG00000218787	319	258	238	142
ENSMUSG00000152019	86	43	61	29
ENSMUSG00000183482	553	490	1104	646
ENSMUSG00000156837	188	199	171	231
ENSMUSG00000201077	70	46	71	50
ENSMUSG00000113714	222	111	334	201
ENSMUSG00000167099	100	50	56	39
ENSMUSG00000108915	6	8	9	10
ENSMUSG00000170765	18	15	19	15
ENSMUSG00000106971	15	26	38	29
ENSMUSG00000176892	70	63	49	80
ENSMUSG00000205381	436	176	267	150
ENSMUSG00000197774	818	1054	797	841
ENSMUSG00000148914	489	826	531	786
ENSMUSG00000203714	6379	3812	6694	6675
ENSMUSG00000106764	2110	2996	2065	1898
ENSMUSG00000141690	237	104	142	127
ENSMUSG00000217740	7947	4530	4081	5533
ENSMUSG00000128979	1577	1156	1991	2832
ENSMUSG00000212197	103	77	64	70
ENSMUSG00000138846	285	689	453	307
ENSMUSG00000147631	1493	1639	2154	1709
ENSMUSG00000116299	197	291	333	183
ENSMUSG00000167854	969	1256	692	1100
ENSMUSG00000106806	325	414	312	416
ENSMUSG00000144452	1242	929	672	748
ENSMUSG00000213346	128	76	87	121
ENSMUSG00000137211	283	201	263	389
ENSMUSG00000118004	87	66	90	99
ENSMUSG00000212875	357	701	581	432
ENSMUSG00000159963	5	6	6	5
ENSMUSG00000195246	290	405	448	181
ENSMUSG00000171586	1413	2066	1536	2466
ENSMUSG00000185506	528	734	343	347
ENSMUSG00000139103	150	288	156	143
ENSMUSG00000208549	449	404	645	745
ENSMUSG00000190541	27	33	38	18
ENSMUSG00000190697	25	22	40	27
ENSMUSG00000200319	108	90	87	91
ENSMUSG00000111193	140	95	264	132
ENSMUSG00000113192	1803	693	474	976
ENSMUSG00000138763	25	15	20	41
ENSMUSG00000156516	1204	1135	1726	1586
ENSMUSG00000176249	4	21	8	6
ENSMUSG00000208727	37	36	61	39
ENSMUSG00000108740	214	196	140	204
ENSMUSG00000149487	1757	1914	812	1830
ENSMUSG00000205571	81	67	17	27
ENSMUSG00000208068	4	3	5	2
ENSMUSG00000178189	582	397	532	285
ENSMUSG00000137505	146	182	172	139
ENSMUSG00000165056	18	34	25	11
ENSMUSG00000138064	21	39	20	4
ENSMUSG00000130208	51	55	22	35
ENSMUSG00000219976	140	60	153	172
ENSMUSG00000214716	1865	339	590	564
ENSMUSG00000142181	12	13	13	8
ENSMUSG00000100983	20420	15922	23771	14034
ENSMUSG00000219554	91	88	174	119
ENSMUSG00000215166	62	41	66	70
ENSMUSG00000143664	855	512	889	735
ENSMUSG00000176373	114	221	126	132
ENSMUSG00000133145	17798	13655	15642	7125
ENSMUSG00000100539	1663	1407	2013	1745
ENSMUSG00000131410	60	95	114	87
ENSMUSG00000158916	56	69	76	99
ENSMUSG00000191686	58	40	44	68
ENSMUSG00000215410	103	149	103	82
ENSMUSG00000205825	963	680	563	878
ENSMUSG00000103736	73	55	73	42
ENSMUSG00000111895	5087	4255	3412	3793
ENSMUSG00000121983	383	96	100	229
ENSMUSG00000215386	122	169	72	196
ENSMUSG00000149124	529	1296	856	704
ENSMUSG00000178033	2	6	0	6
ENSMUSG00000176909	41	12	21	14
ENSMUSG00000216436	581	456	681	727
ENSMUSG00000183782	171	216	120	192
ENSMUSG00000214738	155	164	64	99
ENSMUSG00000144914	172	385	536	354
ENSMUSG00000191711	40	65	19	28
ENSMUSG00000186991	103	66	195	191
ENSMUSG00000100277	8	13	17	14
ENSMUSG00000181698	2	7	1	9
ENSMUSG00000103616	2295	2584	1726	1593
ENSMUSG00000151021	25	18	22	38
ENSMUSG00000152417	35	64	45	53
ENSMUSG00000191868	1541	1934	1874	3463
ENSMUSG00000110387	1082	1651	2207	1067
ENSMUSG00000196914	71	51	47	44
ENSMUSG00000157338	49	69	56	56
ENSMUSG00000169028	47	108	159	118
ENSMUSG00000183768	14	16	15	20
ENSMUSG00000113319	416	432	761	383
ENSMUSG00000210012	166	335	136	322
ENSMUSG00000127111	145	215	276	178
ENSMUSG00000131210	801	811	940	586
ENSMUSG00000178476	416	735	450	587
ENSMUSG00000197426	9773	8595	8007	5593
ENSMUSG00000136023	4924	5548	3967	2957
ENSMUSG00000154982	4	4	2	8
ENSMUSG00000214088	1294	1303	1103	727
ENSMUSG00000160524	25	15	20	21
ENSMUSG00000201109	10	13	6	10
ENSMUSG00000216445	742	606	385	686
ENSMUSG00000205928	48	72	59	18
ENSMUSG00000189264	106	82	45	51
ENSMUSG00000106867	1212	1742	1668	887
ENSMUSG00000178336	21	24	71	51
ENSMUSG00000139437	16	38	26	20
ENSMUSG00000123218	353	130	299	195
ENSMUSG00000203535	1849	3260	2162	2428
ENSMUSG00000120195	294	528	487	728
ENSMUSG00000178181	6	6	8	7
ENSMUSG00000109183	87	25	45	35
ENSMUSG00000102984	148	167	173	40
ENSMUSG00000204371	9496	5128	10152	4200
ENSMUSG00000115133	919	946	1023	1450
ENSMUSG00000144435	771	446	719	908
ENSMUSG00000200800	1415	2193	2074	1369
ENSMUSG00000111071	114	90	92	101
ENSMUSG00000207123	343	382	350	470
ENSMUSG00000218019	438	542	540	444
ENSMUSG00000149537	20	40	29	19
ENSMUSG00000202890	154	149	122	180
ENSMUSG00000205570	394	225	500	673
ENSMUSG00000166866	28	20	12	19
ENSMUSG00000196234	1133	682	529	706
ENSMUSG00000122288	624	759	1133	680
ENSMUSG00000117899	1718	1242	970	1643
ENSMUSG00000179332	46	49	25	31
ENSMUSG00000115461	193	300	203	268
ENSMUSG00000149757	3753	4357	3092	1871
ENSMUSG00000144088	1144	597	791	367
ENSMUSG00000142224	56	49	27	27
ENSMUSG00000213248	321	264	350	270
ENSMUSG00000103576	4095	2973	2743	1637
ENSMUSG00000150569	109	129	109	106
ENSMUSG00000192512	194	194	201	332
ENSMUSG00000219631	34384	21700	31779	48442
ENSMUSG00000131161	179	98	140	149
ENSMUSG00000114732	123	160	159	150
ENSMUSG00000171040	19	6	33	11
ENSMUSG00000155123	40	49	41	27
ENSMUSG00000143900	4900	6608	3207	4564
ENSMUSG00000156434	90	152	92	181
ENSMUSG00000177287	6	13	18	16
ENSMUSG00000116491	12	19	30	27
ENSMUSG00000107384	159	190	109	114
ENSMUSG00000115055	371	915	495	414
ENSMUSG00000152112	84	55	50	43
ENSMUSG00000208226	1642	758	854	541
ENSMUSG00000185675	41	69	54	69
ENSMUSG00000147735	283	412	303	244
ENSMUSG00000125459	362	550	413	357
ENSMUSG00000149311	568	537	433	594
ENSMUSG00000214327	96	65	89	69
ENSMUSG00000150960	123	181	154	76
ENSMUSG00000172939	382	436	272	287
ENSMUSG00000139044	8	16	6	10
ENSMUSG00000134793	211	261	174	346
