gene_id	N61311_untreated	N61311_dex	N052611_untreated	N052611_dex	N080611_untreated	N080611_dex	N61311R_untreated	N61311R_dex
ENSG00000166112	16350	431	591	619	360	674	728	384
ENSG00000146962	8300	222	243	443	330	433	305	380
ENSG00000115218	289800	5048	9349	9537	10450	7599	6174	8824
ENSG00000192387	2300	72	72	77	43	34	31	56
ENSG00000230906	58850	2060	1667	2955	2395	2455	1269	2186
ENSG00000195197	50250	807	661	771	1401	1145	695	1166
ENSG00000151029	4350	79	101	61	66	69	102	64
ENSG00000245116	600	6	19	1	21	3	13	4
ENSG00000248770	162150	2023	1494	3195	2229	2914	2879	1892
ENSG00000150084	850	6	8	4	10	10	12	2
ENSG00000172020	2050	60	43	44	51	87	42	34
ENSG00000135846	71650	721	1071	776	1609	1298	1224	714
ENSG00000110385	162650	1093	2043	1283	2468	1669	2485	1355
ENSG00000169495	1250	23	18	17	24	20	58	13
ENSG00000245123	10650	126	152	224	160	156	180	141
ENSG00000151466	9200	79	179	69	156	118	357	32
ENSG00000105397	148200	1281	1461	1834	1028	928	1061	978
ENSG00000153707	1538000	19126	26164	20273	21327	31948	13218	39784
ENSG00000136689	150	3	3	3	2	4	5	3
ENSG00000155740	40650	460	634	904	511	564	543	368
ENSG00000111606	0	0	1	1	2	0	0	1
ENSG00000109773	3600	175	207	95	193	119	130	138
ENSG00000241461	450	13	21	20	16	16	10	13
ENSG00000191297	455800	8534	12041	4002	4431	4636	4926	4070
ENSG00000119380	6300	218	202	233	214	215	201	193
ENSG00000231354	2550	23	44	32	64	34	70	39
ENSG00000141698	3150	119	52	47	68	31	67	76
ENSG00000162865	2800	66	40	29	58	56	70	17
ENSG00000187576	11200	188	338	338	263	235	224	165
ENSG00000177874	5500	99	109	59	69	64	74	112
ENSG00000176597	43400	554	691	480	444	522	762	746
ENSG00000132790	171100	4750	3466	3491	2059	3260	2727	3810
ENSG00000224196	32750	633	1129	573	372	367	454	763
ENSG00000208939	1550	19	22	20	12	12	38	12
ENSG00000110647	250	12	10	8	4	2	7	7
ENSG00000166686	2700	48	24	43	51	35	29	21
ENSG00000128299	30650	1549	2029	1054	1367	938	1288	759
ENSG00000221797	3800	87	108	82	58	95	67	74
ENSG00000144989	2200	9	20	32	36	56	47	14
ENSG00000155473	9550	255	259	310	98	205	164	107
ENSG00000155800	700	2	15	2	4	6	8	18
ENSG00000106215	1100	8	57	9	36	15	17	10
ENSG00000144239	12550	331	220	412	380	399	562	246
ENSG00000100644	3450	93	80	88	76	97	50	124
ENSG00000135941	2000	52	25	45	66	70	57	86
ENSG00000133776	7300	293	237	294	218	244	352	248
ENSG00000157237	750	37	52	46	58	25	61	41
ENSG00000243545	4500	26	83	28	74	43	174	59
ENSG00000100012	3550	104	87	62	63	88	34	42
ENSG00000212225	16750	639	336	356	261	440	459	423
ENSG00000132072	7200	261	110	130	83	159	200	94
ENSG00000186264	850	11	3	24	13	1	24	14
ENSG00000224403	2000	93	66	38	77	46	84	62
ENSG00000193970	18500	393	408	373	578	454	465	698
ENSG00000174246	565750	7893	4945	3546	4858	7327	8894	6366
ENSG00000199340	800	13	16	22	12	7	27	22
ENSG00000216280	14500	326	310	188	176	426	170	178
ENSG00000208130	2000	50	72	84	45	63	84	104
ENSG00000246627	37400	763	867	668	981	938	545	530
ENSG00000171738	11500	301	282	545	345	202	276	575
ENSG00000203081	189450	2566	2176	2486	2544	2311	3607	3381
ENSG00000194887	31750	376	504	617	461	343	437	309
ENSG00000237076	6200	41	102	69	161	26	81	70
ENSG00000153167	3450	41	68	58	40	54	41	61
ENSG00000216031	12800	400	298	367	279	305	326	305
ENSG00000136648	12200	374	422	371	438	318	407	588
ENSG00000156723	623950	14003	19171	23490	20420	8480	12434	9116
ENSG00000240678	223850	4311	3499	4160	3604	5064	4394	2811
ENSG00000146720	850	21	15	18	16	12	14	12
ENSG00000244520	20050	171	286	405	221	240	290	234
ENSG00000240440	550	12	10	3	6	15	20	4
ENSG00000190627	200	4	4	12	7	7	1	3
ENSG00000205101	30100	524	577	694	736	377	426	770
ENSG00000163866	17400	442	405	565	323	344	481	469
ENSG00000105601	1150	14	15	11	14	22	17	14
ENSG00000103801	162950	5815	3466	5496	2941	4166	3056	3061
ENSG00000229219	900	20	17	14	19	20	17	27
ENSG00000222707	850	22	17	15	16	11	19	5
ENSG00000192903	23400	562	588	397	853	397	592	454
ENSG00000161565	14050	270	209	299	146	102	182	240
ENSG00000241023	7450	75	89	128	137	91	149	147
ENSG00000197926	4150	184	99	165	116	185	111	268
ENSG00000121816	15400	206	164	185	95	258	171	241
ENSG00000176561	4550	74	103	118	145	152	117	126
ENSG00000236123	6100	53	84	76	77	65	103	117
ENSG00000109501	200	1	1	0	6	4	6	1
ENSG00000117671	400	4	8	15	7	5	12	17
ENSG00000183944	37900	353	406	515	504	512	415	871
ENSG00000169786	750	33	51	46	12	41	51	28
ENSG00000184906	16400	437	416	470	524	388	476	348
ENSG00000129048	63350	1300	812	1862	950	1503	1222	1943
ENSG00000220348	4000	76	67	84	31	61	53	36
ENSG00000206661	15650	174	206	379	378	297	374	170
ENSG00000188929	534350	10707	8667	8993	12467	6479	5127	5763
ENSG00000176350	32250	796	638	387	506	691	307	383
ENSG00000118418	263600	1661	4768	9090	8614	4834	4895	5147
ENSG00000245758	224550	2661	2395	3230	2914	4650	2389	3998
ENSG00000194425	29350	831	710	503	911	720	870	775
ENSG00000180092	2200	87	141	121	109	143	99	137
ENSG00000118505	1400	17	29	32	31	20	23	13
ENSG00000214981	850	12	23	10	12	19	14	18
ENSG00000228303	21500	425	369	668	353	301	353	237
ENSG00000223735	49950	682	405	398	674	316	816	346
ENSG00000231306	4200	39	105	87	145	109	68	84
ENSG00000224806	22400	1253	870	1194	701	774	600	1111
ENSG00000141649	1650	40	47	28	24	15	36	46
ENSG00000213692	98300	2162	957	952	1656	1099	1514	1147
ENSG00000161269	7050	155	276	148	159	156	64	183
ENSG00000198704	5050	186	107	161	121	146	177	105
ENSG00000245908	9150	75	179	175	174	114	151	110
ENSG00000176710	8050	121	59	104	145	124	65	193
ENSG00000223813	1176050	32481	18621	20486	20569	19497	29719	24069
ENSG00000130008	250	2	1	4	9	6	9	4
ENSG00000196692	10800	156	93	215	128	133	199	181
ENSG00000105505	141550	1126	3991	2427	2240	1570	3396	1431
ENSG00000156407	24000	528	304	762	385	604	584	445
ENSG00000125670	3600	59	123	61	109	71	85	113
ENSG00000153937	236150	3859	3676	5373	3972	6923	4934	8925
ENSG00000131351	750	9	21	14	12	10	18	14
ENSG00000154863	700	9	17	4	6	4	12	10
ENSG00000101939	62700	351	775	444	792	563	795	541
ENSG00000167509	200	6	11	8	8	6	7	11
ENSG00000137470	0	4	2	1	0	0	3	1
ENSG00000241908	83250	522	722	531	913	848	892	926
ENSG00000144745	41800	547	810	807	399	800	447	588
ENSG00000138556	28600	475	632	753	652	599	697	563
ENSG00000162341	3150	54	62	51	45	63	34	75
ENSG00000214544	13100	175	140	225	258	262	182	190
ENSG00000225727	550	15	22	23	14	22	17	27
ENSG00000152438	242800	5435	4726	3476	4555	5195	6396	4943
ENSG00000183883	27750	550	886	660	644	912	772	822
ENSG00000126276	31600	402	722	600	1008	520	862	657
ENSG00000236024	150	2	4	2	1	2	4	6
ENSG00000223947	37550	451	810	853	1161	769	793	1106
ENSG00000238942	165100	1816	3902	2579	3715	2356	3506	1302
ENSG00000120510	123350	1517	2054	2142	1078	2190	983	1153
ENSG00000236066	41000	943	744	704	895	840	766	461
ENSG00000176698	8500	225	178	201	222	226	109	230
ENSG00000191540	4450	74	93	85	71	79	53	84
ENSG00000240743	49750	329	745	591	902	573	585	743
ENSG00000227919	8500	457	302	248	198	310	433	223
ENSG00000114158	5500	211	267	235	166	356	195	235
ENSG00000126938	4850	103	58	91	66	80	39	80
ENSG00000227422	140500	3627	3334	6141	2927	2785	6277	2471
ENSG00000236738	950	10	5	17	22	18	10	12
ENSG00000231834	4850	143	102	137	156	229	48	180
ENSG00000234609	3250	63	54	45	63	44	72	41
ENSG00000237326	77650	805	860	657	1194	1238	468	1106
ENSG00000149086	112900	2956	1700	2012	3364	2545	3891	1661
ENSG00000216027	70500	2349	1958	1246	1416	1664	2061	1680
ENSG00000188347	26950	441	789	816	771	314	534	752
ENSG00000152715	450	13	6	17	7	7	15	11
ENSG00000134061	355000	5599	11708	10593	8624	9341	6340	12789
ENSG00000184602	14850	280	445	324	463	447	346	337
ENSG00000171803	4700	121	83	81	111	141	79	60
ENSG00000247383	10300	101	97	87	100	127	154	132
ENSG00000155434	3450	22	38	59	77	126	85	109
ENSG00000193565	16400	311	445	498	362	487	487	753
ENSG00000211867	11150	153	173	282	304	174	279	298
ENSG00000166657	3000	85	82	88	51	69	44	71
ENSG00000131395	50	1	1	1	2	1	4	3
ENSG00000179918	6000	47	112	78	123	132	101	76
ENSG00000170516	29050	204	656	329	1100	366	754	259
ENSG00000238749	27450	275	820	221	835	501	1091	325
ENSG00000198453	5550	175	121	148	199	130	50	155
ENSG00000188565	11850	392	345	251	265	650	315	298
ENSG00000126329	34600	1054	1051	800	909	1609	1256	944
ENSG00000134797	4600	80	58	51	75	48	59	53
ENSG00000205109	180300	2135	2772	1400	3134	2269	3034	2452
ENSG00000179471	150	2	4	3	1	3	3	2
ENSG00000148166	500	7	13	13	5	11	12	19
ENSG00000117048	750	25	35	19	20	10	32	13
ENSG00000145120	0	1	3	1	3	0	1	1
ENSG00000148062	800	33	21	28	15	16	33	20
ENSG00000127239	58350	1812	1282	2785	1254	976	1080	2686
ENSG00000172587	196850	2591	3974	1835	3806	1412	3151	1153
ENSG00000130510	8900	209	174	322	90	269	201	167
ENSG00000177022	161600	5873	3205	6910	2443	3483	3005	5054
ENSG00000234691	16850	234	157	237	206	246	244	190
ENSG00000223106	1000	42	40	19	52	58	61	38
ENSG00000209477	11150	335	140	179	98	70	168	148
ENSG00000174265	4000	164	127	109	61	143	80	101
ENSG00000165212	42400	1133	543	533	694	435	867	811
ENSG00000143135	300	15	4	7	10	10	11	7
ENSG00000105366	56000	811	1108	914	1257	577	1178	531
ENSG00000237745	2450	57	56	46	50	26	54	69
ENSG00000244798	33900	991	581	634	521	931	1322	478
ENSG00000206192	700	11	6	2	12	7	8	8
ENSG00000141466	2500	64	61	85	60	60	46	34
ENSG00000120051	9550	139	148	180	145	95	228	164
ENSG00000229426	28400	1091	1063	616	1026	1045	551	572
ENSG00000224079	650	15	6	10	10	9	20	1
ENSG00000183166	244000	5721	2811	6390	5267	2657	4256	4071
ENSG00000164761	38400	374	453	632	801	374	451	540
ENSG00000129740	2900	69	42	54	71	39	70	26
ENSG00000120287	88300	1282	1546	1784	1882	1682	1257	1405
ENSG00000153223	4900	217	180	120	102	85	210	204
ENSG00000173932	127650	1007	1034	1552	1965	2236	2151	1746
ENSG00000182233	774650	10831	16414	17828	19126	10186	19752	9707
ENSG00000216899	20000	701	408	541	688	1072	744	734
ENSG00000200959	3250	29	34	51	47	53	63	43
ENSG00000246396	2300	92	40	59	74	89	50	42
ENSG00000243396	18300	429	453	226	344	222	368	619
ENSG00000140357	11250	84	116	231	324	205	152	108
ENSG00000135126	1750	32	19	12	40	17	14	38
ENSG00000158474	2800	35	40	60	37	28	55	26
ENSG00000172326	24050	475	656	767	302	517	601	507
ENSG00000224983	705050	11293	17769	8073	5425	11774	19523	19627
ENSG00000134274	100	0	1	0	1	1	2	3
ENSG00000187192	26050	366	648	886	536	498	426	690
ENSG00000237248	4400	118	76	84	68	111	89	82
ENSG00000217110	34450	594	561	594	649	486	807	992
ENSG00000205638	37800	743	789	340	871	696	762	634
ENSG00000101736	5200	254	245	220	118	210	94	226
ENSG00000171734	1050	23	14	29	29	34	9	15
ENSG00000186682	1200	9	13	9	40	8	18	8
ENSG00000174452	250	4	1	3	2	2	1	9
ENSG00000216886	67900	1307	3341	2228	2459	542	1692	1353
ENSG00000189894	6450	118	90	99	125	84	75	134
ENSG00000109460	1750	46	56	56	28	61	24	40
ENSG00000208877	4050	54	104	45	77	100	101	107
ENSG00000121034	750	7	6	10	11	16	3	10
ENSG00000134492	16850	388	185	214	103	303	352	242
ENSG00000123126	103500	1774	2518	2051	1821	2843	2635	2121
ENSG00000163930	67100	709	1502	1192	1693	1027	1512	1350
ENSG00000111042	250	4	7	5	6	12	5	11
ENSG00000161877	162650	2728	2456	2698	2025	2480	2453	2032
ENSG00000135600	1150	20	16	17	32	33	38	49
ENSG00000118387	150	5	2	2	1	2	6	7
ENSG00000198356	700	5	10	7	22	26	12	13
ENSG00000202660	600	8	31	20	19	8	20	17
ENSG00000198856	8900	112	164	115	110	217	244	228
ENSG00000205812	550	13	29	11	10	19	15	14
ENSG00000160940	50	14	5	7	6	3	4	3
ENSG00000180861	4000	87	93	91	106	76	128	183
ENSG00000135580	291000	6025	5789	8753	7328	5686	4057	9330
ENSG00000229770	1600	27	39	23	36	29	55	22
ENSG00000152049	21000	363	203	176	309	394	352	430
ENSG00000196556	23650	105	338	211	236	174	154	232
ENSG00000168222	1732400	34140	33159	14915	30306	23482	22133	40118
ENSG00000141082	50	3	4	4	5	5	2	8
ENSG00000169342	109400	1104	1404	708	1724	1267	3445	1647
ENSG00000119011	300	13	8	8	16	17	17	15
ENSG00000132338	2200	57	36	35	17	32	18	30
ENSG00000100267	3600	94	73	119	109	143	144	109
ENSG00000145623	2629300	57328	40304	50810	38259	43402	36813	49502
ENSG00000222723	1500	58	14	46	49	39	34	29
ENSG00000211885	150	3	4	4	4	3	5	1
ENSG00000211375	171000	2476	3024	1481	3388	1887	3577	2049
ENSG00000187326	650	25	38	34	33	21	39	39
ENSG00000249975	6300	46	188	32	345	81	157	68
ENSG00000186299	6800	193	132	179	142	164	146	277
ENSG00000145029	7950	118	105	222	133	123	320	162
ENSG00000207076	4850	127	80	49	57	147	90	95
ENSG00000213008	9000	182	300	190	244	320	271	253
ENSG00000110141	15900	280	260	332	375	288	451	333
ENSG00000114775	31850	962	1345	1020	963	691	559	762
ENSG00000247063	2500	31	78	47	22	100	81	35
ENSG00000171149	1350	53	30	31	29	48	45	36
ENSG00000214165	550	11	12	9	15	27	27	18
ENSG00000177976	31750	361	287	413	509	443	129	382
ENSG00000205938	5750	112	222	118	160	110	113	198
ENSG00000147660	22750	273	447	442	512	458	790	323
ENSG00000100127	16950	359	365	334	332	374	697	470
ENSG00000225007	237650	2865	3270	5773	4803	4242	5362	4707
ENSG00000120445	21400	148	330	93	209	259	184	157
ENSG00000161428	50750	534	943	571	458	584	187	594
ENSG00000174089	550	20	14	35	4	10	11	7
ENSG00000188125	1350	32	16	3	22	8	17	17
ENSG00000107062	3100	69	62	78	50	55	53	147
ENSG00000219422	250	9	10	7	6	16	13	15
ENSG00000107760	38950	431	602	380	387	335	448	558
ENSG00000159386	1000	7	20	11	10	2	11	6
ENSG00000126589	11200	135	186	132	134	89	236	221
ENSG00000218698	0	0	1	0	2	0	3	1
ENSG00000202462	700	23	7	20	16	12	17	19
ENSG00000202151	3600	78	93	56	81	67	93	50
ENSG00000166276	5500	107	130	40	72	91	71	104
ENSG00000220230	150	1	3	5	3	3	7	8
ENSG00000189504	27150	275	331	274	553	163	276	176
ENSG00000243952	76350	935	874	954	986	628	878	746
ENSG00000242489	22950	425	443	489	468	459	721	457
ENSG00000126987	3050	41	79	53	47	39	41	26
ENSG00000110089	2900	32	81	30	60	25	59	60
ENSG00000180981	1250	13	21	10	10	12	20	15
ENSG00000180086	25050	533	705	443	299	258	472	728
ENSG00000120717	150700	2535	2618	1998	3279	1921	3595	2512
ENSG00000169093	7650	34	102	26	133	51	111	39
ENSG00000212647	150	8	4	6	9	5	10	6
ENSG00000156464	6000	161	197	441	187	140	163	108
ENSG00000119079	25950	686	430	924	922	953	450	379
ENSG00000239257	0	0	1	1	0	0	1	1
ENSG00000153367	7900	175	217	196	95	203	184	181
ENSG00000118637	333050	11147	12981	12615	18884	8643	11125	11301
ENSG00000144851	32350	1023	620	467	916	439	982	528
ENSG00000221497	15450	560	186	271	677	285	373	362
ENSG00000236338	7750	378	233	491	415	346	178	462
ENSG00000172319	53600	1617	2328	1863	1218	2555	562	1235
ENSG00000182722	1750	15	27	25	21	14	22	26
ENSG00000108664	5650	25	80	20	24	2	24	36
ENSG00000116526	10200	339	331	351	507	603	293	505
ENSG00000160531	3300	55	12	21	20	56	46	42
ENSG00000167479	14000	163	131	204	287	367	377	166
ENSG00000158904	100	2	2	2	2	1	1	3
ENSG00000124369	27200	242	633	358	780	703	368	964
ENSG00000105012	24000	335	618	409	718	413	710	609
ENSG00000241664	10950	201	116	134	220	113	141	121
ENSG00000167881	6650	136	97	162	153	214	112	150
ENSG00000184290	214050	3554	3169	5347	3474	5513	1998	4985
ENSG00000132121	850	27	10	9	7	19	10	13
ENSG00000150977	1350	30	10	10	19	15	20	17
ENSG00000116570	750	10	15	15	43	19	19	27
ENSG00000154186	2550	92	77	62	68	23	63	99
ENSG00000234601	950	25	25	5	33	29	19	29
ENSG00000116515	8600	216	167	202	149	116	218	142
ENSG00000207859	4700	34	62	40	70	34	82	26
ENSG00000106287	700	5	20	5	11	11	20	8
ENSG00000106417	250	5	4	3	13	8	7	7
ENSG00000248045	83850	1497	1974	1643	1266	3014	1923	1594
ENSG00000219291	9650	68	115	99	205	141	189	103
ENSG00000163955	8900	129	144	92	41	76	41	56
ENSG00000108634	10000	118	119	118	110	118	105	93
ENSG00000116924	9200	88	150	159	147	130	126	97
ENSG00000220257	33800	675	1011	626	506	1213	765	846
ENSG00000147049	13600	347	609	550	658	321	354	309
ENSG00000114150	2350	37	38	55	52	41	24	20
ENSG00000221889	750	16	43	22	34	19	48	18
ENSG00000189634	1500	11	17	11	9	25	20	21
ENSG00000234280	600	12	15	11	15	12	13	4
ENSG00000225800	101350	3167	1892	3761	1648	1585	2220	2074
ENSG00000112880	500	41	19	19	29	21	38	28
ENSG00000145980	150	0	1	2	3	3	1	2
ENSG00000203227	1250	15	22	24	10	9	33	10
ENSG00000115453	750	62	30	20	76	19	14	27
ENSG00000122090	11500	278	173	484	279	290	190	306
ENSG00000121362	2250	29	67	25	37	38	37	40
ENSG00000215862	20150	315	488	358	338	493	595	329
ENSG00000130745	10950	311	552	302	499	325	251	400
ENSG00000204225	117650	1937	1824	1492	1758	1945	1876	2610
ENSG00000205807	581050	10505	6486	4475	9490	15586	12460	12298
ENSG00000179927	1782950	49796	36807	29768	58708	53388	46581	31639
ENSG00000218253	108100	2708	2092	2928	2550	3417	2005	863
ENSG00000210523	950	19	11	11	23	19	13	8
ENSG00000217735	10650	60	80	100	221	72	144	63
ENSG00000131175	9250	206	257	264	374	167	171	273
ENSG00000222756	307700	9768	7644	7760	10757	10747	5651	11549
ENSG00000138802	33350	644	374	481	546	313	381	996
ENSG00000174521	284850	1225	2882	2397	3228	1586	2687	1506
ENSG00000228475	2900	74	92	83	108	107	53	116
ENSG00000243374	20750	370	595	730	570	948	330	414
ENSG00000120638	17800	498	660	795	704	318	573	577
ENSG00000234707	2100	88	83	51	61	77	71	49
ENSG00000185842	44800	761	775	521	641	1152	833	546
ENSG00000173236	42850	569	1373	529	1485	1426	1241	905
ENSG00000100667	7900	101	92	143	162	60	129	71
ENSG00000215825	64350	1597	1551	1800	2202	849	1425	1091
ENSG00000156352	212600	4443	3807	3085	3769	3388	5321	7048
ENSG00000244508	7850	140	121	178	104	259	169	210
ENSG00000103273	5300	94	267	222	87	162	105	132
ENSG00000199554	4150	105	45	86	79	89	32	54
ENSG00000244618	3000	36	30	61	50	33	33	95
ENSG00000181786	22300	201	219	157	354	175	484	248
ENSG00000186314	3450	76	50	60	82	49	76	53
ENSG00000102369	2450	65	73	58	118	74	58	58
ENSG00000150546	1700	30	27	53	61	35	13	23
ENSG00000131873	400	4	5	4	2	4	17	5
ENSG00000236348	1050	47	33	46	29	27	26	16
ENSG00000100137	4500	243	238	279	232	312	171	350
ENSG00000167266	400	11	11	15	11	10	13	8
ENSG00000121876	1300	50	27	50	37	49	42	61
ENSG00000202152	151300	5618	3137	3302	1834	4030	6108	3443
ENSG00000165538	55400	1214	793	966	1266	1509	1343	1080
ENSG00000137201	2700	31	28	18	66	40	37	32
ENSG00000233649	21700	294	308	680	677	1072	244	320
ENSG00000214061	2800	47	39	39	46	50	53	26
ENSG00000217829	132850	5391	3804	4179	1981	5131	2498	2012
ENSG00000183085	3700	53	50	40	58	35	48	41
ENSG00000158498	8100	163	253	253	154	144	174	171
ENSG00000195376	176450	1017	2816	3317	2275	1602	2010	4022
ENSG00000123271	1500	29	33	14	10	44	23	51
ENSG00000178275	103450	1824	2542	2102	918	1230	1868	2197
ENSG00000164796	1800	20	52	27	60	32	57	34
ENSG00000100651	13750	266	189	233	164	276	246	237
ENSG00000235556	3000	77	96	84	51	88	59	136
ENSG00000204281	6350	108	151	101	170	131	148	105
ENSG00000240838	15450	307	208	212	74	241	283	207
ENSG00000120266	1850	64	183	103	129	108	148	112
ENSG00000229751	1350	32	23	21	26	12	28	25
ENSG00000222761	55650	919	1089	872	951	1502	997	1011
ENSG00000227997	28550	664	338	1102	605	899	865	422
ENSG00000147265	105700	951	1575	2055	2684	1611	2512	1857
ENSG00000164465	121800	1498	1858	1788	3629	3298	1660	3944
ENSG00000129486	500	5	23	4	3	4	12	13
ENSG00000219405	56600	2545	2093	1750	1663	1528	1720	1491
ENSG00000241463	114950	1956	625	2051	1779	1661	2611	2788
ENSG00000163733	2800	70	47	64	71	52	46	43
ENSG00000147689	78450	763	1334	790	1754	1403	1389	982
ENSG00000103468	173500	2979	1990	1549	2884	2365	2443	2983
ENSG00000222668	2050	58	56	40	23	47	39	18
ENSG00000157700	350	8	5	1	8	6	9	3
ENSG00000117315	4700	66	87	50	56	60	99	54
ENSG00000235761	1755650	37549	37421	41729	39121	41983	12502	44589
ENSG00000188642	14450	181	259	218	194	258	506	262
ENSG00000246703	1250	13	11	17	14	13	22	4
ENSG00000192102	3450	87	118	53	126	46	67	77
ENSG00000152867	550	12	18	24	31	16	25	10
ENSG00000206945	4250	90	54	81	58	70	53	38
ENSG00000201190	9700	184	136	185	171	152	80	162
ENSG00000249795	0	0	2	2	0	0	1	0
ENSG00000181496	22900	462	377	357	189	450	233	256
ENSG00000133587	147550	2027	3005	1812	3825	1620	2518	2654
ENSG00000160521	1900	74	104	114	101	142	81	69
ENSG00000124042	2250	71	39	67	96	76	88	53
ENSG00000205546	50100	1481	737	1204	1086	1144	1020	1100
ENSG00000111205	1150	12	35	8	16	8	33	14
ENSG00000228470	450	16	7	12	13	7	9	12
ENSG00000143449	1300	9	9	10	16	8	11	6
ENSG00000245952	2850	85	122	44	146	63	128	142
ENSG00000225868	26650	167	301	367	135	388	278	335
ENSG00000100093	9350	100	105	91	105	97	102	185
ENSG00000105836	18750	510	507	488	399	465	427	304
ENSG00000146740	56800	680	356	958	816	1346	554	850
ENSG00000116925	16400	369	153	292	667	236	237	342
ENSG00000144656	2500	29	28	18	19	43	27	24
ENSG00000200181	5200	63	159	87	134	60	142	122
ENSG00000104620	117850	1245	1541	2593	1105	591	2502	2041
ENSG00000168351	1200	20	22	18	51	13	45	15
ENSG00000145421	3900	66	72	65	126	58	72	95
ENSG00000183120	2850	104	72	49	11	62	60	68
ENSG00000172320	4450	99	78	113	45	103	143	69
ENSG00000134504	650	9	9	12	7	10	10	14
ENSG00000187219	500	14	11	21	8	8	12	14
ENSG00000235270	1112000	29131	43410	28840	37540	13126	36357	20144
ENSG00000209707	24150	1766	1108	833	1526	1108	778	1243
ENSG00000136934	1300	34	43	23	34	40	38	45
ENSG00000112679	5650	120	140	133	144	54	120	114
ENSG00000104771	23700	664	333	400	426	564	414	388
ENSG00000100287	3450	83	58	61	105	89	91	76
ENSG00000223740	60900	451	1477	304	1316	551	1253	601
ENSG00000106678	2550	11	43	27	11	36	69	35
ENSG00000221439	4200	50	44	49	54	68	68	70
ENSG00000162775	9250	62	104	177	137	146	92	91
ENSG00000166740	3050	54	26	61	59	55	79	72
ENSG00000171241	50	0	1	0	3	0	2	1
ENSG00000215490	9450	216	145	110	129	153	151	166
ENSG00000236571	35850	312	336	291	383	320	435	272
ENSG00000180141	22750	281	326	360	195	400	498	348
ENSG00000119126	1300	13	48	18	18	18	20	16
ENSG00000216581	18550	268	368	166	288	160	136	342
ENSG00000123976	9500	204	292	339	256	206	216	287
ENSG00000217990	250	5	5	8	4	5	4	3
ENSG00000222409	150	1	0	0	1	3	2	2
ENSG00000175226	27750	343	356	342	395	209	641	248
ENSG00000145756	1250	30	10	26	23	32	35	19
ENSG00000144270	55300	767	830	998	1238	976	1238	873
ENSG00000112542	360900	13164	7412	12155	7683	7776	13602	17294
ENSG00000201537	1550	43	39	63	44	35	52	45
ENSG00000159168	2450	36	45	23	53	41	34	37
ENSG00000180150	2950	135	134	119	109	158	158	112
ENSG00000135838	17600	440	412	380	612	377	332	888
ENSG00000208700	650	12	7	28	25	27	14	18
ENSG00000135288	75750	1758	2847	1522	1546	1231	1883	950
ENSG00000176984	61150	754	448	1001	1600	1576	1230	1097
ENSG00000220672	22750	636	390	561	423	320	649	393
ENSG00000156988	3250	64	63	55	78	38	42	30
ENSG00000194984	55050	665	1270	516	1326	837	719	913
ENSG00000117432	34900	772	657	1010	1432	1444	888	1139
ENSG00000150057	1150	12	14	22	8	21	14	14
ENSG00000150156	856200	11131	5656	8145	10856	7005	12034	19782
ENSG00000186572	5550	81	104	85	86	60	74	72
ENSG00000103252	9250	229	297	296	320	458	306	199
ENSG00000246909	1950	75	34	53	44	66	51	50
ENSG00000200103	11850	206	358	403	391	387	227	281
ENSG00000160165	60650	1347	2103	1924	1021	1684	1168	1048
ENSG00000170953	3250	17	54	41	26	18	25	26
ENSG00000178620	100	2	11	9	10	3	10	8
ENSG00000142224	2850	62	73	55	69	92	24	49
ENSG00000166678	800	7	5	4	10	14	14	4
ENSG00000147905	1800	26	24	36	50	18	63	25
ENSG00000186749	4750	75	130	107	79	119	107	121
ENSG00000147103	4550	131	122	226	124	131	128	114
ENSG00000173946	142550	1299	3857	1328	4139	2254	5160	3154
ENSG00000175279	1950	13	26	18	18	9	38	27
ENSG00000188569	20250	248	255	179	362	274	211	303
ENSG00000198606	4250	62	120	61	79	30	103	81
ENSG00000216335	74800	2113	1281	1279	2776	1952	1794	1960
ENSG00000245692	1840050	17912	14454	25270	30322	20652	25206	23294
ENSG00000233097	7200	271	263	289	283	196	314	258
ENSG00000242705	95400	5885	7727	3631	1951	1912	6459	5176
ENSG00000125728	3650	60	49	49	45	84	39	98
ENSG00000136583	200	6	5	6	5	3	6	5
ENSG00000132106	400	27	13	14	7	9	15	18
ENSG00000169878	500	6	9	4	11	9	9	1
ENSG00000144191	1850	14	15	28	12	13	18	52
ENSG00000164801	3550	70	60	70	78	44	83	98
ENSG00000155794	144950	2442	1580	1142	1014	1327	974	1134
ENSG00000207115	27550	619	592	299	506	868	811	507
ENSG00000152608	24650	422	542	501	404	455	379	423
ENSG00000182359	2450	77	92	58	51	57	87	72
ENSG00000159479	1350	54	32	23	22	23	27	31
ENSG00000101311	3800	218	151	148	231	219	164	178
ENSG00000160282	9800	180	245	219	115	290	160	143
ENSG00000113427	13750	201	203	224	333	286	293	231
ENSG00000116268	11250	282	200	345	273	335	242	300
ENSG00000232757	8350	138	120	125	157	56	132	119
ENSG00000110217	50	5	2	2	1	5	3	3
ENSG00000229486	600	14	25	4	13	19	31	26
ENSG00000202606	1150	44	24	18	21	35	27	18
ENSG00000110239	105850	3052	3589	5657	5607	2968	3592	2036
ENSG00000194923	1550	146	49	34	64	57	69	95
ENSG00000236724	47200	375	1467	345	1035	612	1019	328
ENSG00000178183	161500	2431	3936	2980	3758	3119	4372	2550
ENSG00000117132	9850	293	277	360	252	255	466	334
