gene_id	ctrl_1	ctrl_2	ctrl_3	treat_1	treat_2	treat_3
ENSG00000000484.7	2000	2900	2100	900	3600	4100
ENSG00000000485.2	4000	1200	1900	3600	2200	2600
ENSG00000000486.14	2500	2900	1200	2000	1700	2900
ENSG00000000487.17	1900	1600	1900	1600	1800	1900
ENSG00000000488.13	1800	1600	2900	1600	3500	2900
ENSG00000000489.14	2700	900	3000	3300	3100	2400
ENSG00000000490.10	1800	1900	1800	3500	1700	2100
ENSG00000000491.14	2700	1800	2000	1400	2000	2700
ENSG00000000492.11	2300	3100	1500	2100	1200	2700
ENSG00000000493.7	2500	2100	1900	3000	1400	3500
ENSG00000000494.9	4300	2700	1500	3500	1400	2900
ENSG00000000495.2	2700	2600	2800	2500	2800	1600
ENSG00000000496.7	1200	2900	1800	2400	1000	4200
ENSG00000000497.12	3800	2900	2600	2300	3200	2200
ENSG00000000498.16	2500	1700	2300	2000	1500	1100
ENSG00000000499.5	2100	2100	2100	2400	2000	2500
ENSG00000000500.11	1600	3000	2800	1600	3500	2100
