gene_id	SRR6200001	SRR6200002	SRR6200003	SRR6200004	SRR6200005	SRR6200006	SRR6200007	SRR6200008	SRR6200009	SRR6200010	SRR6200011	SRR6200012
ENSG00000010381	39	73	65	62	278	303	337	324	250	253	203	162
ENSG00000010382	8752	5230	6282	4232	6016	5334	5060	5301	4553	2769	3212	5668
ENSG00000010383	10	7	7	3	6	5	5	5	3	4	12	11
ENSG00000010384	70	34	60	49	58	81	53	49	58	84	93	65
ENSG00000010385	288	264	163	220	185	320	131	138	111	78	431	114
ENSG00000010386	69	109	118	58	115	53	91	34	54	112	64	59
ENSG00000010387	323	300	357	334	334	1160	508	1516	548	749	575	625
ENSG00000010388	128	226	150	216	114	125	140	96	177	159	153	123
ENSG00000010389	38	20	31	27	35	29	21	33	30	47	42	33
ENSG00000010390	2	0	2	3	2	0	1	2	2	0	0	1
ENSG00000010391	20	13	23	16	14	18	14	16	14	10	18	9
ENSG00000010392	3376	3062	4666	3120	6167	2438	2489	4804	4003	2071	2965	3855
ENSG00000010393	662	598	494	819	618	619	507	436	326	456	461	482
ENSG00000010394	2248	1505	1989	1629	1133	1711	2423	2076	1480	1421	1357	2030
ENSG00000010395	24	16	32	24	35	29	25	52	55	33	18	27
ENSG00000010396	91	58	52	74	91	79	104	83	44	59	48	62
ENSG00000010397	20	13	22	17	34	8	29	15	20	16	24	22
ENSG00000010398	310	223	258	162	614	1922	1511	966	691	577	753	372
ENSG00000010399	105	82	127	87	72	109	215	101	175	141	136	124
ENSG00000010400	483	309	257	287	357	264	207	203	442	131	457	241
ENSG00000010401	4509	4024	3997	4306	4686	5948	5527	3434	2621	6196	6471	2883
ENSG00000010402	14	27	28	18	37	20	16	13	24	28	30	22
ENSG00000010403	660	355	651	563	468	514	439	663	358	407	646	389
ENSG00000010404	5	3	4	7	7	16	4	9	4	8	7	4
ENSG00000010405	932	1052	470	1180	5577	5812	5198	4281	2564	2101	2892	2692
ENSG00000010406	43	38	35	74	211	202	482	143	96	123	75	173
ENSG00000010407	142	118	87	64	155	101	113	103	31	117	86	101
ENSG00000010408	130	74	162	182	224	170	155	159	189	104	236	204
ENSG00000010409	2554	3128	2247	3480	3630	1321	4049	2219	1788	2971	4058	1934
ENSG00000010410	139	143	75	101	135	79	113	197	71	132	108	70
ENSG00000010411	34	30	32	55	35	29	55	62	34	34	15	37
ENSG00000010412	22	7	8	10	3	10	4	10	8	10	18	9
ENSG00000010413	216	265	119	232	134	189	218	357	197	145	109	287
ENSG00000010414	27	13	19	11	14	19	13	27	23	18	10	25
ENSG00000010415	63	38	46	31	51	94	38	39	39	56	34	36
ENSG00000010416	107	113	121	59	150	118	116	126	108	151	227	107
ENSG00000010417	305	477	371	320	2690	1069	2016	2191	512	987	872	725
ENSG00000010418	40	29	20	33	29	18	28	20	16	20	23	42
ENSG00000010419	304	467	324	338	350	731	789	307	439	363	330	534
ENSG00000010420	3413	3204	3754	3964	2922	4419	3637	3526	6445	2860	4673	2643
ENSG00000010421	7	5	9	3	8	5	11	5	8	10	4	8
ENSG00000010422	2556	2074	1216	2236	6240	6807	5773	4486	3232	3092	2791	2646
ENSG00000010423	11854	8247	8373	8002	8578	8738	4099	4805	13998	9778	11071	10668
ENSG00000010424	21	26	23	52	34	20	46	29	32	53	33	20
ENSG00000010425	273	521	535	508	466	434	408	313	615	330	771	449
ENSG00000010426	3	6	5	3	10	8	12	6	2	11	6	6
ENSG00000010427	269	214	129	121	237	211	354	293	214	217	165	334
ENSG00000010428	85	58	54	44	60	101	70	39	66	72	58	145
ENSG00000010429	112	354	203	277	221	174	209	295	229	226	198	199
ENSG00000010430	26	17	11	13	24	36	4	17	23	15	20	22
ENSG00000010431	11	25	14	36	12	22	20	18	21	13	39	22
ENSG00000010432	57	47	54	47	51	64	45	46	35	76	14	29
ENSG00000010433	25	43	36	18	14	20	27	25	28	53	30	26
ENSG00000010434	24	36	66	10	18	45	46	37	41	40	27	42
ENSG00000010435	81	106	66	76	84	113	60	77	57	48	92	86
ENSG00000010436	12	5	10	5	12	9	7	12	8	12	15	16
ENSG00000010437	150	98	98	136	58	85	128	123	147	107	62	112
ENSG00000010438	296	252	424	274	304	384	334	227	161	419	302	185
ENSG00000010439	0	1	0	2	5	1	2	5	0	3	3	3
ENSG00000010440	124	265	133	153	77	189	223	168	122	108	115	123
ENSG00000010441	18	33	38	19	27	30	9	20	17	22	38	20
ENSG00000010442	10	17	9	8	5	9	8	9	4	14	13	9
ENSG00000010443	6	4	8	5	6	9	4	7	5	8	2	10
ENSG00000010444	39	29	13	42	26	9	26	13	18	29	26	13
ENSG00000010445	16	16	33	21	11	12	22	23	25	43	15	21
ENSG00000010446	96	249	227	231	205	88	180	128	198	313	285	224
ENSG00000010447	9	12	5	9	9	8	20	19	7	12	11	4
ENSG00000010448	1187	1045	1370	862	841	715	922	686	693	913	1020	604
ENSG00000010449	30	17	18	29	16	21	6	33	26	6	12	13
ENSG00000010450	301	155	272	351	303	600	285	635	521	463	526	525
ENSG00000010451	646	849	1024	910	1766	591	351	1608	777	1125	354	990
ENSG00000010452	12	1	9	6	5	11	6	9	7	5	12	10
ENSG00000010453	1002	864	598	1084	779	695	739	738	1007	635	1277	858
ENSG00000010454	6297	10124	8640	7126	8725	7729	6982	7378	9465	12710	8391	6159
ENSG00000010455	33	50	30	48	38	48	36	43	59	33	41	45
ENSG00000010456	177	677	627	198	301	1031	358	321	408	403	528	283
ENSG00000010457	72	84	132	101	448	122	292	350	167	149	99	261
ENSG00000010458	188	134	175	236	122	91	95	197	193	165	161	173
ENSG00000010459	125	83	75	94	249	310	225	380	224	150	190	146
ENSG00000010460	19	34	50	35	41	38	63	56	40	37	43	31
ENSG00000010461	465	394	514	583	941	674	162	490	595	715	295	422
ENSG00000010462	865	562	1166	722	803	593	600	405	1136	775	1140	688
ENSG00000010463	87	182	145	116	126	119	91	83	149	154	169	91
ENSG00000010464	3470	2817	2062	1118	2224	4099	2311	2379	2626	1514	2266	2705
ENSG00000010465	801	1252	1668	1435	1425	1231	990	1459	871	1173	1866	868
ENSG00000010466	829	869	568	928	697	327	341	482	413	736	440	387
ENSG00000010467	60	56	53	30	31	26	27	39	33	16	33	39
ENSG00000010468	6745	6424	3133	7530	7293	6331	7086	12119	7640	7459	4479	7260
ENSG00000010469	1169	1717	1522	1054	1133	2556	1670	2361	2889	1830	2261	2955
ENSG00000010470	0	3	4	2	6	0	0	1	2	2	1	2
ENSG00000010471	19	12	21	15	25	15	18	18	16	12	32	10
ENSG00000010472	45	17	45	53	52	39	38	31	23	47	55	52
ENSG00000010473	720	1525	1032	760	902	924	1135	1152	931	876	897	734
ENSG00000010474	1602	1438	2310	2276	1479	2174	1574	2120	892	2375	1050	942
ENSG00000010475	95	67	62	114	58	96	73	124	67	120	59	93
ENSG00000010476	208	333	198	190	243	223	249	98	309	262	211	243
ENSG00000010477	917	659	442	411	508	292	519	494	583	558	422	455
ENSG00000010478	10	4	19	13	9	15	16	9	16	8	17	20
ENSG00000010479	373	600	381	604	329	495	445	350	404	626	414	420
ENSG00000010480	50	81	152	90	297	289	256	238	259	83	318	172
ENSG00000010481	261	207	185	128	204	231	221	245	162	108	180	291
ENSG00000010482	69	205	82	134	71	200	102	200	264	54	148	88
ENSG00000010483	11	8	14	3	12	25	17	18	13	12	6	18
ENSG00000010484	37	17	21	21	20	26	17	16	9	14	17	17
ENSG00000010485	113	159	207	134	102	98	114	134	258	179	219	181
ENSG00000010486	231	138	197	156	159	117	200	122	146	187	262	287
ENSG00000010487	117	125	86	93	77	78	73	98	86	141	60	73
ENSG00000010488	875	1303	1358	534	2378	2509	1684	1757	966	1114	1515	1263
ENSG00000010489	58	95	76	77	99	75	42	39	81	34	87	90
ENSG00000010490	15	13	11	17	4	20	19	19	9	15	9	12
ENSG00000010491	69	33	104	55	77	58	96	83	73	113	111	78
ENSG00000010492	106	88	86	134	72	109	96	116	83	147	163	105
ENSG00000010493	169	125	120	95	79	115	127	129	115	84	71	267
ENSG00000010494	1600	732	2480	1884	1820	948	1778	901	1109	1036	1423	1512
ENSG00000010495	397	433	386	146	445	330	524	352	503	431	413	311
ENSG00000010496	1313	1501	1531	1322	859	1985	1343	1688	818	788	1343	978
ENSG00000010497	653	790	507	574	475	737	405	193	385	636	312	400
ENSG00000010498	163	159	100	82	51	76	82	66	131	142	149	83
ENSG00000010499	1243	1619	864	1521	1423	989	714	1447	2532	721	1206	853
