gene_id	SRR6200001	SRR6200002	SRR6200003	SRR6200004	SRR6200005	SRR6200006	SRR6200007	SRR6200008	SRR6200009	SRR6200010	SRR6200011	SRR6200012
ENSG00000145954	6800	212	196	259	206	135	142	322	166	141	103	265
ENSG00000220739	5300	144	98	145	97	87	119	163	149	112	116	85
ENSG00000104396	4050	75	86	146	82	71	60	84	65	104	121	92
ENSG00000212664	1100	23	17	19	84	103	60	72	43	33	41	31
ENSG00000237162	10500	241	313	144	230	192	141	148	103	157	182	266
ENSG00000210492	44050	668	980	595	446	617	460	855	540	414	582	492
ENSG00000228659	35050	997	655	724	1640	1955	1834	2306	1401	953	1342	1070
ENSG00000138742	2700	26	39	26	18	43	27	13	11	29	34	27
ENSG00000129291	28300	635	588	418	518	331	427	591	424	484	438	459
ENSG00000161878	14700	571	218	788	535	468	396	353	463	802	400	664
ENSG00000212606	950	31	31	22	31	40	40	15	23	17	26	26
ENSG00000134492	9100	528	499	355	642	548	296	411	190	381	637	509
ENSG00000100886	3300	60	78	213	132	93	92	69	143	72	79	73
ENSG00000163930	3250	63	50	37	51	120	102	51	77	44	71	55
ENSG00000109308	9600	350	283	265	180	163	202	171	205	230	288	371
ENSG00000124856	4200	119	103	120	89	101	115	101	137	154	163	81
ENSG00000185656	50	0	0	2	3	2	1	2	1	2	0	5
ENSG00000111042	15350	264	216	199	136	227	320	138	243	154	240	246
ENSG00000213957	1400	17	21	16	13	23	13	22	17	32	11	17
ENSG00000249718	1650	123	99	142	54	92	97	149	143	135	92	246
ENSG00000150955	26350	619	466	1052	896	726	603	649	426	631	438	572
ENSG00000213784	5700	85	90	107	400	347	359	398	245	125	342	120
ENSG00000228823	3250	56	40	81	67	62	54	46	40	68	59	57
ENSG00000174027	11950	204	201	208	159	167	178	129	338	227	121	203
ENSG00000206207	15650	431	524	308	452	920	455	209	337	344	311	339
ENSG00000188975	1450	47	49	38	16	47	27	18	39	19	20	17
ENSG00000142245	3450	31	32	60	24	36	34	35	35	57	26	36
ENSG00000136380	9600	491	416	338	300	516	276	348	359	520	390	422
ENSG00000185433	89000	3947	4584	4121	3068	3540	3601	4000	7652	3776	4470	3443
ENSG00000150011	5750	145	156	114	97	129	192	201	222	159	184	185
ENSG00000239047	9600	509	933	665	783	1110	804	1155	749	727	747	903
ENSG00000198856	800	35	23	27	53	40	23	41	37	30	48	22
ENSG00000237999	4250	114	95	151	175	136	214	79	130	171	108	99
ENSG00000233940	10800	180	165	220	93	301	164	171	168	131	215	110
ENSG00000215287	1000	10	9	12	5	21	5	28	11	12	19	11
ENSG00000155088	10550	172	198	141	161	141	171	295	122	170	211	224
ENSG00000110723	4850	132	70	56	110	129	148	92	69	159	138	96
ENSG00000236344	100	2	2	1	4	2	1	1	1	0	0	2
ENSG00000196574	8400	157	94	140	218	180	104	173	69	147	53	61
ENSG00000228063	11400	257	325	375	149	309	235	213	375	293	222	305
ENSG00000107656	12550	318	330	358	87	177	153	172	310	250	167	254
ENSG00000141082	20950	198	142	348	295	224	432	326	297	229	410	395
ENSG00000231427	500	18	16	18	16	15	16	9	19	15	5	8
ENSG00000157628	1600	22	29	30	108	143	173	97	85	64	58	103
ENSG00000141878	3950	66	96	84	105	109	54	110	84	59	67	146
ENSG00000172723	1450	23	7	39	19	24	38	20	17	16	30	26
ENSG00000195787	2250	75	55	48	17	46	52	54	45	62	58	68
ENSG00000100267	47550	2190	949	2736	1215	1555	986	1728	1249	1407	1168	1998
ENSG00000176881	1100	15	35	18	31	28	37	33	41	22	36	22
ENSG00000134758	3300	80	97	89	71	70	93	47	30	40	94	110
ENSG00000234505	218200	4167	7630	4455	6282	4763	3465	8300	3552	6928	5714	4324
ENSG00000245768	8700	98	60	167	111	144	140	165	94	123	40	126
ENSG00000185294	1200	8	15	14	7	10	9	7	17	16	1	21
ENSG00000233133	6950	197	388	287	233	354	328	222	183	177	176	169
ENSG00000200460	11050	179	106	170	271	159	195	274	247	243	154	248
ENSG00000138949	5000	153	213	183	730	612	567	1409	267	469	238	382
ENSG00000225951	250	4	14	2	4	4	7	1	2	6	5	4
ENSG00000124243	6300	200	238	263	172	186	199	302	301	308	234	307
ENSG00000191040	14450	270	179	357	303	340	290	258	308	189	235	161
ENSG00000235432	521350	7841	8992	7231	9160	9316	8292	9640	11158	8167	10355	6550
ENSG00000156648	33450	694	1045	775	442	409	589	751	533	782	890	872
ENSG00000234535	3850	41	54	38	97	60	66	40	47	73	87	45
ENSG00000247682	13500	269	148	372	180	151	222	209	223	278	318	337
ENSG00000116416	27900	715	1029	249	578	548	1196	538	362	394	618	868
ENSG00000215283	3300	146	150	170	100	166	63	198	128	149	149	131
ENSG00000249396	6950	168	190	225	67	162	204	88	140	105	201	229
ENSG00000240910	162300	1962	2130	3251	2884	2586	2907	2189	3147	1721	2679	1405
ENSG00000143425	24550	484	502	205	541	595	398	385	573	569	607	584
ENSG00000149474	31700	303	375	594	725	324	343	488	463	319	461	612
ENSG00000158568	1700	35	35	37	95	84	107	95	41	47	32	81
ENSG00000200511	19950	316	543	334	666	288	213	489	405	466	382	539
ENSG00000172975	350	1	5	5	5	5	12	1	4	0	4	3
ENSG00000153815	103150	2860	2415	1700	1551	1785	1131	2080	2624	1596	1787	1838
ENSG00000211651	3900	50	72	29	111	55	56	40	104	143	63	73
ENSG00000158066	18400	526	793	594	475	448	486	477	666	563	600	682
ENSG00000241823	71200	2122	2272	3597	2643	3000	2308	2779	3024	1499	2193	2836
ENSG00000209590	1400	32	23	19	12	16	27	22	20	11	28	21
ENSG00000245349	33300	937	2159	1514	6513	8065	7167	2927	5121	5278	1842	5969
ENSG00000199915	23650	205	272	300	359	203	286	160	473	289	195	196
ENSG00000180086	104950	2244	1229	2534	1882	2080	2079	1673	406	1802	1072	1408
ENSG00000210338	2550	46	147	84	124	123	70	139	92	59	82	105
ENSG00000235853	1650	35	33	98	46	31	45	54	9	72	53	30
ENSG00000103588	157300	3920	1729	2746	2306	1322	2260	2461	2082	3744	2341	3100
ENSG00000127827	30400	560	408	328	452	577	387	331	385	534	592	224
ENSG00000189098	10950	350	211	215	194	125	151	185	100	330	273	184
ENSG00000146866	700	19	26	18	23	16	24	25	14	19	17	28
ENSG00000128950	145200	2952	2664	2438	3750	1277	2350	2717	3593	2800	2470	2039
ENSG00000208334	5500	70	76	97	75	109	141	99	71	81	86	53
ENSG00000245291	3000	134	80	208	80	123	175	100	93	148	163	129
ENSG00000205552	2450	59	41	59	53	76	46	39	43	70	40	30
ENSG00000173607	11650	192	291	179	215	107	196	193	235	103	219	148
ENSG00000216992	29400	793	448	637	514	605	815	707	713	591	590	665
ENSG00000118496	5150	210	131	79	94	150	217	82	110	178	159	184
ENSG00000153565	5500	179	160	223	108	131	107	109	102	125	186	142
ENSG00000206863	5950	50	85	45	24	36	58	29	39	46	85	73
ENSG00000139804	166050	3233	4367	2745	3768	3713	5197	2306	2102	6569	2239	3239
ENSG00000152471	350900	3194	1386	6549	6064	6587	7695	3270	5079	3689	3806	5521
ENSG00000213476	4050	101	158	93	62	97	145	101	57	92	167	54
ENSG00000136546	1350	43	39	61	25	23	23	33	29	45	38	29
ENSG00000180420	10150	123	361	312	251	322	405	278	249	236	307	321
ENSG00000231490	500	14	8	12	4	10	8	6	13	7	7	14
ENSG00000171197	17050	281	325	369	310	492	372	371	447	344	233	268
ENSG00000192590	19800	183	336	383	224	346	384	215	459	217	189	325
ENSG00000220437	11200	254	190	298	266	243	255	295	259	346	206	194
ENSG00000214612	295900	4180	3420	5158	3704	3017	3435	3810	3444	4339	2616	4545
ENSG00000217188	247150	4684	8623	6931	7429	5059	2884	7436	6962	7152	5707	5964
ENSG00000198072	29350	564	465	430	606	519	382	315	376	446	385	632
ENSG00000164701	3850	69	74	77	47	81	59	95	59	52	64	102
ENSG00000130049	60500	1461	1247	1255	1859	2214	1472	1765	673	640	1365	1275
ENSG00000167201	39800	2207	1746	2617	1995	2459	915	903	1026	2152	1820	2131
ENSG00000181396	1450	20	11	18	14	21	15	17	12	19	16	11
ENSG00000210503	1500	63	36	10	208	175	315	153	78	43	131	62
ENSG00000150028	5200	129	70	99	85	96	126	191	178	105	86	60
ENSG00000122996	250	7	10	9	10	4	11	3	6	7	3	2
ENSG00000130682	500	14	18	14	15	15	12	17	17	26	22	18
ENSG00000105012	172450	5316	4919	3483	4834	4555	5858	4374	3085	4621	3740	4526
ENSG00000132121	900	10	5	5	10	11	16	14	6	22	14	10
ENSG00000244484	56650	1140	1087	1610	1067	1176	681	427	1230	873	949	522
ENSG00000194746	2300	31	26	39	44	27	42	46	35	17	49	27
ENSG00000144013	79650	942	597	1441	1022	529	1743	879	1084	1156	1188	2025
ENSG00000116515	28600	290	197	371	227	265	373	322	312	172	428	421
ENSG00000163639	36250	441	1154	980	1676	1910	1598	874	1097	1210	1021	1527
ENSG00000140092	700	7	4	7	12	7	2	19	9	11	6	12
ENSG00000112987	14050	422	255	256	391	283	178	366	386	400	354	267
ENSG00000236902	4100	69	28	60	47	49	61	89	82	61	30	51
ENSG00000216138	46050	650	663	593	741	1103	1640	600	1080	741	1044	1267
ENSG00000186119	23100	775	873	771	668	560	947	631	1045	654	805	545
ENSG00000112674	10300	275	325	216	349	187	337	255	308	254	259	199
ENSG00000164898	6400	101	197	142	70	151	191	149	124	104	143	191
ENSG00000116924	10350	242	181	176	123	132	210	119	225	186	139	304
ENSG00000236621	13300	275	321	396	264	479	328	151	426	268	321	431
ENSG00000147049	6900	78	46	67	59	74	28	70	69	111	52	120
ENSG00000170829	5000	70	72	82	83	80	116	41	74	41	52	85
ENSG00000184319	1900	59	51	47	61	54	62	80	34	40	53	59
ENSG00000170434	1450	11	17	23	36	13	18	18	17	29	19	26
ENSG00000170833	90350	1430	2166	1389	1257	1331	1837	1437	1314	1050	2056	1560
ENSG00000225800	600	20	4	10	29	61	21	18	24	19	26	27
ENSG00000229589	77750	2282	3372	1720	3721	2377	3055	2617	3140	3050	2914	2991
ENSG00000115453	27500	1033	933	561	266	1349	631	585	795	755	773	576
ENSG00000123616	100	4	3	3	6	4	7	9	13	4	4	2
ENSG00000208832	50	9	4	4	5	5	1	4	1	1	6	3
ENSG00000166644	8400	125	71	82	594	556	798	1284	396	577	325	357
ENSG00000231287	500	33	14	23	24	17	15	17	29	20	14	19
ENSG00000122077	14200	311	235	263	240	189	131	257	224	437	213	141
ENSG00000191563	44400	1269	634	1276	733	1276	764	861	972	637	1317	963
ENSG00000100942	18700	313	310	284	160	255	218	203	412	324	372	405
ENSG00000242871	6150	81	131	95	109	104	77	111	135	101	138	188
ENSG00000141106	11250	84	80	139	106	116	97	108	70	123	168	89
ENSG00000169791	205850	4755	3668	3001	4153	3470	3925	1436	2171	3023	2477	5075
ENSG00000218253	5250	88	39	52	94	85	88	77	80	40	45	78
ENSG00000118618	185650	5742	3448	5105	7865	5614	4523	4929	4993	3707	6323	5068
ENSG00000124460	530600	8673	6246	14180	11250	12424	13576	7630	12021	12437	7101	8549
ENSG00000203573	2900	70	75	81	82	49	94	74	103	81	74	157
ENSG00000223551	8500	292	145	357	160	441	263	408	490	241	283	216
ENSG00000101944	233650	3886	3772	5130	4096	10272	4718	6894	6916	3764	4952	6153
ENSG00000165389	2100	56	51	44	39	48	62	39	61	54	48	46
ENSG00000171541	17850	371	282	241	302	407	468	259	314	365	543	536
ENSG00000200834	33700	1825	1343	1105	1744	1878	1229	1315	1349	851	1803	2158
ENSG00000209120	900	19	40	37	12	19	32	28	22	38	32	20
ENSG00000173236	17800	280	438	358	429	436	426	168	379	383	250	912
ENSG00000249379	10550	265	424	278	255	379	245	399	174	419	132	331
ENSG00000161549	2800	40	71	47	99	608	163	322	94	170	119	69
ENSG00000246043	222700	4011	2697	3852	2651	3296	6577	2142	4090	4641	2307	4327
ENSG00000174929	8550	158	132	142	193	116	92	141	78	125	141	156
ENSG00000232624	923200	10250	13721	15246	24573	11498	25813	16503	15591	28804	11594	19169
ENSG00000215825	28900	563	522	558	4132	3644	1585	2390	1260	1584	1443	1513
ENSG00000156566	1600	59	33	56	58	58	51	51	80	70	115	33
ENSG00000227274	14500	413	417	254	461	251	241	422	270	294	272	322
ENSG00000138159	2650	20	68	35	141	155	102	155	104	52	125	154
ENSG00000199554	63650	913	508	1222	1308	740	462	1125	843	1170	787	1119
ENSG00000221781	54600	902	941	1284	636	499	669	885	1013	897	406	685
ENSG00000181786	850	13	19	15	89	66	94	103	34	50	17	48
ENSG00000206697	7950	94	96	138	88	110	66	83	89	139	86	85
ENSG00000228551	20700	435	338	281	2644	1074	1392	2204	982	995	1244	1133
ENSG00000200165	9150	170	121	303	241	119	186	188	298	200	285	110
ENSG00000101878	1950	32	31	19	31	28	13	42	26	23	24	22
ENSG00000201410	91900	1638	1837	2091	787	1376	2136	2623	1777	877	1247	1433
ENSG00000205259	131500	2189	1823	2771	1922	4179	2265	3049	3046	3076	3446	3848
ENSG00000236387	450	11	13	13	3	13	22	9	11	9	7	17
ENSG00000115111	184900	2635	2955	3768	3297	2877	4507	4464	3260	3415	4121	2574
ENSG00000241047	250	3	2	1	3	4	2	4	3	5	5	3
ENSG00000206295	4800	51	142	181	857	639	583	668	209	259	316	274
ENSG00000120777	3350	64	50	30	50	62	50	46	40	102	28	52
ENSG00000137201	2300	70	94	63	39	88	61	94	80	65	40	30
ENSG00000113465	23000	205	180	409	1484	1658	930	658	509	498	361	581
ENSG00000229085	1300	17	14	15	15	21	8	20	32	10	30	21
ENSG00000174734	7350	91	163	124	164	108	149	219	122	147	126	238
ENSG00000218082	269550	4858	4514	2693	13214	20715	38820	13456	4975	11075	15302	7423
ENSG00000172391	30350	325	626	318	661	314	529	519	484	493	440	362
ENSG00000230046	173700	2762	3676	3600	13085	5621	10131	13096	4342	5917	6792	7680
ENSG00000129781	32650	1030	1501	1488	965	769	500	693	533	1587	996	858
ENSG00000247143	400	0	6	7	8	11	9	15	8	16	2	5
ENSG00000162550	172450	3761	3040	5131	33365	26450	22382	36416	15140	15356	7543	11783
ENSG00000100651	40900	1119	1744	718	1215	448	529	1591	1112	1129	878	1009
ENSG00000108228	38050	607	889	914	403	547	441	1006	850	632	777	704
ENSG00000216309	4450	97	78	95	104	102	74	91	99	105	90	147
ENSG00000221766	1950	68	97	120	72	112	93	61	55	62	74	51
ENSG00000153750	1050	13	29	22	23	18	26	12	40	19	53	46
ENSG00000185736	9850	61	139	64	95	137	177	187	272	78	96	121
ENSG00000113693	11550	183	274	302	207	184	357	231	149	239	263	299
ENSG00000178098	6650	150	169	220	147	217	126	128	106	106	133	229
ENSG00000155368	5200	78	154	42	124	160	135	107	150	99	65	190
ENSG00000153878	250	1	9	6	3	4	2	3	5	4	1	5
ENSG00000122726	2200	35	53	32	31	47	38	46	70	36	24	63
ENSG00000123395	1500	89	39	35	170	131	142	200	55	124	55	58
ENSG00000173259	19100	539	220	437	944	1089	1439	1332	1261	697	365	564
ENSG00000208699	4300	92	108	95	68	83	32	69	72	85	71	80
ENSG00000190955	3550	99	91	90	122	118	70	113	70	100	51	85
ENSG00000240525	3400	167	360	103	862	922	808	921	245	602	414	298
ENSG00000234099	1900	83	70	61	60	73	86	52	36	40	73	43
ENSG00000195045	6450	116	47	84	101	160	97	83	80	54	82	71
ENSG00000189656	104650	1560	995	1007	1309	1102	2882	915	1066	1261	1271	1295
ENSG00000175511	5100	110	99	186	157	179	129	79	134	92	145	91
ENSG00000238787	1800	36	19	33	43	29	25	36	22	13	15	38
ENSG00000105381	19050	608	763	737	581	326	889	382	574	421	412	815
ENSG00000159043	36150	722	1050	850	950	743	872	473	983	599	685	937
ENSG00000240205	27650	769	215	478	527	558	789	437	749	626	489	842
ENSG00000241463	850	16	22	9	20	15	20	6	18	23	20	22
ENSG00000235761	41800	1538	1038	946	1420	933	900	1153	833	1995	1277	828
ENSG00000117841	13250	344	181	148	150	183	176	197	193	169	184	218
ENSG00000163488	10750	199	175	219	334	191	191	149	175	150	178	219
ENSG00000143158	4300	207	248	241	217	109	255	105	116	130	188	321
ENSG00000193613	25850	339	301	454	344	386	585	391	371	430	410	583
ENSG00000165882	15800	718	441	527	479	461	632	474	481	547	748	308
ENSG00000179887	64100	2089	1719	4461	14524	14234	11074	13408	2918	6194	6115	6774
ENSG00000235297	9150	370	305	407	1198	1122	1026	1196	576	966	708	525
ENSG00000153115	4900	180	185	183	139	157	152	122	163	120	130	120
ENSG00000201160	49800	1169	816	656	646	668	670	833	486	725	515	528
ENSG00000175333	5750	71	191	132	145	117	183	181	89	148	205	90
ENSG00000228470	37950	1454	1450	2109	889	2144	2050	1297	834	915	1764	1503
ENSG00000197932	17000	314	429	238	247	142	307	305	171	134	267	282
ENSG00000173813	38700	608	696	379	747	984	455	1228	1237	858	1091	1197
ENSG00000245952	3950	51	33	66	63	60	63	57	82	28	69	50
ENSG00000225868	76100	1400	921	567	2627	1789	762	708	984	1546	1306	1602
ENSG00000240522	31400	463	546	625	563	761	633	378	726	427	586	333
ENSG00000182584	1150	29	41	65	35	40	38	50	41	46	58	22
ENSG00000107943	4550	99	86	82	97	142	143	40	47	48	54	103
ENSG00000132270	11950	163	161	285	407	165	148	129	363	256	126	182
ENSG00000159455	650	12	11	14	3	10	21	12	10	14	11	29
ENSG00000101926	700	21	26	11	11	16	30	29	13	12	20	31
ENSG00000132719	22300	427	492	502	504	462	324	406	224	456	143	659
ENSG00000151963	20450	335	441	600	391	638	454	526	434	407	401	480
ENSG00000221318	114900	1691	3483	3679	10958	6799	6404	6345	4866	2517	5250	6874
ENSG00000146740	450	21	10	10	11	18	15	6	14	13	30	9
ENSG00000147860	5400	61	42	96	59	60	59	104	87	71	120	82
ENSG00000133357	100	3	5	3	6	2	3	2	4	2	6	2
ENSG00000180362	352150	3923	4623	4026	8560	6956	8320	4008	3083	4791	4173	6542
ENSG00000112301	500	9	11	13	13	21	5	10	15	8	5	19
ENSG00000180898	8350	130	123	102	483	754	319	248	248	225	187	156
ENSG00000104620	367950	5394	6123	9173	9121	17151	7231	7192	5676	6713	9316	10925
ENSG00000187360	80650	2442	2386	4880	2764	4095	2681	3640	2152	3122	3862	2278
ENSG00000140585	1800	20	49	54	112	131	168	150	44	63	72	100
ENSG00000214444	528700	14727	14988	14775	46270	62108	34634	66320	31245	33162	29626	28180
ENSG00000133979	35100	501	562	605	399	555	365	518	254	486	427	277
ENSG00000208193	400	22	27	12	226	93	87	60	39	45	38	48
ENSG00000105332	12650	349	251	231	1055	1304	1121	1516	937	740	338	527
ENSG00000235284	23700	444	438	489	886	753	711	615	558	454	708	1065
ENSG00000210214	34700	1060	456	622	878	468	330	532	599	640	651	473
ENSG00000246785	50	4	3	4	2	1	2	6	5	3	6	2
ENSG00000104771	305650	4448	5452	7747	6171	5188	5415	5968	3468	6378	5957	7147
ENSG00000215118	100	4	6	5	5	6	13	7	7	12	7	12
ENSG00000166492	6200	100	160	107	100	119	108	164	48	113	143	143
ENSG00000179373	165000	2746	3959	2679	3015	2561	1572	2537	2383	1886	3532	2992
ENSG00000173412	9100	220	333	525	1003	1030	1634	2544	934	617	692	666
ENSG00000159048	8800	277	200	135	107	132	233	210	200	107	209	139
ENSG00000126449	5100	40	46	23	42	46	26	39	72	57	50	61
ENSG00000137937	23500	505	375	567	549	681	498	514	516	802	588	373
ENSG00000166388	100600	4062	1904	1743	20378	8798	12849	11996	6246	2329	6238	4864
ENSG00000131450	2150	71	43	45	55	72	58	84	54	41	75	59
ENSG00000180141	23750	339	509	505	307	291	401	330	268	508	311	387
ENSG00000143329	7500	100	77	58	50	51	78	115	63	88	42	101
ENSG00000233606	3450	103	79	53	90	103	49	41	86	82	59	107
ENSG00000215388	150	3	5	2	5	1	2	9	1	3	5	3
ENSG00000151001	13950	215	450	204	261	338	430	182	248	326	245	500
ENSG00000199992	72100	990	1831	1438	989	916	955	1197	1082	774	1214	1748
ENSG00000123976	10900	61	126	120	100	164	124	129	98	74	148	71
ENSG00000206626	91200	2017	874	1471	1274	2522	524	908	1532	2105	512	1796
ENSG00000215291	12000	369	409	434	361	250	266	323	184	192	207	225
ENSG00000208901	100150	2988	2081	2913	2248	2308	2292	950	2753	1682	2191	1434
ENSG00000126782	11250	192	141	163	208	231	309	287	99	191	431	189
ENSG00000124603	3750	109	36	38	195	482	472	392	222	147	225	175
ENSG00000248030	3700	122	111	61	111	56	26	34	92	70	63	62
ENSG00000130083	8500	279	123	340	274	244	264	238	110	200	277	277
ENSG00000174388	10900	393	195	344	137	343	210	385	386	311	347	322
ENSG00000159018	2950	36	28	65	18	25	45	35	45	36	45	30
ENSG00000188835	4750	146	109	137	77	151	244	124	189	147	69	106
ENSG00000106468	1000	10	14	14	24	18	13	17	15	12	20	19
ENSG00000118630	650	13	19	11	10	7	9	11	22	9	13	16
ENSG00000178017	26700	684	662	385	626	497	659	1027	525	636	373	296
ENSG00000232169	14950	318	412	416	446	631	360	424	349	215	244	356
ENSG00000235742	56600	424	1041	841	3203	8418	4636	5067	2146	1955	2111	1060
ENSG00000159760	17150	393	223	142	315	179	246	199	245	188	197	395
ENSG00000142902	10400	355	292	333	161	316	238	255	184	275	481	303
ENSG00000208206	423600	7702	4666	6476	17130	26505	29722	23678	11130	10447	14908	15404
ENSG00000176696	1700	32	28	57	94	201	158	156	70	55	130	82
ENSG00000184366	9650	218	467	295	507	190	354	289	111	167	280	324
ENSG00000117432	187600	2986	2934	4542	2261	3138	2898	6836	2939	4982	4591	2312
ENSG00000166614	542200	10100	7029	7856	19287	7560	10290	14218	9793	11228	12404	7527
ENSG00000168717	26950	332	658	764	237	561	561	610	614	459	383	616
ENSG00000165094	8650	231	158	108	178	114	167	103	150	128	155	121
ENSG00000100852	1450	44	22	17	25	23	39	19	33	19	15	25
ENSG00000246909	6150	132	112	133	145	208	150	92	196	86	177	115
ENSG00000214430	9900	316	210	249	238	219	203	280	207	193	198	236
ENSG00000221833	9000	186	120	289	167	152	306	168	180	159	92	191
ENSG00000239192	22900	702	331	333	2509	1974	1162	3144	1345	1083	827	568
ENSG00000204172	39250	277	584	403	659	791	639	563	655	477	505	654
ENSG00000248282	4450	59	109	72	208	351	530	320	158	175	111	136
ENSG00000167874	1950	23	23	34	31	28	30	41	37	36	35	43
ENSG00000173946	2950	76	113	102	85	127	162	140	52	134	144	103
ENSG00000145414	10600	461	269	266	659	515	489	559	569	391	244	482
ENSG00000175279	149700	4607	3710	5380	3719	6088	3741	2203	1732	5713	6146	8486
ENSG00000201741	450	6	8	6	9	5	6	9	7	2	2	16
ENSG00000216335	82850	1369	2353	1037	6147	6233	5993	7227	3144	4282	2858	2613
ENSG00000217515	3800	68	99	49	102	105	205	135	66	108	63	127
ENSG00000169878	96400	2061	1813	1502	2748	1573	2559	1205	2580	1488	1119	1008
ENSG00000210988	470650	10941	7962	3892	19629	32663	21683	30430	9524	13339	4085	9270
ENSG00000176308	14650	522	464	516	1546	2279	1410	2725	1204	744	982	702
ENSG00000144103	1000	11	16	8	14	15	39	34	19	19	30	21
ENSG00000186660	3250	83	176	92	87	63	113	64	83	58	39	76
ENSG00000110296	7050	472	265	384	1442	1686	1265	1173	778	603	1315	601
ENSG00000192816	3700	40	80	103	80	85	89	32	177	32	139	41
ENSG00000115913	8900	168	219	231	183	235	159	123	189	181	234	166
ENSG00000107854	1950	65	60	37	63	17	52	55	39	28	46	24
ENSG00000127955	8300	104	104	157	132	134	135	95	108	164	81	76
ENSG00000113427	2300	39	50	49	57	58	39	58	57	61	40	42
ENSG00000134395	34200	1679	542	1258	1248	980	1207	808	549	661	640	935
ENSG00000133784	26300	257	249	344	221	277	219	289	339	282	293	333
ENSG00000142265	38050	269	1321	344	1242	619	494	359	475	716	777	942
ENSG00000214480	200	2	7	3	8	9	3	13	10	6	7	4
ENSG00000183600	3550	54	42	74	72	100	105	77	53	25	36	98
ENSG00000102687	800	19	34	31	41	53	44	28	70	44	22	33
ENSG00000124538	5750	102	70	78	76	71	81	22	109	61	54	56
ENSG00000180406	1550	34	32	21	24	34	17	45	41	28	29	15
ENSG00000132226	2400	59	42	40	20	56	49	36	65	37	57	18
ENSG00000169933	207450	2152	3252	4469	3103	3681	2415	3479	2332	3467	1589	3406
ENSG00000132599	6600	109	67	112	59	116	90	116	121	133	55	52
ENSG00000173050	450	14	34	17	7	20	19	6	19	20	12	14
ENSG00000215494	3750	57	173	94	57	88	66	78	102	102	163	78
ENSG00000143569	403400	13771	23039	7448	15609	12725	10176	12831	14746	21452	13059	18109
ENSG00000145398	50600	569	506	388	645	740	727	459	616	919	592	480
ENSG00000159036	1100	32	47	34	36	21	24	24	31	35	16	35
ENSG00000136507	3500	129	74	64	48	131	133	71	91	88	85	71
ENSG00000217949	10000	117	195	111	173	154	186	241	193	100	133	147
ENSG00000184286	9500	236	234	256	207	207	208	182	147	161	143	199
ENSG00000106339	250	1	5	4	4	6	2	6	1	8	4	15
ENSG00000205378	1950	51	10	24	23	46	14	26	17	26	33	19
ENSG00000243887	3850	86	199	141	70	126	164	68	126	184	122	269
ENSG00000244499	250	10	5	8	5	1	9	4	4	6	3	6
ENSG00000238801	7150	107	81	249	116	69	138	128	54	181	157	160
ENSG00000125634	11550	164	160	109	164	110	211	104	223	210	264	180
ENSG00000229053	25350	820	768	422	712	538	648	838	390	819	697	775
ENSG00000219573	111950	1133	1331	1237	1838	1563	1555	852	1413	1201	1806	1064
ENSG00000199627	5950	92	85	187	447	462	265	466	318	311	215	277
ENSG00000189543	7000	230	316	282	187	252	215	161	235	125	275	346
ENSG00000232851	36350	453	532	600	2290	2844	3677	3508	1053	1252	530	2091
ENSG00000113489	36950	734	1018	770	766	893	740	1138	1546	1110	1455	1509
ENSG00000194276	9800	235	243	211	218	207	132	122	131	250	127	395
ENSG00000124940	1400	39	26	58	13	55	47	30	44	27	47	50
ENSG00000132217	14550	599	720	380	570	387	466	634	485	776	462	861
ENSG00000240330	45050	846	828	727	775	925	428	776	985	1585	984	634
ENSG00000240915	14250	276	157	120	167	202	272	263	199	158	426	155
ENSG00000202701	19950	497	798	559	732	547	545	481	281	369	592	392
ENSG00000122057	105450	2103	3344	3802	4492	3747	2826	3177	1659	4383	4619	3308
ENSG00000221877	2750	63	30	54	86	49	71	87	36	23	49	63
ENSG00000215550	1950	37	41	34	44	55	41	36	63	61	22	56
ENSG00000129270	1000	25	28	21	33	40	13	38	27	34	37	20
ENSG00000155872	16100	540	369	448	274	561	317	455	285	210	398	208
ENSG00000227162	34500	1371	531	1214	5888	3666	4623	3334	2534	2456	1640	1696
ENSG00000112250	2850	50	39	53	46	69	65	82	78	53	53	80
ENSG00000216913	336650	3164	3940	4881	5262	5490	3980	5204	4767	3673	4654	4446
ENSG00000156400	4450	79	83	46	32	81	51	30	49	44	50	54
ENSG00000234420	16200	235	237	243	296	387	205	413	170	178	336	126
ENSG00000137250	7200	89	97	123	179	128	95	132	114	73	191	138
ENSG00000158253	50050	2434	2206	3427	3341	1507	1915	1763	2354	2314	3079	2727
ENSG00000211226	2000	79	61	53	73	46	49	79	94	69	54	46
ENSG00000189039	343750	2235	5141	3043	3877	4475	3972	3677	1741	4656	3135	4633
ENSG00000114292	5000	75	97	164	89	75	103	113	161	189	77	85
ENSG00000157481	800	6	15	13	22	7	12	10	12	22	15	22
ENSG00000200090	3100	67	45	67	78	58	62	132	65	52	47	44
ENSG00000102646	4300	124	197	81	149	122	86	85	164	127	144	124
ENSG00000167124	366900	4324	4951	4004	6862	3927	3632	5172	4817	4079	2828	4352
ENSG00000217102	4700	117	71	52	95	61	70	67	49	93	108	69
ENSG00000236046	9350	200	98	139	160	219	133	140	158	135	90	125
ENSG00000226217	513900	11352	16628	6837	9238	14163	6520	5726	8558	10789	12894	7776
ENSG00000242947	14000	291	225	213	301	326	265	245	182	256	219	108
