gene_id	SRR493366	SRR493369	SRR493370	SRR493371
ENSG00000172005	54	71	61	78
ENSG00000114942	2991	633	1805	2228
ENSG00000216866	8	12	11	8
ENSG00000229713	7	15	13	3
ENSG00000189462	890	928	642	351
ENSG00000174235	3	2	4	1
ENSG00000123758	312	341	473	366
ENSG00000109609	40	83	60	57
ENSG00000236028	4	4	9	4
ENSG00000165676	30	110	100	65
ENSG00000228615	18	28	16	45
ENSG00000184103	123	225	314	129
ENSG00000186172	277	456	290	432
ENSG00000112156	2697	3973	2867	3450
ENSG00000201304	209	187	115	181
ENSG00000128974	135	195	357	101
ENSG00000210726	35	41	72	70
ENSG00000109227	128	175	174	226
ENSG00000152788	1245	498	1281	870
ENSG00000223025	0	5	9	3
ENSG00000229974	450	429	343	499
ENSG00000248950	60	30	19	44
ENSG00000103373	212	94	164	110
ENSG00000206204	127	303	295	350
ENSG00000141873	601	710	514	876
ENSG00000214795	223	352	224	245
ENSG00000175947	41	64	74	90
ENSG00000148474	248	121	197	344
ENSG00000200055	123	155	161	118
ENSG00000106104	48	85	111	115
ENSG00000142921	199	185	192	254
ENSG00000116904	270	1607	546	975
ENSG00000239030	277	165	198	207
ENSG00000211417	135	234	285	98
ENSG00000180293	14	14	11	5
ENSG00000107558	119	172	124	82
ENSG00000214954	3	2	7	4
ENSG00000179140	1191	432	429	518
ENSG00000203251	28	25	29	24
ENSG00000180958	4795	2191	1543	2407
ENSG00000227647	42652	59746	45103	78860
ENSG00000165710	76	65	62	60
ENSG00000117328	1870	2338	2152	1702
ENSG00000112538	173	307	300	426
ENSG00000221044	69	49	66	61
ENSG00000223343	36	31	36	9
ENSG00000224368	565	452	448	614
ENSG00000137064	2802	2035	2370	1975
ENSG00000106741	476	300	351	390
ENSG00000219392	7	0	7	3
ENSG00000169616	29	3	16	16
ENSG00000231082	89	56	104	82
ENSG00000103429	1907	1013	2999	2171
ENSG00000104180	372	313	192	204
ENSG00000190946	226	207	485	457
ENSG00000223274	1771	2520	2260	1180
ENSG00000109712	83	92	76	158
ENSG00000219114	94	66	106	207
ENSG00000222202	151	167	56	59
ENSG00000206231	5	6	6	1
ENSG00000183226	354	484	489	310
ENSG00000172980	565	318	283	359
ENSG00000232373	1859	1561	571	1220
ENSG00000124830	9	23	9	4
ENSG00000236891	16	17	10	38
ENSG00000209355	463	937	934	1010
ENSG00000210928	771	311	239	259
ENSG00000188765	910	1912	2170	2629
ENSG00000232506	26	24	34	25
ENSG00000146312	163	193	250	251
ENSG00000224779	42	29	17	35
ENSG00000196771	319	428	154	267
ENSG00000140057	57	87	63	39
ENSG00000129795	342	488	409	401
ENSG00000152531	1073	838	1123	876
ENSG00000217757	425	569	670	558
ENSG00000164226	2	5	4	5
ENSG00000200082	929	1000	1087	1042
ENSG00000223224	222	394	249	303
ENSG00000208333	18	26	16	21
ENSG00000247345	24	33	33	11
ENSG00000198443	157	166	304	128
ENSG00000236170	736	376	343	572
ENSG00000111732	52	36	80	38
ENSG00000135820	6	7	1	4
ENSG00000128246	441	315	239	120
ENSG00000172419	161	202	250	218
ENSG00000162333	13230	20068	13940	21204
ENSG00000173711	8	16	9	4
ENSG00000157513	32657	14082	24744	17232
ENSG00000109585	5546	4224	4052	4668
ENSG00000130162	227	398	249	320
ENSG00000217212	6927	3559	6204	6539
ENSG00000133303	138	123	175	284
ENSG00000232341	988	783	1663	990
ENSG00000148035	22	25	41	35
ENSG00000206982	198	198	134	122
ENSG00000226578	28	24	18	24
ENSG00000219366	11	8	6	14
ENSG00000162311	200	117	105	155
ENSG00000127612	54	33	55	40
ENSG00000108518	556	334	305	365
ENSG00000194455	1455	1630	3106	1831
ENSG00000238663	132	145	158	127
ENSG00000158980	136	148	243	209
ENSG00000132518	199	215	92	122
ENSG00000156470	7	2	3	5
ENSG00000107562	339	439	224	196
ENSG00000164197	199	171	133	136
ENSG00000222334	179	136	152	160
ENSG00000146169	25	19	15	26
ENSG00000245040	5	3	3	6
ENSG00000141356	145	63	86	47
ENSG00000149803	433	229	169	539
ENSG00000173582	2760	1921	1888	2247
ENSG00000190746	1002	520	1133	1297
ENSG00000243178	4834	3426	2500	1978
ENSG00000158169	387	416	252	362
ENSG00000163484	2170	1497	1431	1759
ENSG00000153848	66	67	122	77
ENSG00000196068	719	313	806	507
ENSG00000239203	634	1936	1091	592
ENSG00000111866	27834	52724	24880	55522
ENSG00000153562	376	325	365	247
ENSG00000202412	10	15	4	15
ENSG00000120153	1605	2829	1153	1511
ENSG00000164347	38	28	20	38
ENSG00000244217	122	196	231	224
ENSG00000190373	70	53	59	110
ENSG00000207681	16	20	16	12
ENSG00000161239	1355	3304	2160	1430
ENSG00000140424	260	526	451	501
ENSG00000178612	67	61	41	65
ENSG00000104255	193	187	138	76
ENSG00000213519	89	94	66	60
ENSG00000193495	593	454	369	572
ENSG00000249945	79	103	111	31
ENSG00000157651	19	36	33	23
ENSG00000135840	49	31	38	49
ENSG00000159671	64	33	41	62
ENSG00000245958	234	370	357	237
ENSG00000122516	34	21	20	36
ENSG00000160093	115	183	153	147
ENSG00000209924	299	672	261	496
ENSG00000176133	14499	16039	13291	27558
ENSG00000246964	1140	692	900	668
ENSG00000178710	2	1	0	0
ENSG00000145369	44	60	11	75
ENSG00000217490	48	63	79	77
ENSG00000224608	411	120	353	269
ENSG00000144964	3235	3914	2067	6125
ENSG00000153574	1122	990	456	833
ENSG00000101986	0	2	1	3
ENSG00000148797	334	274	255	228
ENSG00000234909	204	211	258	171
ENSG00000249601	462	231	386	283
ENSG00000105685	1326	1997	2862	3023
ENSG00000200515	16	8	29	10
ENSG00000184966	2046	1699	1580	1063
ENSG00000127157	1	5	10	2
ENSG00000126024	119	200	62	184
ENSG00000121281	477	221	433	377
ENSG00000126903	11735	12025	15459	8372
ENSG00000217720	36	49	48	40
ENSG00000173220	8	6	6	2
ENSG00000162934	472	859	298	826
ENSG00000127482	64	24	37	56
ENSG00000171534	3600	5412	3697	3513
ENSG00000244883	47	94	42	40
ENSG00000134391	22	15	27	42
ENSG00000140991	2509	2207	1849	1457
ENSG00000165759	177	176	107	146
ENSG00000194475	1146	1114	813	575
ENSG00000198221	17	9	7	8
ENSG00000185293	2446	3995	3730	4741
ENSG00000126738	41	25	46	41
ENSG00000232609	525	1313	1052	601
ENSG00000149024	14	39	11	10
ENSG00000201922	8	3	2	5
ENSG00000211073	114	113	59	80
ENSG00000213077	285	224	206	167
ENSG00000106713	3307	2130	3384	2609
ENSG00000191561	187	347	262	448
ENSG00000122103	715	510	479	558
ENSG00000242052	581	492	707	482
ENSG00000108364	68772	30669	77535	52859
ENSG00000203508	20	25	27	29
ENSG00000186219	2772	1360	1611	822
ENSG00000167362	59	121	56	96
ENSG00000247012	246	205	422	307
ENSG00000212570	61	21	82	32
ENSG00000167293	1752	1097	1622	1640
ENSG00000221964	4	9	15	16
ENSG00000169065	5	9	14	9
ENSG00000123485	166	75	51	142
ENSG00000173465	18	15	8	4
ENSG00000182581	709	1148	330	490
ENSG00000189955	521	781	1016	780
ENSG00000169066	18	29	42	29
ENSG00000244308	856	951	408	461
ENSG00000107537	28	14	39	46
ENSG00000177356	114	109	205	64
ENSG00000106579	122	101	151	106
ENSG00000239359	9263	6649	4123	4517
ENSG00000190979	189	198	129	182
ENSG00000196650	43	3	19	32
ENSG00000230614	12	31	33	16
ENSG00000210003	1301	1914	1184	2388
ENSG00000181284	7	9	5	8
ENSG00000223596	41	77	70	24
ENSG00000140606	79	42	105	102
ENSG00000142796	1	2	0	2
ENSG00000176210	50	49	112	58
ENSG00000201317	1886	1378	1016	796
ENSG00000162319	250	413	297	220
ENSG00000232665	33	26	29	24
ENSG00000183579	837	625	542	487
ENSG00000226375	363	337	568	319
ENSG00000141275	8423	4830	11648	3849
ENSG00000175224	42	21	26	26
ENSG00000144633	96	55	88	152
ENSG00000175342	242	144	218	158
ENSG00000175464	201	139	92	144
ENSG00000143263	90	228	180	166
ENSG00000219771	79	59	121	50
ENSG00000197436	27	37	29	27
ENSG00000249862	6	6	8	5
ENSG00000236246	57	39	44	52
ENSG00000135676	11	7	5	6
ENSG00000148812	28	14	4	17
ENSG00000161144	52	35	64	31
ENSG00000190178	363	321	641	394
ENSG00000246592	707	1092	629	836
ENSG00000136368	9	37	24	14
ENSG00000214243	516	302	222	424
ENSG00000214127	907	779	624	953
ENSG00000134353	123	155	187	98
ENSG00000183824	2	7	6	6
ENSG00000137767	4	0	1	2
ENSG00000128147	642	653	700	718
ENSG00000245374	993	1211	683	1079
ENSG00000179909	190	311	292	208
ENSG00000139895	11	32	17	15
ENSG00000194586	1699	4609	3038	1088
ENSG00000170123	2941	1812	1160	1462
ENSG00000212276	112	123	120	136
ENSG00000209190	90	62	52	60
ENSG00000247342	1	5	6	3
ENSG00000238837	402	333	548	594
ENSG00000156304	9	8	1	9
ENSG00000119557	913	480	1009	346
ENSG00000136991	566	236	501	485
ENSG00000213928	190	109	145	158
ENSG00000124672	1120	4250	3453	2080
ENSG00000192284	55	36	37	58
ENSG00000175809	450	443	668	291
ENSG00000176420	817	495	520	684
ENSG00000103424	123	220	226	320
ENSG00000238107	102	38	61	99
ENSG00000149659	1279	1592	1783	2320
ENSG00000213990	216	245	239	315
ENSG00000145177	55	107	106	55
ENSG00000206629	193	50	159	45
ENSG00000153606	277	190	212	271
ENSG00000171005	12520	13736	7612	12182
ENSG00000100601	117	144	133	155
ENSG00000105274	29	103	85	45
ENSG00000159675	13	13	28	10
ENSG00000115769	14	19	16	12
ENSG00000182815	2	2	5	1
ENSG00000171379	166	248	250	267
ENSG00000115718	163	167	182	200
ENSG00000143078	12	39	14	24
ENSG00000164130	5	13	5	6
ENSG00000162501	68	88	54	72
ENSG00000148758	51	74	48	31
ENSG00000199509	11	6	10	9
ENSG00000193660	268	201	242	152
ENSG00000184047	243	175	306	178
ENSG00000230605	140	169	97	60
ENSG00000169701	336	495	329	1042
ENSG00000141363	53	17	41	35
ENSG00000225495	2988	2802	766	4085
ENSG00000141767	53	27	18	16
ENSG00000131581	936	202	215	462
ENSG00000243373	584	550	524	365
ENSG00000177358	67	98	35	71
ENSG00000238442	343	226	408	205
ENSG00000117065	11	13	13	4
ENSG00000199604	10	9	8	9
ENSG00000128139	44	106	149	92
ENSG00000120670	27	33	27	32
ENSG00000100549	628	410	548	611
ENSG00000199845	244	227	211	190
ENSG00000203137	473	444	692	371
ENSG00000115964	398	226	220	360
ENSG00000219134	137	284	267	299
ENSG00000185122	226	115	252	336
ENSG00000118791	256	105	73	75
ENSG00000101721	54	92	69	73
ENSG00000213939	6463	7262	11082	11112
ENSG00000205793	3	5	0	5
ENSG00000152000	72	136	113	116
ENSG00000223914	937	983	873	1821
ENSG00000182640	428	343	244	208
ENSG00000216970	1393	2950	3755	2626
ENSG00000107422	548	377	301	330
ENSG00000145727	8	14	16	14
ENSG00000123459	103	67	46	90
ENSG00000152479	17	3	7	15
ENSG00000205763	478	962	838	905
ENSG00000211904	2755	2896	4313	3265
ENSG00000237363	42	70	62	61
ENSG00000234826	605	365	566	518
ENSG00000241296	53	61	36	51
ENSG00000116872	9	1	6	10
ENSG00000232872	57	87	64	64
ENSG00000163561	6	6	2	14
ENSG00000247532	49	40	45	65
ENSG00000117111	157	217	250	161
ENSG00000122564	559	468	529	576
ENSG00000208308	2910	1649	3234	1314
ENSG00000132103	86	84	59	94
ENSG00000230119	172	226	230	185
ENSG00000154110	282	169	241	521
ENSG00000125016	960	521	531	312
ENSG00000130507	3	3	0	0
ENSG00000162898	13	40	47	27
ENSG00000202553	526	659	668	807
ENSG00000239637	16	19	36	13
ENSG00000249299	265	180	407	226
ENSG00000248076	1075	782	457	1305
ENSG00000162701	1	3	1	1
ENSG00000131841	63	59	94	101
ENSG00000243966	248	256	157	223
ENSG00000169691	99	157	199	50
ENSG00000133744	12	10	11	11
ENSG00000194293	290	330	252	445
ENSG00000166092	35	32	17	42
ENSG00000197311	763	267	714	612
ENSG00000105999	224	228	263	248
ENSG00000194900	33	61	45	38
ENSG00000197841	265	91	155	124
ENSG00000116625	27	43	22	30
ENSG00000207150	20	25	28	12
ENSG00000160265	10	8	5	8
ENSG00000174080	91	86	81	77
ENSG00000226947	604	632	812	379
ENSG00000204043	247	284	198	132
ENSG00000190016	166	108	115	89
ENSG00000207422	67	68	44	50
ENSG00000134294	105	61	47	27
ENSG00000200574	859	606	986	634
ENSG00000149987	10	4	5	9
ENSG00000175689	6143	6315	4312	5338
ENSG00000164419	85	127	123	72
ENSG00000122195	9546	10418	6347	6744
ENSG00000170493	890	1415	1196	1970
ENSG00000186296	43	47	59	32
ENSG00000142616	608	707	599	605
ENSG00000231375	161	202	91	145
ENSG00000155485	402	460	411	243
ENSG00000146930	632	734	533	909
ENSG00000216881	49	55	81	33
ENSG00000199282	35	28	31	37
ENSG00000180948	58	26	63	46
ENSG00000161951	4	2	4	13
ENSG00000160082	38	35	40	65
ENSG00000241915	257	212	172	181
ENSG00000129615	186	116	179	160
ENSG00000245557	166	226	105	163
ENSG00000200872	147	63	26	55
ENSG00000127924	458	386	741	623
ENSG00000154667	1	1	1	0
ENSG00000238315	62	49	39	86
ENSG00000246176	92	62	69	73
ENSG00000113865	626	483	606	347
ENSG00000231252	337	639	592	830
ENSG00000234688	1523	649	637	906
ENSG00000185333	94	167	147	128
ENSG00000240282	1091	1280	910	784
ENSG00000120919	14	18	19	8
ENSG00000231208	111	98	176	175
ENSG00000181997	4	1	0	3
ENSG00000109076	3823	1806	2836	4092
ENSG00000166679	2291	3228	1808	2118
ENSG00000232109	75	20	19	44
ENSG00000112904	17	9	24	20
ENSG00000199666	0	0	3	2
ENSG00000152629	3	3	6	10
ENSG00000214321	130	155	166	162
ENSG00000204381	70	71	81	117
ENSG00000171757	12	3	1	6
ENSG00000234814	52	33	46	37
ENSG00000122639	37	22	26	17
ENSG00000149114	165	309	286	271
ENSG00000161094	343	551	284	355
ENSG00000217678	104	53	99	79
ENSG00000124326	96	117	81	222
ENSG00000141292	221	127	230	77
ENSG00000225429	1	2	1	0
ENSG00000134957	146	133	249	113
ENSG00000206201	149	128	90	216
ENSG00000163720	510	308	521	329
ENSG00000173400	1	2	2	1
ENSG00000112138	430	725	663	432
ENSG00000102389	27	53	24	19
ENSG00000205814	259	166	161	221
ENSG00000103867	908	942	1096	1297
ENSG00000139497	8	8	3	6
ENSG00000115189	1	1	6	4
ENSG00000136689	1107	990	562	692
ENSG00000184440	11	10	12	9
ENSG00000116350	16	10	17	12
ENSG00000212804	353	429	426	647
ENSG00000141698	46	61	133	71
ENSG00000198033	416	533	419	638
ENSG00000193141	585	285	140	235
ENSG00000165546	104	143	178	81
ENSG00000154857	1242	901	488	714
ENSG00000162991	13664	14479	7299	6462
ENSG00000231063	119	93	81	86
ENSG00000111891	1786	2130	2843	2188
ENSG00000159403	788	972	642	476
ENSG00000218983	139	75	245	131
ENSG00000174963	190	263	154	293
ENSG00000237648	10	8	27	19
ENSG00000140586	24	31	59	38
ENSG00000198162	220	196	256	169
ENSG00000238048	72	82	165	118
ENSG00000144989	1457	1654	1490	1082
ENSG00000154318	9	5	12	1
ENSG00000213260	49	44	121	77
ENSG00000113451	39	41	44	24
ENSG00000169462	97	96	53	96
ENSG00000105672	1023	1041	1148	911
ENSG00000106215	9	6	18	7
ENSG00000138947	529	637	528	611
ENSG00000212585	25	32	43	28
ENSG00000135941	44	72	44	28
ENSG00000121207	1060	1419	460	713
ENSG00000227385	47	72	46	61
ENSG00000163291	485	451	296	314
ENSG00000211163	164	153	68	182
ENSG00000225282	89	54	50	105
ENSG00000232056	80	66	42	42
ENSG00000213033	2	4	9	5
ENSG00000180549	33	54	25	25
ENSG00000111348	251	195	195	176
ENSG00000244818	256	219	168	121
ENSG00000138099	9	10	5	3
ENSG00000142735	1184	875	1164	1141
ENSG00000249543	179	412	337	186
ENSG00000156148	8	5	8	5
ENSG00000216280	22	15	21	19
ENSG00000124931	313	318	238	304
ENSG00000208130	4	1	2	1
ENSG00000234879	14	18	23	31
ENSG00000161746	59	71	56	97
ENSG00000169482	108	168	101	50
ENSG00000131502	122	99	93	108
ENSG00000173439	221	286	280	276
ENSG00000240678	21	17	28	23
ENSG00000150324	17	104	46	36
ENSG00000218442	6851	4592	4741	4204
ENSG00000150183	12	10	10	4
ENSG00000237219	37	52	45	46
ENSG00000159200	176	199	100	106
ENSG00000205101	30	42	35	35
ENSG00000163866	1142	1934	868	1063
ENSG00000245744	262	94	175	115
ENSG00000104031	1117	225	311	875
ENSG00000242609	1	0	3	2
ENSG00000186109	1246	1119	1129	1725
ENSG00000178553	1278	1746	1252	1132
ENSG00000201642	18	26	24	20
ENSG00000245308	1436	1327	370	2754
ENSG00000241443	212	230	246	184
ENSG00000210633	516	545	1009	769
ENSG00000117671	6982	4728	5063	3877
ENSG00000144679	150	143	179	173
ENSG00000220376	12	12	16	21
ENSG00000108775	102	146	119	111
ENSG00000196034	11	7	7	11
ENSG00000115729	33	14	12	23
ENSG00000118556	20	17	32	42
ENSG00000115176	50	55	11	25
ENSG00000220348	1842	2063	936	1982
ENSG00000177042	425	585	594	462
ENSG00000137655	19	22	20	25
ENSG00000100715	1075	1345	1533	1666
ENSG00000137766	7	3	11	2
ENSG00000172518	53	48	48	59
ENSG00000198567	87	77	83	42
ENSG00000105231	1251	1342	1764	1086
ENSG00000115701	502	383	487	580
ENSG00000173578	231	269	226	339
ENSG00000153214	1508	1526	1984	1642
ENSG00000147343	275	439	524	287
ENSG00000141649	2074	1790	2370	2676
ENSG00000170603	36	13	14	17
ENSG00000178195	3	4	8	4
ENSG00000238811	39	50	48	65
ENSG00000207458	1223	662	616	435
ENSG00000151655	130	218	255	190
ENSG00000206998	1025	851	658	850
ENSG00000239665	627	775	701	448
ENSG00000126562	277	455	275	177
ENSG00000100143	474	721	800	415
ENSG00000246461	26	35	32	25
ENSG00000154527	544	1371	782	593
ENSG00000135688	16	26	17	21
ENSG00000132457	81	144	119	117
ENSG00000150667	7	7	3	6
ENSG00000236293	274	436	388	391
ENSG00000125670	8	7	10	6
ENSG00000206425	1004	1975	1108	3069
ENSG00000221715	8	11	12	18
ENSG00000180064	184	250	181	236
ENSG00000154863	66	62	84	116
ENSG00000244166	25	16	25	17
ENSG00000131524	3467	2114	832	1158
ENSG00000175580	64	47	46	29
ENSG00000117666	1555	3247	1969	2603
ENSG00000109003	24	23	16	5
ENSG00000144166	13	34	28	29
ENSG00000131523	2	2	4	2
ENSG00000132350	458	398	543	317
ENSG00000111163	816	1188	891	594
ENSG00000120849	278	279	176	72
ENSG00000107721	56	110	90	65
ENSG00000192766	18	21	24	41
ENSG00000178954	14772	23069	10616	12061
ENSG00000139331	678	557	369	669
ENSG00000137590	4	4	2	4
ENSG00000185113	117	64	33	54
ENSG00000106379	1	1	1	2
ENSG00000233127	2054	2639	2985	2826
ENSG00000243744	6063	6287	4981	9654
ENSG00000148453	2271	2197	2629	3406
ENSG00000132519	89	97	195	152
ENSG00000205824	24	39	39	45
ENSG00000180680	9	9	9	5
ENSG00000224582	500	322	687	470
ENSG00000225537	20	34	35	32
ENSG00000107077	39	42	59	67
ENSG00000154507	38	55	42	18
ENSG00000148521	39	74	89	59
ENSG00000169252	1381	690	782	977
ENSG00000125354	2841	2409	4317	4289
ENSG00000202717	141	106	159	108
ENSG00000219564	181	121	110	165
ENSG00000182682	18	19	8	16
ENSG00000132842	11	7	14	7
ENSG00000126573	23	17	24	25
ENSG00000161047	643	1057	745	489
ENSG00000102951	228	193	171	367
ENSG00000107623	759	1336	653	650
ENSG00000130766	535	163	257	229
ENSG00000107581	58	86	100	48
ENSG00000235825	2	11	9	9
ENSG00000185844	98	67	122	84
ENSG00000236738	11	13	8	4
ENSG00000244890	4213	7166	8712	9588
ENSG00000130415	489	167	243	447
ENSG00000234609	75	63	85	59
ENSG00000229569	14005	6563	12708	7482
ENSG00000100927	70	59	98	71
ENSG00000141705	449	462	360	206
ENSG00000227125	115	60	89	131
ENSG00000184689	349	200	140	180
ENSG00000108607	94	106	44	79
ENSG00000158950	275	679	367	282
ENSG00000115509	1785	3051	2683	1548
ENSG00000105660	9	12	6	8
ENSG00000196082	1	0	4	3
ENSG00000209907	1124	2677	1417	1869
ENSG00000247874	133	239	184	156
ENSG00000243646	1089	899	1103	801
ENSG00000180882	269	86	93	33
ENSG00000175522	3910	3685	3035	3248
ENSG00000242096	6711	5046	3324	3503
ENSG00000141400	16	10	18	12
ENSG00000190934	628	773	776	515
ENSG00000198146	32	44	30	34
ENSG00000139749	1	1	9	7
ENSG00000146564	34	87	49	57
ENSG00000155341	321	545	429	289
ENSG00000148166	7	9	7	7
ENSG00000209229	7	13	9	6
ENSG00000216089	1203	1687	1949	2142
ENSG00000192004	136	157	188	125
ENSG00000119429	479	412	306	215
ENSG00000105024	9	13	24	8
ENSG00000221345	42	33	40	36
ENSG00000109315	138	213	147	233
ENSG00000131489	360	196	135	200
ENSG00000241880	117	171	206	217
ENSG00000192656	1951	3275	3062	4086
ENSG00000227980	231	201	133	246
ENSG00000116328	4	5	4	6
ENSG00000248468	23	5	22	22
ENSG00000231957	184	98	115	116
ENSG00000221648	936	1772	3003	2510
ENSG00000237059	31	20	19	20
ENSG00000188175	53	48	48	69
ENSG00000219913	80	139	108	128
ENSG00000136581	42	40	43	35
ENSG00000212381	14	22	19	31
ENSG00000183166	38	60	48	53
ENSG00000124855	467	856	743	976
ENSG00000155714	346	350	408	302
ENSG00000109215	90	58	89	42
ENSG00000205094	233	222	192	189
ENSG00000180411	7	17	11	12
ENSG00000189021	673	1090	755	688
ENSG00000207074	295	499	699	394
ENSG00000153223	255	200	117	177
ENSG00000105160	3	3	1	3
ENSG00000216415	13803	9783	5370	7967
ENSG00000199046	0	4	1	4
ENSG00000129672	14	23	29	19
ENSG00000217782	32	16	14	13
ENSG00000246094	327	568	313	250
ENSG00000246231	6	4	6	2
ENSG00000244628	205	160	150	185
ENSG00000105038	106	80	150	87
ENSG00000117187	61	59	39	72
ENSG00000203892	492	504	993	500
ENSG00000223371	1279	1295	1982	1423
ENSG00000189240	195	155	234	372
ENSG00000171734	82	56	46	58
ENSG00000210273	2	5	1	1
ENSG00000248967	1712	2892	2275	3371
ENSG00000156438	86	54	35	32
ENSG00000149666	3	2	3	2
ENSG00000153505	150	143	220	110
ENSG00000211420	3453	1621	2369	1651
ENSG00000230864	87	103	29	78
ENSG00000126363	15	17	6	10
ENSG00000146417	14326	13524	14925	12632
ENSG00000207277	354	516	368	346
ENSG00000140850	327	149	296	265
ENSG00000135480	1280	594	1070	819
ENSG00000107785	1	2	1	2
ENSG00000118318	101	90	98	97
ENSG00000110518	109	55	50	72
ENSG00000184526	12141	10531	6433	12619
ENSG00000231595	14	10	58	24
ENSG00000178203	57	41	45	33
ENSG00000247832	8	12	7	11
ENSG00000209081	21	25	33	17
ENSG00000183313	101	71	69	58
ENSG00000122653	227	222	323	188
ENSG00000237999	105	67	60	66
ENSG00000205812	5524	7625	5667	4827
ENSG00000164402	247	339	602	308
ENSG00000229770	619	315	250	591
ENSG00000228063	3466	2515	1855	2206
ENSG00000168255	379	336	392	240
ENSG00000161768	89	37	49	29
ENSG00000186989	4	12	5	7
ENSG00000141082	326	411	424	327
ENSG00000228121	13	32	25	12
ENSG00000141878	1825	2064	1345	1971
ENSG00000222723	23	33	21	41
ENSG00000162584	2	0	0	0
ENSG00000124541	137	206	89	88
ENSG00000207076	1564	878	1278	852
ENSG00000208575	87	49	90	67
ENSG00000126170	235	173	168	256
ENSG00000115637	254	121	151	170
ENSG00000136479	5711	4208	5056	3029
ENSG00000240413	684	209	171	277
ENSG00000141604	247	92	124	134
ENSG00000125753	50	34	46	19
ENSG00000116416	1	2	7	5
ENSG00000224537	1306	2397	2834	2261
ENSG00000172450	965	1330	1722	1374
ENSG00000188424	11	12	8	13
ENSG00000112144	569	487	584	259
ENSG00000197063	149	187	366	305
ENSG00000143425	38	66	70	28
ENSG00000240967	60	65	32	82
ENSG00000149474	470	578	785	638
ENSG00000228156	10	4	10	11
ENSG00000204368	37	68	54	50
ENSG00000242808	106	98	87	116
ENSG00000109522	91	78	183	134
ENSG00000173223	65	103	33	66
ENSG00000133345	107	124	211	142
ENSG00000228040	184	456	276	352
ENSG00000234990	22	19	18	24
ENSG00000182340	108	110	148	199
ENSG00000115866	61	20	34	45
ENSG00000202462	2804	1376	3065	4654
ENSG00000151024	6	3	7	11
ENSG00000220230	58	88	109	59
ENSG00000124299	488	352	362	614
ENSG00000112829	53	18	55	59
ENSG00000141893	177	62	82	69
ENSG00000130406	37	25	30	27
ENSG00000178402	343	364	246	253
ENSG00000110089	11	13	15	8
ENSG00000226130	105	125	93	121
ENSG00000200019	124	100	70	87
ENSG00000120717	4	4	7	7
ENSG00000154376	623	159	276	180
ENSG00000153041	45	56	46	58
ENSG00000208948	385	212	258	191
ENSG00000146107	744	564	320	385
ENSG00000118496	272	223	421	301
ENSG00000153565	17	12	21	11
ENSG00000225855	239	237	269	157
ENSG00000136546	9	3	5	4
ENSG00000219382	31	29	25	15
ENSG00000172677	3261	6628	2881	4048
ENSG00000158904	140	103	149	82
ENSG00000220939	2284	2391	4266	3572
ENSG00000185446	38	132	77	25
ENSG00000167881	62	123	144	129
ENSG00000237680	17	12	12	20
ENSG00000242718	1217	838	758	1179
ENSG00000109491	102	66	83	120
ENSG00000108112	636	303	728	270
ENSG00000146504	266	324	315	305
ENSG00000202482	314	357	272	427
ENSG00000213376	349	189	235	207
ENSG00000170829	140	188	69	152
ENSG00000157349	142	143	178	79
ENSG00000221889	39	16	47	23
ENSG00000162284	4	3	0	1
ENSG00000171817	261	564	287	349
ENSG00000120515	8265	9627	12787	5659
ENSG00000110101	1486	2891	1369	1204
ENSG00000161699	13907	21931	12358	18089
ENSG00000122077	460	249	470	309
ENSG00000100366	16	27	21	15
ENSG00000177771	18	29	15	30
ENSG00000246378	897	897	522	532
ENSG00000204225	182	226	279	183
ENSG00000174593	65	109	55	101
ENSG00000152350	985	522	655	488
ENSG00000129337	20	25	12	15
ENSG00000133856	486	384	283	559
ENSG00000193669	51	84	77	59
ENSG00000227820	179	217	348	103
ENSG00000175399	2595	1524	1229	1524
ENSG00000171203	90	104	147	103
ENSG00000217735	2883	1397	2687	1368
ENSG00000169398	1749	1868	1882	2386
ENSG00000233411	54	21	26	23
ENSG00000205407	20618	21268	6851	18833
ENSG00000138802	8	21	2	11
ENSG00000194808	259	97	140	139
ENSG00000171541	570	294	979	712
ENSG00000233665	0	0	0	3
ENSG00000246043	782	866	1342	1248
ENSG00000137476	1298	1335	1274	1817
ENSG00000197554	121	115	141	161
ENSG00000241803	269	260	270	229
ENSG00000103273	234	366	260	252
ENSG00000217071	109	103	106	213
ENSG00000110355	1432	1228	2754	1262
ENSG00000199554	68	39	38	69
ENSG00000244948	91	133	180	48
ENSG00000161628	354	395	296	299
ENSG00000209054	742	956	989	1446
ENSG00000204237	1612	752	996	1268
ENSG00000170754	7	5	6	12
ENSG00000161630	7	2	7	2
ENSG00000191953	81	145	111	57
ENSG00000172668	67	128	135	140
ENSG00000103100	26	24	12	14
ENSG00000196895	402	293	204	243
ENSG00000162830	1136	689	423	548
ENSG00000137201	379	455	586	521
ENSG00000193274	5525	3994	3102	5521
ENSG00000131374	17	29	20	19
ENSG00000185651	143	234	156	196
ENSG00000124516	5245	8839	10176	4959
ENSG00000202733	578	502	672	473
ENSG00000242695	8	10	13	7
ENSG00000210719	323	320	243	183
ENSG00000205158	1561	2014	1386	1686
ENSG00000162550	9193	11064	14846	11179
ENSG00000203967	570	860	675	426
ENSG00000200309	1494	1300	1861	2040
ENSG00000221766	19	8	7	15
ENSG00000242401	140	99	120	65
ENSG00000248457	2532	1237	1287	1878
