gene_id	SRR493366	SRR493367	SRR493368	SRR493369	SRR493370	SRR493371
ENSG00000162991	683200	10032	20528	14479	7299	6462
ENSG00000231063	5950	86	125	93	81	86
ENSG00000111891	89300	1598	2262	2130	2843	2188
ENSG00000159403	39400	923	1237	972	642	476
ENSG00000218983	6950	93	201	75	245	131
ENSG00000174963	9500	263	410	263	154	293
ENSG00000237648	500	13	23	8	27	19
ENSG00000140586	1200	25	20	31	59	38
ENSG00000198162	11000	214	229	196	256	169
ENSG00000238048	3600	95	148	82	165	118
ENSG00000144989	72850	1527	1451	1654	1490	1082
ENSG00000154318	450	16	8	5	12	1
ENSG00000213260	2450	35	45	44	121	77
ENSG00000113451	1950	23	43	41	44	24
ENSG00000169462	4850	94	96	96	53	96
ENSG00000105672	51150	1113	996	1041	1148	911
ENSG00000106215	450	7	6	6	18	7
ENSG00000138947	26450	466	651	637	528	611
ENSG00000212585	1250	32	37	32	43	28
ENSG00000135941	2200	27	41	72	44	28
ENSG00000121207	53000	2394	2570	1419	460	713
ENSG00000227385	2350	50	41	72	46	61
ENSG00000163291	24250	504	485	451	296	314
ENSG00000211163	8200	125	152	153	68	182
ENSG00000225282	4450	99	116	54	50	105
ENSG00000232056	4000	32	58	66	42	42
ENSG00000213033	100	2	1	4	9	5
ENSG00000180549	1650	23	21	54	25	25
ENSG00000111348	12550	650	264	195	195	176
ENSG00000244818	12800	169	121	219	168	121
ENSG00000138099	450	3	3	10	5	3
ENSG00000142735	59200	622	1075	875	1164	1141
ENSG00000249543	8950	376	236	412	337	186
ENSG00000156148	400	10	9	5	8	5
ENSG00000216280	1100	16	22	15	21	19
ENSG00000124931	15650	212	403	318	238	304
ENSG00000208130	200	3	5	1	2	1
ENSG00000234879	700	38	25	18	23	31
ENSG00000161746	2950	173	117	71	56	97
ENSG00000169482	5400	57	112	168	101	50
ENSG00000131502	6100	136	32	99	93	108
ENSG00000173439	11050	355	162	286	280	276
ENSG00000240678	1050	16	18	17	28	23
ENSG00000150324	850	40	42	104	46	36
ENSG00000218442	342550	7346	10758	4592	4741	4204
ENSG00000150183	600	6	1	10	10	4
ENSG00000237219	1850	65	91	52	45	46
ENSG00000159200	8800	247	73	199	100	106
ENSG00000205101	1500	34	39	42	35	35
ENSG00000163866	57100	1363	1602	1934	868	1063
ENSG00000245744	13100	427	280	94	175	115
ENSG00000104031	55850	1644	734	225	311	875
ENSG00000242609	50	1	2	0	3	2
ENSG00000186109	62300	993	588	1119	1129	1725
ENSG00000178553	63900	1609	979	1746	1252	1132
ENSG00000201642	900	46	16	26	24	20
ENSG00000245308	71800	2320	782	1327	370	2754
ENSG00000241443	10600	167	245	230	246	184
ENSG00000210633	25800	932	950	545	1009	769
ENSG00000117671	349100	12831	5217	4728	5063	3877
ENSG00000144679	7500	82	96	143	179	173
ENSG00000220376	600	11	6	12	16	21
ENSG00000108775	5100	97	74	146	119	111
ENSG00000196034	550	6	3	7	7	11
ENSG00000115729	1650	12	34	14	12	23
ENSG00000118556	1000	15	20	17	32	42
ENSG00000115176	2500	44	72	55	11	25
ENSG00000220348	92100	1666	1958	2063	936	1982
ENSG00000177042	21250	543	569	585	594	462
ENSG00000137655	950	27	12	22	20	25
ENSG00000100715	53750	1250	1162	1345	1533	1666
ENSG00000137766	350	6	2	3	11	2
ENSG00000172518	2650	42	28	48	48	59
ENSG00000198567	4350	158	64	77	83	42
ENSG00000105231	62550	629	1123	1342	1764	1086
ENSG00000115701	25100	577	492	383	487	580
ENSG00000173578	11550	300	400	269	226	339
ENSG00000153214	75400	1613	2290	1526	1984	1642
ENSG00000147343	13750	392	256	439	524	287
ENSG00000141649	103700	1922	2788	1790	2370	2676
ENSG00000170603	1800	31	20	13	14	17
ENSG00000178195	150	4	5	4	8	4
ENSG00000238811	1950	66	54	50	48	65
ENSG00000207458	61150	679	1308	662	616	435
ENSG00000151655	6500	299	267	218	255	190
ENSG00000206998	51250	835	660	851	658	850
ENSG00000239665	31350	432	368	775	701	448
ENSG00000126562	13850	447	352	455	275	177
ENSG00000100143	23700	898	545	721	800	415
ENSG00000246461	1300	31	42	35	32	25
ENSG00000154527	27200	748	1123	1371	782	593
ENSG00000135688	800	22	12	26	17	21
ENSG00000132457	4050	73	160	144	119	117
ENSG00000150667	350	8	3	7	3	6
ENSG00000236293	13700	239	266	436	388	391
ENSG00000125670	400	5	2	7	10	6
ENSG00000206425	50200	2191	2934	1975	1108	3069
ENSG00000221715	400	8	25	11	12	18
ENSG00000180064	9200	256	239	250	181	236
ENSG00000154863	3300	68	66	62	84	116
ENSG00000244166	1250	15	28	16	25	17
ENSG00000131524	173350	1019	1716	2114	832	1158
ENSG00000175580	3200	69	93	47	46	29
ENSG00000117666	77750	3110	1999	3247	1969	2603
ENSG00000109003	1200	13	9	23	16	5
ENSG00000144166	650	31	29	34	28	29
ENSG00000131523	100	2	4	2	4	2
ENSG00000132350	22900	567	506	398	543	317
ENSG00000111163	40800	1014	1288	1188	891	594
ENSG00000120849	13900	302	264	279	176	72
ENSG00000107721	2800	77	106	110	90	65
ENSG00000192766	900	33	19	21	24	41
ENSG00000178954	738600	11653	11733	23069	10616	12061
ENSG00000139331	33900	386	312	557	369	669
ENSG00000137590	200	3	1	4	2	4
ENSG00000185113	5850	81	54	64	33	54
ENSG00000106379	50	2	1	1	1	2
ENSG00000233127	102700	2874	3048	2639	2985	2826
ENSG00000243744	303150	6760	4582	6287	4981	9654
ENSG00000148453	113550	2651	1504	2197	2629	3406
ENSG00000132519	4450	215	77	97	195	152
ENSG00000205824	1200	58	27	39	39	45
ENSG00000180680	450	9	8	9	9	5
ENSG00000224582	25000	353	387	322	687	470
ENSG00000225537	1000	30	27	34	35	32
ENSG00000107077	1950	75	75	42	59	67
ENSG00000154507	1900	29	50	55	42	18
ENSG00000148521	1950	66	59	74	89	59
ENSG00000169252	69050	440	1211	690	782	977
ENSG00000125354	142050	4295	4279	2409	4317	4289
ENSG00000202717	7050	124	104	106	159	108
ENSG00000219564	9050	150	147	121	110	165
ENSG00000182682	900	8	10	19	8	16
ENSG00000132842	550	8	8	7	14	7
ENSG00000126573	1150	19	16	17	24	25
ENSG00000161047	32150	543	1395	1057	745	489
ENSG00000102951	11400	189	164	193	171	367
ENSG00000107623	37950	584	1459	1336	653	650
ENSG00000130766	26750	566	591	163	257	229
ENSG00000107581	2900	88	150	86	100	48
ENSG00000235825	100	6	12	11	9	9
ENSG00000185844	4900	53	88	67	122	84
ENSG00000236738	550	5	9	13	8	4
ENSG00000244890	210650	8276	7032	7166	8712	9588
ENSG00000130415	24450	272	691	167	243	447
ENSG00000234609	3750	40	53	63	85	59
ENSG00000229569	700250	23347	16243	6563	12708	7482
ENSG00000100927	3500	44	42	59	98	71
ENSG00000141705	22450	583	462	462	360	206
ENSG00000227125	5750	110	129	60	89	131
ENSG00000184689	17450	220	298	200	140	180
ENSG00000108607	4700	138	97	106	44	79
ENSG00000158950	13750	254	320	679	367	282
ENSG00000115509	89250	2699	2163	3051	2683	1548
ENSG00000105660	450	19	8	12	6	8
ENSG00000196082	50	0	2	0	4	3
ENSG00000209907	56200	1689	2174	2677	1417	1869
ENSG00000247874	6650	323	94	239	184	156
ENSG00000243646	54450	434	833	899	1103	801
ENSG00000180882	13450	86	189	86	93	33
ENSG00000175522	195500	3566	2188	3685	3035	3248
ENSG00000242096	335550	5936	7713	5046	3324	3503
ENSG00000141400	800	10	13	10	18	12
ENSG00000190934	31400	580	264	773	776	515
ENSG00000198146	1600	64	22	44	30	34
ENSG00000139749	50	6	3	1	9	7
ENSG00000146564	1700	87	65	87	49	57
ENSG00000155341	16050	474	414	545	429	289
ENSG00000148166	350	9	6	9	7	7
ENSG00000209229	350	17	9	13	9	6
ENSG00000216089	60150	997	1021	1687	1949	2142
ENSG00000192004	6800	179	297	157	188	125
ENSG00000119429	23950	548	298	412	306	215
ENSG00000105024	450	13	9	13	24	8
ENSG00000221345	2100	30	42	33	40	36
ENSG00000109315	6900	123	240	213	147	233
ENSG00000131489	18000	229	261	196	135	200
ENSG00000241880	5850	158	167	171	206	217
ENSG00000192656	97550	3648	3834	3275	3062	4086
ENSG00000227980	11550	156	155	201	133	246
ENSG00000116328	200	5	1	5	4	6
ENSG00000248468	1150	9	14	5	22	22
ENSG00000231957	9200	73	135	98	115	116
ENSG00000221648	46800	1163	2244	1772	3003	2510
ENSG00000237059	1550	25	31	20	19	20
ENSG00000188175	2650	60	39	48	48	69
ENSG00000219913	4000	93	105	139	108	128
ENSG00000136581	2100	35	44	40	43	35
ENSG00000212381	700	18	27	22	19	31
ENSG00000183166	1900	140	65	60	48	53
ENSG00000124855	23350	654	973	856	743	976
ENSG00000155714	17300	304	168	350	408	302
ENSG00000109215	4500	56	66	58	89	42
ENSG00000205094	11650	368	527	222	192	189
ENSG00000180411	350	17	6	17	11	12
ENSG00000189021	33650	741	738	1090	755	688
ENSG00000207074	14750	436	256	499	699	394
ENSG00000153223	12750	181	123	200	117	177
ENSG00000105160	150	4	6	3	1	3
ENSG00000216415	690150	8799	10708	9783	5370	7967
ENSG00000199046	0	2	2	4	1	4
ENSG00000129672	700	9	12	23	29	19
ENSG00000217782	1600	26	40	16	14	13
ENSG00000246094	16350	377	357	568	313	250
ENSG00000246231	300	7	3	4	6	2
ENSG00000244628	10250	135	179	160	150	185
ENSG00000105038	5300	126	105	80	150	87
ENSG00000117187	3050	51	44	59	39	72
ENSG00000203892	24600	501	790	504	993	500
ENSG00000223371	63950	2544	2384	1295	1982	1423
ENSG00000189240	9750	240	326	155	234	372
ENSG00000171734	4100	90	52	56	46	58
ENSG00000210273	100	3	2	5	1	1
ENSG00000248967	85600	1280	3746	2892	2275	3371
ENSG00000156438	4300	85	103	54	35	32
ENSG00000149666	150	2	1	2	3	2
ENSG00000153505	7500	58	165	143	220	110
ENSG00000211420	172650	5436	6214	1621	2369	1651
ENSG00000230864	4350	71	105	103	29	78
ENSG00000126363	750	15	8	17	6	10
ENSG00000146417	716300	11168	11602	13524	14925	12632
ENSG00000207277	17700	347	517	516	368	346
ENSG00000140850	16350	169	149	149	296	265
ENSG00000135480	64000	798	749	594	1070	819
ENSG00000107785	50	3	1	2	1	2
ENSG00000118318	5050	112	113	90	98	97
ENSG00000110518	5450	85	99	55	50	72
ENSG00000184526	607050	15054	9367	10531	6433	12619
ENSG00000231595	700	32	25	10	58	24
ENSG00000178203	2850	68	53	41	45	33
ENSG00000247832	400	7	9	12	7	11
ENSG00000209081	1050	26	27	25	33	17
ENSG00000183313	5050	106	57	71	69	58
ENSG00000122653	11350	171	171	222	323	188
ENSG00000237999	5250	179	130	67	60	66
ENSG00000205812	276200	5378	5774	7625	5667	4827
ENSG00000164402	12350	327	352	339	602	308
ENSG00000229770	30950	446	623	315	250	591
ENSG00000228063	173300	5158	2723	2515	1855	2206
ENSG00000168255	18950	257	720	336	392	240
ENSG00000161768	4450	23	30	37	49	29
ENSG00000186989	200	15	4	12	5	7
ENSG00000141082	16300	253	200	411	424	327
ENSG00000228121	650	31	22	32	25	12
ENSG00000141878	91250	1271	1422	2064	1345	1971
ENSG00000222723	1150	21	26	33	21	41
ENSG00000162584	100	3	0	0	0	0
ENSG00000124541	6850	156	155	206	89	88
ENSG00000207076	78200	1476	1162	878	1278	852
ENSG00000208575	4350	158	266	49	90	67
ENSG00000126170	11750	134	80	173	168	256
ENSG00000115637	12700	283	166	121	151	170
ENSG00000136479	285550	4490	5257	4208	5056	3029
ENSG00000240413	34200	615	515	209	171	277
ENSG00000141604	12350	330	213	92	124	134
ENSG00000125753	2500	35	35	34	46	19
ENSG00000116416	50	1	4	2	7	5
ENSG00000224537	65300	1968	2749	2397	2834	2261
ENSG00000172450	48250	1777	1534	1330	1722	1374
ENSG00000188424	550	19	13	12	8	13
ENSG00000112144	28450	468	810	487	584	259
ENSG00000197063	7450	132	241	187	366	305
ENSG00000143425	1900	70	60	66	70	28
ENSG00000240967	3000	81	51	65	32	82
ENSG00000149474	23500	394	406	578	785	638
ENSG00000228156	500	18	10	4	10	11
ENSG00000204368	1850	23	42	68	54	50
ENSG00000242808	5300	54	108	98	87	116
ENSG00000109522	4550	159	127	78	183	134
ENSG00000173223	3250	72	46	103	33	66
ENSG00000133345	5350	223	368	124	211	142
ENSG00000228040	9200	541	230	456	276	352
ENSG00000234990	1100	21	25	19	18	24
ENSG00000182340	5400	133	73	110	148	199
ENSG00000115866	3050	35	45	20	34	45
ENSG00000202462	140200	2464	2156	1376	3065	4654
ENSG00000151024	300	4	8	3	7	11
ENSG00000220230	2900	109	69	88	109	59
ENSG00000124299	24400	289	595	352	362	614
ENSG00000112829	2650	47	54	18	55	59
ENSG00000141893	8850	68	220	62	82	69
ENSG00000130406	1850	20	43	25	30	27
ENSG00000178402	17150	415	436	364	246	253
ENSG00000110089	550	4	7	13	15	8
ENSG00000226130	5250	165	180	125	93	121
ENSG00000200019	6200	114	78	100	70	87
ENSG00000120717	200	9	5	4	7	7
ENSG00000154376	31150	729	406	159	276	180
ENSG00000153041	2250	27	26	56	46	58
ENSG00000208948	19250	590	540	212	258	191
ENSG00000146107	37200	874	823	564	320	385
ENSG00000118496	13600	201	243	223	421	301
ENSG00000153565	850	11	15	12	21	11
ENSG00000225855	11950	325	152	237	269	157
ENSG00000136546	450	5	4	3	5	4
ENSG00000219382	1550	37	21	29	25	15
ENSG00000172677	163050	2040	3166	6628	2881	4048
ENSG00000158904	7000	89	58	103	149	82
ENSG00000220939	114200	4303	3236	2391	4266	3572
ENSG00000185446	1900	83	74	132	77	25
ENSG00000167881	3100	146	169	123	144	129
ENSG00000237680	850	19	19	12	12	20
ENSG00000242718	60850	1116	499	838	758	1179
ENSG00000109491	5100	88	61	66	83	120
ENSG00000108112	31800	1166	722	303	728	270
ENSG00000146504	13300	333	277	324	315	305
ENSG00000202482	15700	273	581	357	272	427
ENSG00000213376	17450	275	288	189	235	207
ENSG00000170829	7000	68	120	188	69	152
ENSG00000157349	7100	172	109	143	178	79
ENSG00000221889	1950	18	26	16	47	23
ENSG00000162284	200	1	2	3	0	1
ENSG00000171817	13050	457	280	564	287	349
ENSG00000120515	413250	11310	8824	9627	12787	5659
ENSG00000110101	74300	1247	1105	2891	1369	1204
ENSG00000161699	695350	15388	13239	21931	12358	18089
ENSG00000122077	23000	225	290	249	470	309
ENSG00000100366	800	12	8	27	21	15
ENSG00000177771	900	20	16	29	15	30
ENSG00000246378	44850	853	1333	897	522	532
ENSG00000204225	9100	299	384	226	279	183
ENSG00000174593	3250	72	44	109	55	101
ENSG00000152350	49250	597	423	522	655	488
ENSG00000129337	1000	14	20	25	12	15
ENSG00000133856	24300	297	427	384	283	559
ENSG00000193669	2550	88	48	84	77	59
ENSG00000227820	8950	296	318	217	348	103
ENSG00000175399	129750	1112	1977	1524	1229	1524
ENSG00000171203	4500	101	142	104	147	103
ENSG00000217735	144150	1265	2265	1397	2687	1368
ENSG00000169398	87450	1235	1701	1868	1882	2386
ENSG00000233411	2700	37	13	21	26	23
ENSG00000205407	1030900	22374	13079	21268	6851	18833
ENSG00000138802	400	23	8	21	2	11
ENSG00000194808	12950	83	81	97	140	139
ENSG00000171541	28500	861	488	294	979	712
ENSG00000233665	0	4	1	0	0	3
ENSG00000246043	39100	916	710	866	1342	1248
ENSG00000137476	64900	2742	1166	1335	1274	1817
ENSG00000197554	6050	156	161	115	141	161
ENSG00000241803	13450	210	385	260	270	229
ENSG00000103273	11700	143	213	366	260	252
ENSG00000217071	5450	76	79	103	106	213
ENSG00000110355	71600	1162	852	1228	2754	1262
ENSG00000199554	3400	50	89	39	38	69
ENSG00000244948	4550	101	131	133	180	48
ENSG00000161628	17700	276	329	395	296	299
ENSG00000209054	37100	1238	760	956	989	1446
ENSG00000204237	80600	1591	1164	752	996	1268
ENSG00000170754	350	2	5	5	6	12
ENSG00000161630	350	3	5	2	7	2
ENSG00000191953	4050	139	69	145	111	57
ENSG00000172668	3350	99	132	128	135	140
ENSG00000103100	1300	15	19	24	12	14
ENSG00000196895	20100	411	218	293	204	243
ENSG00000162830	56800	620	728	689	423	548
ENSG00000137201	18950	454	365	455	586	521
ENSG00000193274	276250	5616	3496	3994	3102	5521
ENSG00000131374	850	9	38	29	20	19
ENSG00000185651	7150	165	131	234	156	196
ENSG00000124516	262250	6319	4109	8839	10176	4959
ENSG00000202733	28900	194	402	502	672	473
ENSG00000242695	400	14	14	10	13	7
ENSG00000210719	16150	453	230	320	243	183
ENSG00000205158	78050	1806	1407	2014	1386	1686
ENSG00000162550	459650	9787	6979	11064	14846	11179
ENSG00000203967	28500	1011	589	860	675	426
ENSG00000200309	74700	853	2047	1300	1861	2040
ENSG00000221766	950	22	12	8	7	15
ENSG00000242401	7000	121	76	99	120	65
ENSG00000248457	126600	933	1663	1237	1287	1878
ENSG00000124109	2150	37	21	14	18	13
ENSG00000214852	5400	132	165	137	101	107
ENSG00000109694	150	1	3	3	5	2
ENSG00000124481	238850	7783	3082	1099	1992	3098
ENSG00000233413	2350	91	81	180	82	52
ENSG00000180760	26100	542	489	292	673	375
ENSG00000169532	200	4	4	2	10	16
ENSG00000222761	650	13	6	16	13	7
ENSG00000186098	613450	12987	18986	8552	4517	2676
ENSG00000223484	4400	53	40	47	69	71
ENSG00000145131	6500	114	117	43	40	45
ENSG00000133137	14750	308	254	391	375	397
ENSG00000178254	20800	216	353	668	552	438
ENSG00000117682	100	4	2	8	2	2
ENSG00000174489	550	13	13	12	18	16
ENSG00000152583	7100	117	121	244	222	162
ENSG00000235002	8950	118	86	124	259	185
ENSG00000228662	9150	332	441	384	442	140
ENSG00000206556	3200	70	68	51	75	42
ENSG00000141541	6450	67	54	79	79	50
ENSG00000157700	7700	174	442	133	186	262
ENSG00000235761	1550	48	46	31	19	44
ENSG00000100421	1300	38	13	20	22	32
ENSG00000105065	1400	12	53	51	48	91
ENSG00000196161	7400	137	118	167	145	150
ENSG00000201927	3700	110	46	98	152	148
ENSG00000194670	2150	47	23	59	53	74
ENSG00000119914	4850	96	120	55	63	66
ENSG00000138241	12000	199	298	77	138	145
ENSG00000221243	14550	140	245	526	627	314
ENSG00000218378	9700	364	112	265	455	232
ENSG00000158314	300	3	12	10	16	13
ENSG00000156536	85600	930	735	1582	1518	968
ENSG00000173813	300	2	7	4	7	12
ENSG00000226762	11800	403	472	526	446	555
ENSG00000119684	2250	45	28	71	34	56
ENSG00000226094	16700	596	481	489	316	196
ENSG00000229847	60950	898	1564	994	1891	1233
ENSG00000117062	50	11	2	9	3	4
ENSG00000187360	17750	476	457	241	309	411
ENSG00000235892	33000	713	494	181	182	239
ENSG00000224758	2950	49	66	30	47	45
ENSG00000130787	13350	242	303	652	403	541
ENSG00000171995	5150	64	43	38	27	58
ENSG00000141538	5650	269	223	197	119	162
ENSG00000160995	1100	15	10	23	15	11
ENSG00000189570	61550	637	545	855	844	855
ENSG00000105332	14000	525	821	360	607	536
ENSG00000174045	42550	674	528	649	508	545
ENSG00000236539	2850	28	30	39	40	25
ENSG00000122205	612900	3948	5546	5688	4127	4068
ENSG00000142758	343650	9543	3827	5151	13128	6976
ENSG00000210972	7500	99	161	74	84	132
ENSG00000235270	7500	78	78	78	44	67
ENSG00000248013	3050	62	48	66	30	38
ENSG00000143648	19800	760	825	405	641	971
ENSG00000214666	86200	1339	1159	871	665	968
ENSG00000131963	2050	22	42	23	30	28
ENSG00000142447	150	1	4	2	5	2
ENSG00000179373	22400	212	100	506	241	358
ENSG00000173412	7350	108	62	84	92	96
ENSG00000144368	6600	234	513	249	104	248
ENSG00000232903	17550	474	415	518	349	430
ENSG00000166740	1300	12	16	36	15	7
ENSG00000103950	5700	165	90	99	121	191
ENSG00000191101	3200	123	107	48	71	70
ENSG00000131225	21200	411	461	349	234	186
ENSG00000213677	131850	1600	1676	1052	1130	1854
ENSG00000217498	12100	134	142	125	114	186
ENSG00000213222	1700	32	31	42	22	27
ENSG00000185723	127450	1736	1521	1838	2172	1184
ENSG00000110060	30500	395	342	437	773	822
ENSG00000179782	7750	102	107	170	53	83
ENSG00000126782	150	2	3	1	3	5
ENSG00000150511	1050	21	30	15	44	22
ENSG00000128156	9850	152	247	157	175	196
ENSG00000155258	25500	571	403	426	895	652
ENSG00000216988	1100	21	37	48	55	64
ENSG00000201476	20900	220	278	559	315	251
ENSG00000188835	2550	33	58	28	52	37
ENSG00000100155	2900	65	52	21	72	49
ENSG00000112108	28450	413	352	553	436	288
ENSG00000178017	5250	44	71	64	69	52
ENSG00000146858	14250	207	153	220	188	174
ENSG00000235742	69800	927	1089	879	358	992
ENSG00000135838	51900	535	920	1040	2344	602
ENSG00000171030	1300	41	47	53	53	34
ENSG00000176984	3400	69	47	77	127	143
ENSG00000221534	750	25	19	17	10	14
ENSG00000165094	350	10	10	10	8	14
ENSG00000246909	17700	294	246	423	225	217
ENSG00000177300	3200	25	46	35	53	51
ENSG00000217996	150	3	1	6	8	0
ENSG00000166678	12800	397	655	212	416	340
ENSG00000188795	750	31	24	18	24	29
ENSG00000145414	3550	52	101	79	90	128
ENSG00000174384	24400	286	164	311	293	438
ENSG00000216335	15700	234	379	182	387	297
ENSG00000181665	4050	95	85	144	126	101
ENSG00000245692	550	5	2	1	3	1
ENSG00000217515	28200	558	461	477	228	268
ENSG00000242705	2100	59	33	56	54	31
ENSG00000243445	450	10	8	6	14	5
ENSG00000105966	0	3	0	1	0	1
ENSG00000231791	161750	2348	1711	1594	2994	937
ENSG00000187704	7100	150	148	295	112	183
ENSG00000159479	8100	104	98	122	197	139
ENSG00000147782	29500	784	2179	701	578	307
ENSG00000160486	6300	150	105	70	58	151
ENSG00000113063	350	7	0	11	5	5
ENSG00000247405	28400	802	632	349	427	509
ENSG00000240813	61600	805	1944	1122	690	956
ENSG00000179803	25350	566	426	194	357	245
ENSG00000141677	170450	2781	1305	2993	2507	2603
ENSG00000174799	655050	5328	4837	7141	5716	8274
ENSG00000235968	1600	20	47	39	29	19
ENSG00000138063	2450	48	64	121	51	28
ENSG00000102687	26150	965	849	908	1033	733
ENSG00000183656	9900	182	152	158	162	293
ENSG00000108912	12850	181	176	149	196	169
ENSG00000137210	41950	812	414	872	759	959
ENSG00000219023	34850	484	507	487	1010	410
ENSG00000103013	2600	64	49	47	67	59
ENSG00000212141	6250	189	177	167	191	191
ENSG00000121888	2250	33	39	34	36	50
ENSG00000201473	4150	113	87	139	89	88
ENSG00000138698	500	32	17	11	27	19
ENSG00000120782	250	10	3	2	3	3
ENSG00000237531	3600	52	21	64	56	92
ENSG00000193122	950	56	51	39	44	27
ENSG00000216720	67700	1080	694	706	690	615
ENSG00000112723	232800	2628	3740	3388	3158	3980
ENSG00000125590	10400	102	178	182	191	97
ENSG00000134264	22900	399	235	272	292	399
ENSG00000165113	2750	61	135	39	40	48
ENSG00000169776	850	14	12	14	27	42
ENSG00000205378	4900	84	57	109	59	63
ENSG00000159355	5700	92	70	110	78	79
ENSG00000116191	17000	161	201	274	155	173
ENSG00000182425	14500	165	248	230	138	98
ENSG00000127785	362450	3256	4530	6889	3428	3056
ENSG00000238801	7850	95	107	61	107	133
ENSG00000135857	200	8	3	4	4	3
ENSG00000238158	14100	205	143	127	179	217
ENSG00000147895	1900	59	40	48	62	40
ENSG00000134191	5750	237	130	201	203	76
ENSG00000157138	40850	975	1199	1775	1268	1087
ENSG00000108760	2250	22	41	35	18	32
ENSG00000212069	6450	158	96	112	82	97
ENSG00000156639	21750	444	426	420	444	552
ENSG00000137437	800	20	22	9	29	26
ENSG00000164200	11700	435	167	184	188	204
ENSG00000235934	68300	980	848	517	429	320
ENSG00000132217	36000	353	543	1323	693	792
ENSG00000134279	82000	914	1349	1049	1598	827
ENSG00000110284	17200	404	456	859	278	584
ENSG00000183524	14350	108	379	280	233	378
ENSG00000142684	400	5	8	10	7	5
ENSG00000139751	100	1	0	3	0	0
ENSG00000159994	850	23	24	19	13	15
ENSG00000193837	126250	2204	2388	2785	1989	2037
ENSG00000122057	13000	182	189	163	287	257
ENSG00000215550	100	0	0	4	1	4
ENSG00000139561	1550	66	63	59	63	61
ENSG00000205830	15300	302	492	412	166	273
ENSG00000246085	150	5	5	5	2	2
ENSG00000138203	21300	737	425	467	531	402
ENSG00000156400	2400	28	30	18	14	8
ENSG00000162032	134300	3527	1731	970	1332	679
ENSG00000101180	6150	102	186	51	97	250
ENSG00000132753	5466600	122595	125942	37452	57395	67834
ENSG00000215072	400	8	12	11	9	9
ENSG00000149927	13000	203	128	195	259	381
ENSG00000242947	400	5	3	6	5	10
ENSG00000132535	82100	3528	3450	2703	1540	1553
ENSG00000161194	14750	172	190	124	145	158
ENSG00000157816	67400	1093	1135	1145	523	782
ENSG00000110245	7250	205	160	120	258	142
ENSG00000196751	800	12	9	12	16	9
ENSG00000158762	1450	17	54	27	40	32
ENSG00000115650	600	19	13	18	5	12
ENSG00000150901	550	30	31	15	21	9
ENSG00000168467	13300	237	488	187	262	191
ENSG00000116566	46850	505	822	1276	1091	917
ENSG00000235298	29850	709	833	551	620	773
ENSG00000109656	24100	597	277	235	294	489
ENSG00000149206	5000	60	52	33	34	36
ENSG00000161027	15300	369	363	384	606	234
ENSG00000181637	2000	23	24	25	28	27
ENSG00000147678	26500	519	353	259	90	106
ENSG00000233718	62850	1256	1146	702	743	520
ENSG00000179386	7950	85	105	101	86	131
ENSG00000195373	2750	49	103	93	66	36
ENSG00000215587	2700	49	64	69	55	87
ENSG00000105586	27600	615	392	824	916	715
ENSG00000241199	5300	39	119	40	102	54
ENSG00000236016	150	3	12	8	14	7
ENSG00000108307	3100	76	107	60	71	44
ENSG00000242944	550	19	24	14	17	19
ENSG00000237964	233550	3019	3189	1807	2546	2577
ENSG00000128479	3350	161	148	157	97	92
ENSG00000205140	500	5	7	5	14	3
ENSG00000150957	11300	205	311	167	126	137
ENSG00000123440	46300	1644	629	477	648	946
ENSG00000167167	15300	458	256	246	300	195
ENSG00000242426	9350	297	80	62	108	58
ENSG00000211860	9950	281	158	244	259	320
ENSG00000227948	13800	134	135	290	233	267
ENSG00000166116	57150	1202	850	1159	843	1184
ENSG00000156537	22350	328	373	388	352	386
ENSG00000208555	604350	14170	7782	17723	15841	8781
ENSG00000207428	4800	110	117	126	69	109
ENSG00000249846	89500	3089	3459	4726	3464	2208
ENSG00000108610	11650	138	175	181	277	168
ENSG00000200678	400	14	0	5	8	2
ENSG00000154229	600	14	9	18	8	13
ENSG00000178766	300	3	0	0	3	8
ENSG00000134842	500	4	1	4	3	6
ENSG00000209469	57600	1415	1474	414	2685	2174
ENSG00000199829	1650	47	89	42	24	48
ENSG00000148532	52200	1922	588	703	211	871
ENSG00000223936	800	21	28	28	39	8
ENSG00000104687	12700	164	355	201	171	122
ENSG00000108136	550	21	12	27	10	10
ENSG00000112015	69750	1058	400	577	1195	492
ENSG00000248439	2050	111	70	83	115	86
ENSG00000227047	3850	54	34	93	85	52
ENSG00000140953	6400	98	87	118	101	62
ENSG00000122579	907850	14691	10725	8676	14334	9627
ENSG00000236160	35650	690	439	299	477	511
ENSG00000170110	106150	1634	3144	1128	511	403
ENSG00000165808	1000	11	12	8	11	16
ENSG00000222245	2350	55	42	46	42	49
ENSG00000171235	9350	246	331	289	439	350
ENSG00000139097	200	4	0	1	1	8
ENSG00000186798	111000	1548	1877	1549	2100	1879
ENSG00000135854	9900	339	198	204	255	185
ENSG00000112986	7400	229	105	91	50	225
ENSG00000173812	4650	48	64	132	90	120
ENSG00000128942	5950	97	83	59	40	70
ENSG00000194549	2350	43	46	48	80	65
ENSG00000230528	100650	2614	2625	1328	1524	1365
ENSG00000232687	40150	459	475	580	523	411
ENSG00000223714	67950	1616	1397	1918	2180	1173
ENSG00000184266	5850	103	80	76	145	58
ENSG00000207823	1550	21	26	21	31	20
